2021 super output area - lower layer,Geog_Code,Total: All usual residents,%,"Asian, Asian British or Asian Welsh",% ,"Asian, Asian British or Asian Welsh: Bangladeshi",%,"Asian, Asian British or Asian Welsh: Chinese",%,"Asian, Asian British or Asian Welsh: Indian",%,"Asian, Asian British or Asian Welsh: Pakistani",%,"Asian, Asian British or Asian Welsh: Other Asian",%,"Black, Black British, Black Welsh, Caribbean or African",%,"Black, Black British, Black Welsh, Caribbean or African: African",%,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",%,"Black, Black British, Black Welsh, Caribbean or African: Other Black",%,Mixed or Multiple ethnic groups,%,Mixed or Multiple ethnic groups: White and Asian,%,Mixed or Multiple ethnic groups: White and Black African,%,Mixed or Multiple ethnic groups: White and Black Caribbean,%,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,%,White,%,"White: English, Welsh, Scottish, Northern Irish or British","% White: English, Welsh, Scottish, Northern Irish or British",White: Irish,%,White: Gypsy or Irish Traveller,%,White: Roma,%,White: Other White,%,Other ethnic group,%,Other ethnic group: Arab,%,Other ethnic group: Any other ethnic group,%
Birmingham 001A,E01009417,1614,100,200,12.4,0,0,18,1.1,156,9.7,12,0.7,14,0.9,31,1.9,5,0.3,14,0.9,12,0.7,45,2.8,15,0.9,0,0,26,1.6,4,0.2,1302,80.7,1239,76.8,24,1.5,1,0.1,1,0.1,37,2.3,36,2.2,5,0.3,31,1.9
Birmingham 001B,E01009418,1581,100,169,10.7,16,1,11,0.7,70,4.4,42,2.7,30,1.9,31,2,17,1.1,10,0.6,4,0.3,102,6.5,41,2.6,1,0.1,48,3,12,0.8,1258,79.6,1223,77.4,13,0.8,0,0,0,0,22,1.4,21,1.3,0,0,21,1.3
Birmingham 001C,E01009419,1464,100,205,14,4,0.3,24,1.6,119,8.1,39,2.7,19,1.3,22,1.5,15,1,7,0.5,0,0,36,2.5,11,0.8,2,0.1,11,0.8,12,0.8,1161,79.3,1122,76.6,19,1.3,6,0.4,0,0,14,1,40,2.7,2,0.1,38,2.6
Birmingham 001D,E01009433,1785,100,275,15.4,5,0.3,24,1.3,172,9.6,33,1.8,41,2.3,50,2.8,13,0.7,30,1.7,7,0.4,40,2.2,17,1,2,0.1,14,0.8,7,0.4,1356,76,1300,72.8,19,1.1,0,0,0,0,37,2.1,64,3.6,20,1.1,44,2.5
Birmingham 002A,E01009415,1746,100,216,12.4,11,0.6,19,1.1,139,8,27,1.5,20,1.1,25,1.4,7,0.4,12,0.7,6,0.3,48,2.7,16,0.9,0,0,19,1.1,13,0.7,1435,82.2,1392,79.7,17,1,0,0,0,0,26,1.5,22,1.3,9,0.5,13,0.7
Birmingham 002B,E01009422,2000,100,163,8.2,0,0,24,1.2,82,4.1,38,1.9,19,0.9,32,1.6,16,0.8,13,0.7,3,0.1,43,2.1,17,0.9,0,0,20,1,6,0.3,1753,87.6,1683,84.2,32,1.6,0,0,0,0,38,1.9,9,0.4,0,0,9,0.4
Birmingham 002C,E01009423,1673,100,148,8.8,10,0.6,22,1.3,61,3.6,46,2.7,9,0.5,58,3.5,16,1,37,2.2,5,0.3,65,3.9,20,1.2,0,0,30,1.8,15,0.9,1378,82.4,1323,79.1,27,1.6,0,0,0,0,28,1.7,24,1.4,5,0.3,19,1.1
Birmingham 002D,E01009425,1723,100,127,7.4,0,0,15,0.9,77,4.5,15,0.9,20,1.2,17,1,8,0.5,8,0.5,1,0.1,39,2.3,19,1.1,1,0.1,14,0.8,5,0.3,1521,88.3,1461,84.8,22,1.3,0,0,0,0,38,2.2,19,1.1,0,0,19,1.1
Birmingham 003A,E01009416,2794,100,403,14.4,10,0.4,56,2,246,8.8,55,2,36,1.3,73,2.6,30,1.1,35,1.3,8,0.3,81,2.9,12,0.4,4,0.1,48,1.7,17,0.6,2171,77.7,2090,74.8,23,0.8,0,0,1,0,57,2,66,2.4,13,0.5,53,1.9
Birmingham 003B,E01009420,1702,100,223,13.1,4,0.2,30,1.8,141,8.3,39,2.3,9,0.5,26,1.5,6,0.4,18,1.1,2,0.1,49,2.9,15,0.9,7,0.4,19,1.1,8,0.5,1395,82,1346,79.1,16,0.9,0,0,0,0,33,1.9,9,0.5,1,0.1,8,0.5
Birmingham 003C,E01009426,1478,100,186,12.6,16,1.1,13,0.9,114,7.7,33,2.2,10,0.7,17,1.2,4,0.3,8,0.5,5,0.3,34,2.3,14,0.9,5,0.3,11,0.7,4,0.3,1213,82.1,1176,79.6,20,1.4,0,0,0,0,17,1.2,28,1.9,11,0.7,17,1.2
Birmingham 003D,E01009429,1498,100,129,8.6,1,0.1,1,0.1,94,6.3,20,1.3,13,0.9,30,2,20,1.3,4,0.3,6,0.4,35,2.3,15,1,1,0.1,10,0.7,9,0.6,1268,84.6,1227,81.9,16,1.1,1,0.1,5,0.3,19,1.3,36,2.4,18,1.2,18,1.2
Birmingham 003E,E01009431,1684,100,214,12.7,5,0.3,35,2.1,131,7.8,30,1.8,13,0.8,19,1.1,2,0.1,17,1,0,0,47,2.8,13,0.8,9,0.5,12,0.7,13,0.8,1365,81.1,1303,77.4,19,1.1,0,0,0,0,43,2.6,39,2.3,4,0.2,35,2.1
Birmingham 004A,E01009421,1719,100,343,20,6,0.3,23,1.3,264,15.4,34,2,16,0.9,16,0.9,1,0.1,7,0.4,8,0.5,36,2.1,22,1.3,0,0,6,0.3,8,0.5,1282,74.6,1222,71.1,25,1.5,0,0,1,0.1,34,2,42,2.4,8,0.5,34,2
Birmingham 004B,E01009424,1582,100,142,9,7,0.4,23,1.5,74,4.7,36,2.3,2,0.1,36,2.3,22,1.4,11,0.7,3,0.2,49,3.1,15,0.9,4,0.3,21,1.3,9,0.6,1334,84.3,1229,77.7,29,1.8,0,0,0,0,76,4.8,21,1.3,14,0.9,7,0.4
Birmingham 004C,E01009427,1492,100,296,19.8,6,0.4,7,0.5,198,13.3,65,4.4,20,1.3,46,3.1,9,0.6,23,1.5,14,0.9,41,2.7,13,0.9,4,0.3,15,1,9,0.6,1083,72.6,1014,68,12,0.8,1,0.1,0,0,56,3.8,26,1.7,11,0.7,15,1
Birmingham 004D,E01009428,1681,100,227,13.5,13,0.8,16,1,145,8.6,35,2.1,18,1.1,46,2.7,22,1.3,21,1.2,3,0.2,32,1.9,10,0.6,1,0.1,11,0.7,10,0.6,1354,80.5,1310,77.9,20,1.2,0,0,0,0,24,1.4,22,1.3,9,0.5,13,0.8
Birmingham 004E,E01009430,1727,100,239,13.8,3,0.2,19,1.1,185,10.7,21,1.2,11,0.6,35,2,14,0.8,15,0.9,6,0.3,36,2.1,21,1.2,0,0,12,0.7,3,0.2,1381,80,1283,74.3,43,2.5,0,0,0,0,55,3.2,36,2.1,1,0.1,35,2
Birmingham 004F,E01009468,1496,100,131,8.8,13,0.9,14,0.9,62,4.1,30,2,12,0.8,5,0.3,1,0.1,4,0.3,0,0,44,2.9,15,1,3,0.2,23,1.5,3,0.2,1296,86.6,1217,81.4,53,3.5,1,0.1,0,0,25,1.7,20,1.3,1,0.1,19,1.3
Birmingham 005A,E01009445,1896,100,130,6.9,5,0.3,14,0.7,32,1.7,56,3,23,1.2,139,7.3,71,3.7,45,2.4,23,1.2,166,8.8,13,0.7,5,0.3,131,6.9,17,0.9,1443,76.1,1363,71.9,23,1.2,0,0,0,0,57,3,18,0.9,8,0.4,10,0.5
Birmingham 005B,E01009446,2490,100,270,10.8,4,0.2,31,1.2,159,6.4,45,1.8,31,1.2,102,4.1,33,1.3,52,2.1,17,0.7,110,4.4,34,1.4,5,0.2,54,2.2,17,0.7,1963,78.8,1861,74.7,31,1.2,0,0,0,0,71,2.9,45,1.8,7,0.3,38,1.5
Birmingham 005C,E01009447,1651,100,132,8,7,0.4,8,0.5,61,3.7,40,2.4,16,1,74,4.5,13,0.8,43,2.6,18,1.1,71,4.3,17,1,3,0.2,39,2.4,12,0.7,1352,81.9,1256,76.1,22,1.3,0,0,0,0,74,4.5,22,1.3,4,0.2,18,1.1
Birmingham 005D,E01009448,1653,100,100,6,10,0.6,23,1.4,39,2.4,15,0.9,13,0.8,78,4.7,18,1.1,53,3.2,7,0.4,67,4.1,11,0.7,1,0.1,45,2.7,10,0.6,1395,84.4,1313,79.4,22,1.3,0,0,0,0,60,3.6,13,0.8,7,0.4,6,0.4
Birmingham 005E,E01009452,1705,100,133,7.8,9,0.5,8,0.5,58,3.4,29,1.7,29,1.7,54,3.2,25,1.5,23,1.3,6,0.4,90,5.3,27,1.6,6,0.4,42,2.5,15,0.9,1410,82.7,1349,79.1,19,1.1,0,0,0,0,42,2.5,18,1.1,11,0.6,7,0.4
Birmingham 005F,E01009455,1294,100,53,4.1,5,0.4,3,0.2,26,2,8,0.6,11,0.9,50,3.9,10,0.8,34,2.6,6,0.5,58,4.5,9,0.7,0,0,42,3.2,7,0.5,1110,85.8,1045,80.8,26,2,0,0,0,0,39,3,23,1.8,10,0.8,13,1
Birmingham 006A,E01009432,1499,100,122,8.1,7,0.5,11,0.7,43,2.9,46,3.1,15,1,58,3.9,34,2.3,18,1.2,6,0.4,69,4.6,21,1.4,5,0.3,31,2.1,12,0.8,1224,81.7,1157,77.2,28,1.9,1,0.1,0,0,38,2.5,26,1.7,0,0,26,1.7
Birmingham 006B,E01009435,1714,100,145,8.5,0,0,39,2.3,73,4.3,8,0.5,25,1.5,41,2.4,17,1,20,1.2,4,0.2,66,3.9,15,0.9,1,0.1,42,2.5,8,0.5,1433,83.6,1364,79.6,24,1.4,0,0,1,0.1,44,2.6,29,1.7,1,0.1,28,1.6
Birmingham 006C,E01009437,1793,100,161,9,5,0.3,14,0.8,89,5,40,2.2,13,0.7,72,4,20,1.1,40,2.2,12,0.7,64,3.6,13,0.7,6,0.3,35,2,10,0.6,1459,81.4,1357,75.7,45,2.5,0,0,0,0,57,3.2,37,2.1,10,0.6,27,1.5
Birmingham 006D,E01009444,1503,100,95,6.3,3,0.2,3,0.2,57,3.8,25,1.7,7,0.5,21,1.4,11,0.7,7,0.5,3,0.2,30,2,10,0.7,2,0.1,12,0.8,6,0.4,1328,88.4,1279,85.1,31,2.1,0,0,0,0,18,1.2,29,1.9,5,0.3,24,1.6
Birmingham 006E,E01009454,1424,100,77,5.4,0,0,13,0.9,38,2.7,11,0.8,15,1.1,29,2,5,0.4,21,1.5,3,0.2,34,2.4,15,1.1,0,0,15,1.1,4,0.3,1270,89.2,1199,84.2,16,1.1,0,0,1,0.1,54,3.8,14,1,6,0.4,8,0.6
Birmingham 007A,E01009221,1527,100,120,7.9,6,0.4,32,2.1,44,2.9,32,2.1,6,0.4,100,6.5,37,2.4,49,3.2,14,0.9,85,5.6,13,0.9,3,0.2,48,3.1,21,1.4,1194,78.2,1137,74.5,16,1,0,0,0,0,41,2.7,28,1.8,6,0.4,22,1.4
Birmingham 007B,E01009464,1413,100,236,16.7,7,0.5,4,0.3,190,13.4,18,1.3,17,1.2,32,2.3,7,0.5,21,1.5,4,0.3,24,1.7,5,0.4,1,0.1,16,1.1,2,0.1,1094,77.4,1054,74.6,29,2.1,0,0,1,0.1,10,0.7,27,1.9,0,0,27,1.9
Birmingham 007C,E01009465,1436,100,254,17.7,14,1,4,0.3,146,10.2,72,5,18,1.3,67,4.7,13,0.9,43,3,11,0.8,65,4.5,14,1,5,0.3,26,1.8,20,1.4,1024,71.3,981,68.3,17,1.2,0,0,0,0,26,1.8,26,1.8,0,0,26,1.8
Birmingham 007D,E01009467,1563,100,225,14.4,5,0.3,20,1.3,114,7.3,65,4.2,21,1.3,70,4.5,19,1.2,40,2.6,11,0.7,75,4.8,18,1.2,7,0.4,25,1.6,25,1.6,1159,74.2,1099,70.3,18,1.2,0,0,0,0,42,2.7,34,2.2,6,0.4,28,1.8
Birmingham 008A,E01009220,1556,100,117,7.5,10,0.6,8,0.5,73,4.7,16,1,10,0.6,91,5.8,24,1.5,55,3.5,12,0.8,78,5,11,0.7,2,0.1,41,2.6,24,1.5,1234,79.3,1150,73.9,21,1.3,1,0.1,0,0,62,4,36,2.3,1,0.1,35,2.2
Birmingham 008B,E01009222,1524,100,96,6.3,10,0.7,5,0.3,28,1.8,25,1.6,28,1.8,175,11.5,49,3.2,86,5.6,40,2.6,93,6.1,14,0.9,7,0.5,59,3.9,13,0.9,1132,74.3,1066,69.9,17,1.1,0,0,0,0,49,3.2,28,1.8,8,0.5,20,1.3
Birmingham 008C,E01009224,1406,100,130,9.2,29,2.1,7,0.5,58,4.1,23,1.6,13,0.9,78,5.5,33,2.3,36,2.6,9,0.6,46,3.3,19,1.4,0,0,22,1.6,5,0.4,1139,81,1071,76.2,24,1.7,0,0,0,0,44,3.1,13,0.9,0,0,13,0.9
Birmingham 008D,E01009233,1619,100,100,6.2,19,1.2,10,0.6,17,1.1,44,2.7,10,0.6,93,5.7,35,2.2,40,2.5,18,1.1,72,4.4,20,1.2,5,0.3,37,2.3,10,0.6,1346,83.1,1298,80.2,17,1.1,0,0,0,0,31,1.9,8,0.5,4,0.2,4,0.2
Birmingham 009A,E01009449,2155,100,171,7.9,5,0.2,40,1.9,68,3.2,32,1.5,26,1.2,62,2.9,43,2,14,0.6,5,0.2,72,3.3,15,0.7,6,0.3,23,1.1,28,1.3,1802,83.6,1649,76.5,45,2.1,0,0,3,0.1,105,4.9,48,2.2,28,1.3,20,0.9
Birmingham 009B,E01009451,1431,100,104,7.3,9,0.6,10,0.7,28,2,31,2.2,26,1.8,39,2.7,10,0.7,18,1.3,11,0.8,74,5.2,16,1.1,5,0.3,38,2.7,15,1,1191,83.2,1125,78.6,19,1.3,1,0.1,2,0.1,44,3.1,23,1.6,3,0.2,20,1.4
Birmingham 009C,E01009453,1371,100,111,8.1,9,0.7,16,1.2,32,2.3,53,3.9,1,0.1,30,2.2,7,0.5,23,1.7,0,0,50,3.6,21,1.5,1,0.1,20,1.5,8,0.6,1162,84.8,1094,79.8,19,1.4,0,0,1,0.1,48,3.5,18,1.3,5,0.4,13,0.9
Birmingham 009D,E01009466,1693,100,91,5.4,12,0.7,4,0.2,46,2.7,23,1.4,6,0.4,9,0.5,0,0,9,0.5,0,0,45,2.7,16,0.9,1,0.1,12,0.7,16,0.9,1522,89.9,1427,84.3,49,2.9,1,0.1,1,0.1,44,2.6,26,1.5,12,0.7,14,0.8
Birmingham 009E,E01009471,1818,100,204,11.2,6,0.3,21,1.2,112,6.2,45,2.5,20,1.1,41,2.3,11,0.6,29,1.6,1,0.1,76,4.2,37,2,3,0.2,25,1.4,11,0.6,1470,80.9,1371,75.4,57,3.1,0,0,1,0.1,41,2.3,27,1.5,5,0.3,22,1.2
Birmingham 010A,E01009135,1408,100,255,18.1,19,1.3,26,1.8,145,10.3,21,1.5,44,3.1,109,7.7,21,1.5,74,5.3,14,1,54,3.8,8,0.6,1,0.1,24,1.7,21,1.5,952,67.6,863,61.3,45,3.2,0,0,0,0,44,3.1,38,2.7,12,0.9,26,1.8
Birmingham 010B,E01009469,1462,100,336,23,9,0.6,45,3.1,200,13.7,55,3.8,27,1.8,82,5.6,24,1.6,50,3.4,8,0.5,38,2.6,12,0.8,9,0.6,7,0.5,10,0.7,953,65.2,895,61.2,22,1.5,0,0,0,0,36,2.5,53,3.6,13,0.9,40,2.7
Birmingham 010C,E01009470,1443,100,209,14.5,8,0.6,1,0.1,141,9.8,51,3.5,8,0.6,45,3.1,4,0.3,36,2.5,5,0.3,43,3,25,1.7,0,0,15,1,3,0.2,1132,78.4,1075,74.5,43,3,0,0,0,0,14,1,14,1,0,0,14,1
Birmingham 010D,E01009472,1670,100,208,12.5,16,1,6,0.4,81,4.9,72,4.3,33,2,53,3.2,4,0.2,40,2.4,9,0.5,48,2.9,9,0.5,3,0.2,29,1.7,7,0.4,1322,79.2,1258,75.3,35,2.1,0,0,0,0,29,1.7,39,2.3,10,0.6,29,1.7
Birmingham 010E,E01009473,1561,100,206,13.2,13,0.8,27,1.7,104,6.7,48,3.1,14,0.9,77,4.9,13,0.8,55,3.5,9,0.6,67,4.3,4,0.3,4,0.3,40,2.6,19,1.2,1175,75.3,1040,66.6,55,3.5,0,0,5,0.3,75,4.8,36,2.3,14,0.9,22,1.4
Birmingham 010F,E01009474,1565,100,138,8.8,5,0.3,14,0.9,93,5.9,14,0.9,12,0.8,47,3,5,0.3,26,1.7,16,1,86,5.5,24,1.5,4,0.3,39,2.5,19,1.2,1277,81.6,1192,76.2,50,3.2,0,0,0,0,35,2.2,17,1.1,8,0.5,9,0.6
Birmingham 011A,E01009127,1542,100,232,15,44,2.9,24,1.6,37,2.4,102,6.6,25,1.6,205,13.3,60,3.9,114,7.4,31,2,70,4.5,11,0.7,3,0.2,38,2.5,18,1.2,1014,65.8,901,58.4,13,0.8,1,0.1,0,0,99,6.4,21,1.4,5,0.3,16,1
Birmingham 011B,E01009128,1373,100,112,8.2,24,1.7,7,0.5,15,1.1,37,2.7,29,2.1,113,8.2,39,2.8,53,3.9,21,1.5,54,3.9,14,1,2,0.1,35,2.5,3,0.2,1076,78.4,987,71.9,17,1.2,5,0.4,0,0,67,4.9,18,1.3,9,0.7,9,0.7
Birmingham 011C,E01009130,1501,100,79,5.3,14,0.9,9,0.6,6,0.4,39,2.6,11,0.7,144,9.6,61,4.1,52,3.5,31,2.1,84,5.6,21,1.4,3,0.2,42,2.8,18,1.2,1172,78.1,1063,70.8,26,1.7,0,0,0,0,83,5.5,22,1.5,4,0.3,18,1.2
Birmingham 011D,E01009131,1472,100,131,8.9,22,1.5,22,1.5,40,2.7,15,1,32,2.2,155,10.5,86,5.8,55,3.7,14,1,76,5.2,10,0.7,11,0.7,44,3,11,0.7,1075,73,981,66.6,15,1,0,0,0,0,79,5.4,35,2.4,2,0.1,33,2.2
Birmingham 011E,E01009133,1483,100,146,9.8,64,4.3,3,0.2,37,2.5,22,1.5,20,1.3,177,11.9,84,5.7,62,4.2,31,2.1,72,4.9,8,0.5,12,0.8,43,2.9,9,0.6,1055,71.1,967,65.2,34,2.3,2,0.1,1,0.1,51,3.4,33,2.2,6,0.4,27,1.8
Birmingham 011F,E01009134,1684,100,158,9.4,41,2.4,20,1.2,12,0.7,27,1.6,58,3.4,201,11.9,111,6.6,62,3.7,28,1.7,63,3.7,14,0.8,2,0.1,43,2.6,4,0.2,1228,72.9,1102,65.4,36,2.1,0,0,4,0.2,86,5.1,34,2,0,0,34,2
Birmingham 011G,E01009137,1607,100,237,14.7,20,1.2,13,0.8,46,2.9,112,7,46,2.9,201,12.5,106,6.6,72,4.5,23,1.4,85,5.3,15,0.9,4,0.2,53,3.3,13,0.8,1051,65.4,961,59.8,22,1.4,4,0.2,0,0,64,4,33,2.1,7,0.4,26,1.6
Birmingham 012A,E01009434,1649,100,155,9.4,2,0.1,31,1.9,88,5.3,24,1.5,10,0.6,45,2.7,23,1.4,20,1.2,2,0.1,63,3.8,18,1.1,1,0.1,34,2.1,10,0.6,1357,82.3,1283,77.8,27,1.6,0,0,0,0,47,2.9,29,1.8,15,0.9,14,0.8
Birmingham 012B,E01009436,1380,100,159,11.5,3,0.2,16,1.2,108,7.8,10,0.7,22,1.6,11,0.8,0,0,10,0.7,1,0.1,24,1.7,10,0.7,1,0.1,6,0.4,7,0.5,1163,84.3,1116,80.9,35,2.5,0,0,0,0,12,0.9,23,1.7,10,0.7,13,0.9
Birmingham 012C,E01009438,1355,100,97,7.2,7,0.5,11,0.8,58,4.3,13,1,8,0.6,25,1.8,13,1,10,0.7,2,0.1,16,1.2,7,0.5,3,0.2,2,0.1,4,0.3,1194,88.1,1146,84.6,19,1.4,0,0,0,0,29,2.1,23,1.7,14,1,9,0.7
Birmingham 012D,E01009440,1576,100,142,9,0,0,29,1.8,74,4.7,22,1.4,17,1.1,46,2.9,13,0.8,17,1.1,16,1,20,1.3,2,0.1,3,0.2,10,0.6,5,0.3,1337,84.8,1265,80.3,36,2.3,5,0.3,1,0.1,30,1.9,31,2,7,0.4,24,1.5
Birmingham 012E,E01009450,1607,100,103,6.4,5,0.3,12,0.7,60,3.7,21,1.3,5,0.3,34,2.1,14,0.9,12,0.7,8,0.5,31,1.9,10,0.6,0,0,11,0.7,10,0.6,1428,88.9,1369,85.2,33,2.1,0,0,0,0,26,1.6,11,0.7,3,0.2,8,0.5
Birmingham 013A,E01009223,1594,100,209,13.1,9,0.6,13,0.8,122,7.7,36,2.3,29,1.8,88,5.5,18,1.1,62,3.9,8,0.5,70,4.4,13,0.8,1,0.1,46,2.9,10,0.6,1182,74.2,1121,70.3,16,1,0,0,0,0,45,2.8,45,2.8,0,0,45,2.8
Birmingham 013B,E01009225,1633,100,199,12.2,23,1.4,7,0.4,109,6.7,35,2.1,25,1.5,130,8,26,1.6,74,4.5,30,1.8,71,4.3,16,1,2,0.1,36,2.2,17,1,1197,73.3,1136,69.6,30,1.8,0,0,0,0,31,1.9,36,2.2,0,0,36,2.2
Birmingham 013C,E01009227,1658,100,218,13.1,21,1.3,17,1,107,6.5,59,3.6,14,0.8,191,11.5,41,2.5,118,7.1,32,1.9,61,3.7,15,0.9,5,0.3,34,2.1,7,0.4,1175,70.9,1067,64.4,43,2.6,0,0,4,0.2,61,3.7,13,0.8,0,0,13,0.8
Birmingham 013D,E01009228,1555,100,167,10.7,27,1.7,16,1,83,5.3,20,1.3,21,1.4,131,8.4,32,2.1,78,5,21,1.4,47,3,9,0.6,3,0.2,25,1.6,10,0.6,1193,76.7,1105,71.1,21,1.4,0,0,1,0.1,66,4.2,17,1.1,0,0,17,1.1
Birmingham 014B,E01009122,1634,100,123,7.5,35,2.1,4,0.2,13,0.8,28,1.7,43,2.6,187,11.4,84,5.1,85,5.2,18,1.1,86,5.3,10,0.6,5,0.3,51,3.1,20,1.2,1196,73.2,1078,66,16,1,0,0,0,0,102,6.2,42,2.6,7,0.4,35,2.1
Birmingham 014C,E01009129,1598,100,180,11.3,23,1.4,5,0.3,65,4.1,36,2.3,51,3.2,213,13.3,86,5.4,84,5.3,43,2.7,80,5,18,1.1,5,0.3,45,2.8,12,0.8,1106,69.2,972,60.8,24,1.5,0,0,2,0.1,108,6.8,19,1.2,1,0.1,18,1.1
Birmingham 014D,E01009132,1550,100,138,8.9,15,1,8,0.5,50,3.2,43,2.8,22,1.4,168,10.8,61,3.9,76,4.9,31,2,84,5.4,20,1.3,9,0.6,48,3.1,7,0.5,1131,73,1017,65.6,24,1.5,0,0,5,0.3,85,5.5,29,1.9,6,0.4,23,1.5
Birmingham 014E,E01009136,1762,100,155,8.8,25,1.4,13,0.7,48,2.7,52,3,17,1,218,12.4,73,4.1,106,6,39,2.2,147,8.3,23,1.3,7,0.4,83,4.7,34,1.9,1218,69.1,1098,62.3,31,1.8,0,0,0,0,89,5.1,24,1.4,6,0.3,18,1
Birmingham 014F,E01034913,1161,100,229,19.7,65,5.6,18,1.6,58,5,82,7.1,6,0.5,222,19.1,92,7.9,95,8.2,35,3,102,8.8,8,0.7,6,0.5,71,6.1,17,1.5,587,50.6,512,44.1,13,1.1,0,0,3,0.3,59,5.1,21,1.8,14,1.2,7,0.6
Birmingham 014G,E01034914,1904,100,351,18.4,93,4.9,36,1.9,53,2.8,143,7.5,26,1.4,411,21.6,191,10,177,9.3,43,2.3,145,7.6,20,1.1,6,0.3,89,4.7,30,1.6,938,49.3,851,44.7,22,1.2,4,0.2,0,0,61,3.2,59,3.1,17,0.9,42,2.2
Birmingham 015A,E01009457,1504,100,238,15.8,35,2.3,6,0.4,110,7.3,72,4.8,15,1,22,1.5,5,0.3,15,1,2,0.1,20,1.3,9,0.6,0,0,5,0.3,6,0.4,1204,80.1,1141,75.9,45,3,0,0,0,0,18,1.2,20,1.3,0,0,20,1.3
Birmingham 015B,E01009459,1590,100,214,13.5,12,0.8,16,1,85,5.3,70,4.4,31,1.9,30,1.9,7,0.4,23,1.4,0,0,47,3,10,0.6,2,0.1,18,1.1,17,1.1,1252,78.7,1157,72.8,55,3.5,0,0,0,0,40,2.5,47,3,7,0.4,40,2.5
Birmingham 015C,E01009461,1306,100,222,17,12,0.9,9,0.7,127,9.7,55,4.2,19,1.5,44,3.4,9,0.7,26,2,9,0.7,32,2.5,5,0.4,3,0.2,11,0.8,13,1,972,74.4,916,70.1,31,2.4,0,0,1,0.1,24,1.8,36,2.8,10,0.8,26,2
Birmingham 015D,E01009463,1561,100,232,14.9,9,0.6,24,1.5,104,6.7,77,4.9,18,1.2,46,2.9,20,1.3,17,1.1,9,0.6,63,4,29,1.9,5,0.3,13,0.8,16,1,1173,75.1,1112,71.2,28,1.8,0,0,0,0,33,2.1,47,3,10,0.6,37,2.4
Birmingham 016A,E01009235,1660,100,603,36.3,54,3.3,4,0.2,307,18.5,188,11.3,50,3,174,10.5,31,1.9,123,7.4,20,1.2,90,5.4,13,0.8,3,0.2,55,3.3,19,1.1,717,43.2,635,38.3,41,2.5,0,0,0,0,41,2.5,76,4.6,0,0,76,4.6
Birmingham 016B,E01009243,1821,100,456,25,92,5.1,13,0.7,238,13.1,86,4.7,27,1.5,255,14,56,3.1,179,9.8,20,1.1,83,4.6,13,0.7,1,0.1,61,3.3,8,0.4,996,54.7,905,49.7,24,1.3,0,0,2,0.1,65,3.6,31,1.7,4,0.2,27,1.5
Birmingham 016C,E01009245,1472,100,428,29.1,44,3,18,1.2,239,16.2,95,6.5,32,2.2,203,13.8,48,3.3,129,8.8,26,1.8,83,5.6,7,0.5,4,0.3,53,3.6,19,1.3,697,47.4,644,43.8,25,1.7,0,0,1,0.1,27,1.8,61,4.1,20,1.4,41,2.8
Birmingham 016D,E01009246,1557,100,367,23.6,74,4.8,16,1,184,11.8,66,4.2,27,1.7,204,13.1,45,2.9,130,8.3,29,1.9,64,4.1,15,1,9,0.6,25,1.6,15,1,894,57.4,826,53.1,28,1.8,0,0,0,0,40,2.6,28,1.8,4,0.3,24,1.5
Birmingham 016E,E01009247,1559,100,395,25.3,77,4.9,10,0.6,200,12.8,82,5.3,26,1.7,223,14.3,36,2.3,158,10.1,29,1.9,87,5.6,18,1.2,3,0.2,48,3.1,18,1.2,813,52.1,710,45.5,24,1.5,0,0,3,0.2,76,4.9,41,2.6,6,0.4,35,2.2
Birmingham 017A,E01009226,1457,100,120,8.2,2,0.1,13,0.9,54,3.7,33,2.3,18,1.2,124,8.5,28,1.9,78,5.4,18,1.2,66,4.5,13,0.9,4,0.3,35,2.4,14,1,1129,77.5,1042,71.5,27,1.9,2,0.1,0,0,58,4,18,1.2,6,0.4,12,0.8
Birmingham 017B,E01009229,1591,100,176,11.1,25,1.6,7,0.4,42,2.6,62,3.9,40,2.5,139,8.7,22,1.4,90,5.7,27,1.7,90,5.7,24,1.5,3,0.2,46,2.9,17,1.1,1151,72.3,1043,65.6,25,1.6,0,0,0,0,83,5.2,35,2.2,5,0.3,30,1.9
Birmingham 017C,E01009230,1655,100,135,8.2,9,0.5,6,0.4,35,2.1,44,2.7,41,2.5,170,10.3,54,3.3,84,5.1,32,1.9,71,4.3,5,0.3,9,0.5,45,2.7,12,0.7,1254,75.8,1174,70.9,31,1.9,0,0,0,0,49,3,25,1.5,0,0,25,1.5
Birmingham 017D,E01009231,1937,100,393,20.3,25,1.3,7,0.4,114,5.9,208,10.7,39,2,145,7.5,33,1.7,107,5.5,5,0.3,62,3.2,24,1.2,9,0.5,17,0.9,12,0.6,1291,66.6,1197,61.8,36,1.9,0,0,0,0,58,3,46,2.4,11,0.6,35,1.8
Birmingham 018A,E01009001,1678,100,144,8.6,31,1.8,5,0.3,56,3.3,40,2.4,12,0.7,177,10.5,28,1.7,118,7,31,1.8,115,6.9,20,1.2,5,0.3,71,4.2,19,1.1,1211,72.2,1120,66.7,38,2.3,1,0.1,1,0.1,51,3,31,1.8,10,0.6,21,1.3
