2021 super output area - lower layer,Geog_Code,Total: All usual residents aged 16 years and over,%,Economically active (excluding full-time students),%,Economically active (excluding full-time students):In employment,%,Economically active (excluding full-time students):In employment:Employee,%,Economically active (excluding full-time students): In employment: Employee: Part-time,%,Economically active (excluding full-time students): In employment: Employee: Full-time,%,Economically active (excluding full-time students):In employment:Self-employed with employees,%,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,%,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,%,Economically active (excluding full-time students):In employment:Self-employed without employees,%,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,%,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,%,Economically active (excluding full-time students): Unemployed,% Economically active (excluding full-time students): Unemployed  ,Economically active and a full-time student,%,Economically active and a full-time student:In employment,%,Economically active and a full-time student:In employment:Employee,%,Economically active and a full-time student: In employment: Employee: Part-time,%,Economically active and a full-time student: In employment: Employee: Full-time,%,Economically active and a full-time student:In employment:Self-employed with employees,%,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,%,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,%,Economically active and a full-time student:In employment:Self-employed without employees,%,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,%,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,%,Economically active and a full-time student: Unemployed,%,Economically inactive,%,Economically inactive: Retired,%,Economically inactive: Student,%,Economically inactive: Looking after home or family,%,Economically inactive: Long-term sick or disabled,%,Economically inactive: Other,%
Birmingham 056C,E01009508,1271,100,648,51,586,46.1,519,40.8,171,13.5,348,27.4,11,0.9,3,0.2,8,0.6,56,4.4,27,2.1,29,2.3,62,4.9,36,2.8,31,2.4,21,1.7,17,1.3,4,0.3,0,0,0,0,0,0,10,0.8,9,0.7,1,0.1,5,0.4,587,46.2,245,19.3,95,7.5,117,9.2,60,4.7,70,5.5
Birmingham 056D,E01009509,1547,100,791,51.1,718,46.4,570,36.8,181,11.7,389,25.1,23,1.5,8,0.5,15,1,125,8.1,84,5.4,41,2.7,73,4.7,65,4.2,50,3.2,48,3.1,45,2.9,3,0.2,0,0,0,0,0,0,2,0.1,2,0.1,0,0,15,1,691,44.7,151,9.8,146,9.4,200,12.9,97,6.3,97,6.3
Birmingham 056E,E01009510,1293,100,560,43.3,505,39.1,431,33.3,150,11.6,281,21.7,9,0.7,4,0.3,5,0.4,65,5,41,3.2,24,1.9,55,4.3,21,1.6,16,1.2,16,1.2,12,0.9,4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,5,0.4,712,55.1,289,22.4,102,7.9,150,11.6,92,7.1,79,6.1
Birmingham 057A,E01009297,1410,100,751,53.3,684,48.5,622,44.1,154,10.9,468,33.2,7,0.5,2,0.1,5,0.4,55,3.9,21,1.5,34,2.4,67,4.8,21,1.5,15,1.1,15,1.1,10,0.7,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,6,0.4,638,45.2,296,21,54,3.8,91,6.5,142,10.1,55,3.9
Birmingham 057B,E01009299,1188,100,646,54.4,576,48.5,520,43.8,164,13.8,356,30,7,0.6,1,0.1,6,0.5,49,4.1,24,2,25,2.1,70,5.9,20,1.7,7,0.6,6,0.5,3,0.3,3,0.3,0,0,0,0,0,0,1,0.1,1,0.1,0,0,13,1.1,522,43.9,202,17,85,7.2,116,9.8,73,6.1,46,3.9
Birmingham 057C,E01009300,1352,100,734,54.3,655,48.4,562,41.6,178,13.2,384,28.4,9,0.7,3,0.2,6,0.4,84,6.2,31,2.3,53,3.9,79,5.8,26,1.9,16,1.2,15,1.1,12,0.9,3,0.2,0,0,0,0,0,0,1,0.1,0,0,1,0.1,10,0.7,592,43.8,169,12.5,84,6.2,147,10.9,120,8.9,72,5.3
Birmingham 057D,E01009301,1250,100,697,55.8,588,47,515,41.2,145,11.6,370,29.6,6,0.5,3,0.2,3,0.2,67,5.4,19,1.5,48,3.8,109,8.7,22,1.8,15,1.2,14,1.1,14,1.1,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,7,0.6,531,42.5,155,12.4,76,6.1,122,9.8,107,8.6,71,5.7
Birmingham 057E,E01009303,1185,100,653,55.1,578,48.8,504,42.5,125,10.5,379,32,15,1.3,4,0.3,11,0.9,59,5,22,1.9,37,3.1,75,6.3,23,1.9,19,1.6,18,1.5,12,1,6,0.5,0,0,0,0,0,0,1,0.1,1,0.1,0,0,4,0.3,509,43,223,18.8,52,4.4,88,7.4,92,7.8,54,4.6
Birmingham 058A,E01009195,1899,100,829,43.7,706,37.2,549,28.9,207,10.9,342,18,17,0.9,12,0.6,5,0.3,140,7.4,80,4.2,60,3.2,123,6.5,67,3.5,55,2.9,48,2.5,42,2.2,6,0.3,0,0,0,0,0,0,7,0.4,7,0.4,0,0,12,0.6,1003,52.8,151,8,226,11.9,370,19.5,97,5.1,159,8.4
Birmingham 058C,E01009197,1347,100,609,45.2,524,38.9,431,32,197,14.6,234,17.4,15,1.1,8,0.6,7,0.5,78,5.8,43,3.2,35,2.6,85,6.3,54,4,36,2.7,35,2.6,22,1.6,13,1,0,0,0,0,0,0,1,0.1,1,0.1,0,0,18,1.3,684,50.8,89,6.6,170,12.6,214,15.9,87,6.5,124,9.2
Birmingham 058F,E01033649,1367,100,615,45,547,40,433,31.7,203,14.9,230,16.8,25,1.8,16,1.2,9,0.7,89,6.5,62,4.5,27,2,68,5,56,4.1,24,1.8,23,1.7,21,1.5,2,0.1,0,0,0,0,0,0,1,0.1,1,0.1,0,0,32,2.3,696,50.9,80,5.9,188,13.8,251,18.4,69,5,108,7.9
Birmingham 058G,E01034935,2294,100,949,41.4,811,35.4,652,28.4,310,13.5,342,14.9,24,1,14,0.6,10,0.4,135,5.9,90,3.9,45,2,138,6,91,4,56,2.4,49,2.1,43,1.9,6,0.3,5,0.2,4,0.2,1,0,2,0.1,2,0.1,0,0,35,1.5,1254,54.7,141,6.1,344,15,405,17.7,122,5.3,242,10.5
Birmingham 060A,E01009138,1689,100,980,58,895,53,738,43.7,199,11.8,539,31.9,43,2.5,14,0.8,29,1.7,114,6.7,56,3.3,58,3.4,85,5,51,3,33,2,27,1.6,15,0.9,12,0.7,0,0,0,0,0,0,6,0.4,3,0.2,3,0.2,18,1.1,658,39,183,10.8,170,10.1,138,8.2,71,4.2,96,5.7
Birmingham 060B,E01009139,1286,100,717,55.8,655,50.9,550,42.8,145,11.3,405,31.5,14,1.1,4,0.3,10,0.8,91,7.1,49,3.8,42,3.3,62,4.8,64,5,39,3,35,2.7,19,1.5,16,1.2,0,0,0,0,0,0,4,0.3,2,0.2,2,0.2,25,1.9,505,39.3,188,14.6,115,8.9,95,7.4,43,3.3,64,5
Birmingham 060C,E01009140,1824,100,1048,57.5,976,53.5,836,45.8,213,11.7,623,34.2,24,1.3,6,0.3,18,1,116,6.4,43,2.4,73,4,72,3.9,86,4.7,63,3.5,50,2.7,34,1.9,16,0.9,2,0.1,1,0.1,1,0.1,11,0.6,4,0.2,7,0.4,23,1.3,690,37.8,239,13.1,166,9.1,119,6.5,82,4.5,84,4.6
Birmingham 060D,E01009145,1605,100,954,59.4,861,53.6,718,44.7,157,9.8,561,35,28,1.7,9,0.6,19,1.2,115,7.2,64,4,51,3.2,93,5.8,54,3.4,32,2,31,1.9,24,1.5,7,0.4,0,0,0,0,0,0,1,0.1,1,0.1,0,0,22,1.4,597,37.2,196,12.2,136,8.5,108,6.7,62,3.9,95,5.9
Birmingham 060E,E01009147,1673,100,827,49.4,741,44.3,630,37.7,143,8.5,487,29.1,32,1.9,10,0.6,22,1.3,79,4.7,34,2,45,2.7,86,5.1,74,4.4,60,3.6,46,2.7,25,1.5,21,1.3,0,0,0,0,0,0,14,0.8,14,0.8,0,0,14,0.8,772,46.1,185,11.1,131,7.8,93,5.6,189,11.3,174,10.4
Birmingham 062A,E01009512,1449,100,768,53,690,47.6,634,43.8,158,10.9,476,32.9,9,0.6,4,0.3,5,0.3,47,3.2,21,1.4,26,1.8,78,5.4,44,3,26,1.8,25,1.7,15,1,10,0.7,0,0,0,0,0,0,1,0.1,1,0.1,0,0,18,1.2,637,44,203,14,120,8.3,135,9.3,102,7,77,5.3
Birmingham 062B,E01009514,1276,100,602,47.2,517,40.5,451,35.3,137,10.7,314,24.6,10,0.8,4,0.3,6,0.5,56,4.4,23,1.8,33,2.6,85,6.7,31,2.4,12,0.9,12,0.9,11,0.9,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,19,1.5,643,50.4,263,20.6,113,8.9,117,9.2,93,7.3,57,4.5
Birmingham 062C,E01009516,1084,100,581,53.6,537,49.5,460,42.4,119,11,341,31.5,13,1.2,3,0.3,10,0.9,64,5.9,27,2.5,37,3.4,44,4.1,21,1.9,17,1.6,14,1.3,11,1,3,0.3,0,0,0,0,0,0,3,0.3,3,0.3,0,0,4,0.4,482,44.5,224,20.7,74,6.8,91,8.4,62,5.7,31,2.9
Birmingham 062D,E01009517,1501,100,793,52.8,720,48,623,41.5,175,11.7,448,29.8,14,0.9,5,0.3,9,0.6,83,5.5,36,2.4,47,3.1,73,4.9,37,2.5,27,1.8,25,1.7,20,1.3,5,0.3,0,0,0,0,0,0,2,0.1,2,0.1,0,0,10,0.7,671,44.7,214,14.3,121,8.1,143,9.5,113,7.5,80,5.3
Birmingham 063A,E01009325,1413,100,629,44.5,542,38.4,446,31.6,206,14.6,240,17,10,0.7,6,0.4,4,0.3,86,6.1,54,3.8,32,2.3,87,6.2,59,4.2,42,3,37,2.6,31,2.2,6,0.4,4,0.3,4,0.3,0,0,1,0.1,1,0.1,0,0,17,1.2,725,51.3,121,8.6,193,13.7,222,15.7,92,6.5,97,6.9
Birmingham 063D,E01009342,1406,100,575,40.9,513,36.5,389,27.7,147,10.5,242,17.2,27,1.9,15,1.1,12,0.9,97,6.9,58,4.1,39,2.8,62,4.4,48,3.4,37,2.6,37,2.6,29,2.1,8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,11,0.8,783,55.7,174,12.4,159,11.3,189,13.4,188,13.4,73,5.2
Birmingham 063E,E01009343,1279,100,557,43.5,468,36.6,371,29,156,12.2,215,16.8,20,1.6,9,0.7,11,0.9,77,6,49,3.8,28,2.2,89,7,43,3.4,34,2.7,31,2.4,25,2,6,0.5,0,0,0,0,0,0,3,0.2,3,0.2,0,0,9,0.7,679,53.1,113,8.8,152,11.9,218,17,101,7.9,95,7.4
Birmingham 063F,E01033642,2384,100,1052,44.1,903,37.9,725,30.4,322,13.5,403,16.9,33,1.4,13,0.5,20,0.8,145,6.1,89,3.7,56,2.3,149,6.2,102,4.3,75,3.1,67,2.8,54,2.3,13,0.5,6,0.3,6,0.3,0,0,2,0.1,2,0.1,0,0,27,1.1,1230,51.6,194,8.1,304,12.8,429,18,115,4.8,188,7.9
Birmingham 064A,E01008986,1314,100,825,62.8,740,56.3,593,45.1,104,7.9,489,37.2,25,1.9,7,0.5,18,1.4,122,9.3,70,5.3,52,4,85,6.5,53,4,45,3.4,35,2.7,20,1.5,15,1.1,1,0.1,1,0.1,0,0,9,0.7,6,0.5,3,0.2,8,0.6,436,33.2,144,11,106,8.1,65,4.9,72,5.5,49,3.7
Birmingham 064B,E01008987,1406,100,506,36,409,29.1,346,24.6,112,8,234,16.6,8,0.6,3,0.2,5,0.4,55,3.9,30,2.1,25,1.8,97,6.9,183,13,118,8.4,109,7.8,91,6.5,18,1.3,2,0.1,1,0.1,1,0.1,7,0.5,7,0.5,0,0,65,4.6,717,51,152,10.8,354,25.2,56,4,73,5.2,82,5.8
Birmingham 064C,E01008988,1869,100,1118,59.8,1025,54.8,876,46.9,149,8,727,38.9,31,1.7,3,0.2,28,1.5,118,6.3,46,2.5,72,3.9,93,5,135,7.2,94,5,85,4.5,51,2.7,34,1.8,0,0,0,0,0,0,9,0.5,5,0.3,4,0.2,41,2.2,616,33,145,7.8,163,8.7,71,3.8,74,4,163,8.7
Birmingham 064D,E01008989,1519,100,826,54.4,738,48.6,610,40.2,113,7.4,497,32.7,30,2,9,0.6,21,1.4,98,6.5,50,3.3,48,3.2,88,5.8,72,4.7,54,3.6,46,3,22,1.4,24,1.6,2,0.1,1,0.1,1,0.1,6,0.4,5,0.3,1,0.1,18,1.2,621,40.9,262,17.2,143,9.4,79,5.2,64,4.2,73,4.8
Birmingham 064E,E01008990,990,100,641,64.7,609,61.5,466,47.1,80,8.1,386,39,44,4.4,11,1.1,33,3.3,99,10,45,4.5,54,5.5,32,3.2,21,2.1,18,1.8,14,1.4,7,0.7,7,0.7,2,0.2,1,0.1,1,0.1,2,0.2,1,0.1,1,0.1,3,0.3,328,33.1,176,17.8,89,9,41,4.1,7,0.7,15,1.5
Birmingham 064F,E01008991,1402,100,786,56.1,755,53.9,552,39.4,146,10.4,406,29,68,4.9,14,1,54,3.9,135,9.6,72,5.1,63,4.5,31,2.2,22,1.6,17,1.2,13,0.9,9,0.6,4,0.3,1,0.1,1,0.1,0,0,3,0.2,3,0.2,0,0,5,0.4,594,42.4,313,22.3,102,7.3,119,8.5,18,1.3,42,3
Birmingham 066A,E01008882,1443,100,695,48.2,627,43.5,506,35.1,202,14,304,21.1,15,1,7,0.5,8,0.6,106,7.3,58,4,48,3.3,68,4.7,40,2.8,24,1.7,22,1.5,15,1,7,0.5,0,0,0,0,0,0,2,0.1,2,0.1,0,0,16,1.1,708,49.1,142,9.8,152,10.5,207,14.3,94,6.5,113,7.8
Birmingham 066B,E01008896,1282,100,624,48.7,573,44.7,491,38.3,181,14.1,310,24.2,11,0.9,7,0.5,4,0.3,71,5.5,39,3,32,2.5,51,4,26,2,18,1.4,17,1.3,15,1.2,2,0.2,0,0,0,0,0,0,1,0.1,0,0,1,0.1,8,0.6,632,49.3,123,9.6,162,12.6,174,13.6,77,6,96,7.5
Birmingham 066C,E01008898,1248,100,610,48.9,519,41.6,442,35.4,163,13.1,279,22.4,14,1.1,9,0.7,5,0.4,63,5,37,3,26,2.1,91,7.3,32,2.6,25,2,23,1.8,18,1.4,5,0.4,0,0,0,0,0,0,2,0.2,2,0.2,0,0,7,0.6,606,48.6,131,10.5,112,9,185,14.8,83,6.7,95,7.6
Birmingham 066D,E01009326,1476,100,684,46.3,586,39.7,474,32.1,193,13.1,281,19,26,1.8,10,0.7,16,1.1,86,5.8,43,2.9,43,2.9,98,6.6,70,4.7,50,3.4,45,3,35,2.4,10,0.7,2,0.1,1,0.1,1,0.1,3,0.2,3,0.2,0,0,20,1.4,722,48.9,151,10.2,223,15.1,181,12.3,69,4.7,98,6.6
Birmingham 066E,E01009341,1162,100,525,45.2,462,39.8,370,31.8,147,12.7,223,19.2,19,1.6,10,0.9,9,0.8,73,6.3,50,4.3,23,2,63,5.4,38,3.3,20,1.7,18,1.5,14,1.2,4,0.3,1,0.1,0,0,1,0.1,1,0.1,1,0.1,0,0,18,1.5,599,51.5,103,8.9,148,12.7,192,16.5,66,5.7,90,7.7
Birmingham 066F,E01009513,1366,100,703,51.5,633,46.3,508,37.2,168,12.3,340,24.9,23,1.7,11,0.8,12,0.9,102,7.5,67,4.9,35,2.6,70,5.1,49,3.6,36,2.6,33,2.4,25,1.8,8,0.6,0,0,0,0,0,0,3,0.2,2,0.1,1,0.1,13,1,614,44.9,118,8.6,125,9.2,196,14.3,85,6.2,90,6.6
Birmingham 067A,E01008881,1318,100,693,52.6,625,47.4,534,40.5,185,14,349,26.5,14,1.1,4,0.3,10,0.8,77,5.8,27,2,50,3.8,68,5.2,60,4.6,49,3.7,44,3.3,35,2.7,9,0.7,0,0,0,0,0,0,5,0.4,4,0.3,1,0.1,11,0.8,565,42.9,215,16.3,106,8,115,8.7,62,4.7,67,5.1
Birmingham 067B,E01008897,1422,100,724,50.9,640,45,524,36.8,176,12.4,348,24.5,21,1.5,3,0.2,18,1.3,95,6.7,55,3.9,40,2.8,84,5.9,51,3.6,29,2,29,2,24,1.7,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,22,1.5,647,45.5,212,14.9,128,9,163,11.5,87,6.1,57,4
Birmingham 067C,E01009515,1363,100,666,48.9,620,45.5,517,37.9,120,8.8,397,29.1,14,1,5,0.4,9,0.7,89,6.5,39,2.9,50,3.7,46,3.4,18,1.3,13,1,11,0.8,10,0.7,1,0.1,0,0,0,0,0,0,2,0.1,2,0.1,0,0,5,0.4,679,49.8,331,24.3,77,5.6,113,8.3,110,8.1,48,3.5
Birmingham 067D,E01009518,1417,100,769,54.3,722,51,613,43.3,163,11.5,450,31.8,25,1.8,8,0.6,17,1.2,84,5.9,43,3,41,2.9,47,3.3,12,0.8,8,0.6,7,0.5,7,0.5,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,4,0.3,636,44.9,328,23.1,86,6.1,92,6.5,65,4.6,65,4.6
Birmingham 067E,E01009521,1356,100,767,56.6,721,53.2,605,44.6,167,12.3,438,32.3,23,1.7,9,0.7,14,1,93,6.9,38,2.8,55,4.1,46,3.4,38,2.8,28,2.1,22,1.6,17,1.3,5,0.4,2,0.1,2,0.1,0,0,4,0.3,4,0.3,0,0,10,0.7,551,40.6,263,19.4,90,6.6,98,7.2,48,3.5,52,3.8
Birmingham 069A,E01009302,1247,100,619,49.6,578,46.4,508,40.7,126,10.1,382,30.6,11,0.9,4,0.3,7,0.6,59,4.7,24,1.9,35,2.8,41,3.3,19,1.5,11,0.9,10,0.8,8,0.6,2,0.2,1,0.1,0,0,1,0.1,0,0,0,0,0,0,8,0.6,609,48.8,419,33.6,49,3.9,48,3.8,63,5.1,30,2.4
Birmingham 069B,E01009314,1512,100,839,55.5,766,50.7,680,45,190,12.6,490,32.4,16,1.1,4,0.3,12,0.8,70,4.6,27,1.8,43,2.8,73,4.8,50,3.3,44,2.9,41,2.7,24,1.6,17,1.1,0,0,0,0,0,0,3,0.2,1,0.1,2,0.1,6,0.4,623,41.2,310,20.5,112,7.4,70,4.6,78,5.2,53,3.5
Birmingham 069C,E01009321,1469,100,717,48.8,631,43,560,38.1,162,11,398,27.1,8,0.5,3,0.2,5,0.3,63,4.3,30,2,33,2.2,86,5.9,32,2.2,19,1.3,17,1.2,12,0.8,5,0.3,0,0,0,0,0,0,2,0.1,2,0.1,0,0,13,0.9,720,49,219,14.9,103,7,151,10.3,163,11.1,84,5.7
Birmingham 069D,E01009322,1341,100,739,55.1,659,49.1,584,43.5,172,12.8,412,30.7,10,0.7,1,0.1,9,0.7,65,4.8,21,1.6,44,3.3,80,6,24,1.8,13,1,12,0.9,7,0.5,5,0.4,0,0,0,0,0,0,1,0.1,0,0,1,0.1,11,0.8,578,43.1,151,11.3,84,6.3,125,9.3,142,10.6,76,5.7
Birmingham 069E,E01009323,1342,100,745,55.5,681,50.7,596,44.4,180,13.4,416,31,7,0.5,1,0.1,6,0.4,78,5.8,28,2.1,50,3.7,64,4.8,40,3,27,2,25,1.9,22,1.6,3,0.2,0,0,0,0,0,0,2,0.1,2,0.1,0,0,13,1,557,41.5,188,14,99,7.4,105,7.8,109,8.1,56,4.2
Birmingham 070A,E01009329,1907,100,788,41.3,670,35.1,522,27.4,234,12.3,288,15.1,26,1.4,13,0.7,13,0.7,122,6.4,73,3.8,49,2.6,118,6.2,68,3.6,48,2.5,48,2.5,39,2,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1051,55.1,164,8.6,220,11.5,345,18.1,125,6.6,197,10.3
Birmingham 070B,E01009334,1399,100,601,43,540,38.6,428,30.6,149,10.7,279,19.9,33,2.4,9,0.6,24,1.7,79,5.6,51,3.6,28,2,61,4.4,31,2.2,19,1.4,17,1.2,13,0.9,4,0.3,1,0.1,1,0.1,0,0,1,0.1,0,0,1,0.1,12,0.9,767,54.8,186,13.3,162,11.6,232,16.6,86,6.1,101,7.2
Birmingham 070C,E01009337,1365,100,569,41.7,493,36.1,407,29.8,212,15.5,195,14.3,15,1.1,5,0.4,10,0.7,71,5.2,40,2.9,31,2.3,76,5.6,82,6,64,4.7,56,4.1,43,3.2,13,1,1,0.1,1,0.1,0,0,7,0.5,6,0.4,1,0.1,18,1.3,714,52.3,110,8.1,180,13.2,217,15.9,73,5.3,134,9.8
Birmingham 070D,E01009338,1283,100,531,41.4,450,35.1,348,27.1,161,12.5,187,14.6,30,2.3,14,1.1,16,1.2,72,5.6,54,4.2,18,1.4,81,6.3,36,2.8,26,2,21,1.6,17,1.3,4,0.3,1,0.1,1,0.1,0,0,4,0.3,3,0.2,1,0.1,10,0.8,716,55.8,100,7.8,179,14,240,18.7,62,4.8,135,10.5
Birmingham 070E,E01009380,1255,100,495,39.4,432,34.4,350,27.9,186,14.8,164,13.1,17,1.4,13,1,4,0.3,65,5.2,44,3.5,21,1.7,63,5,40,3.2,24,1.9,22,1.8,21,1.7,1,0.1,0,0,0,0,0,0,2,0.2,2,0.2,0,0,16,1.3,720,57.4,99,7.9,158,12.6,262,20.9,76,6.1,125,10
Birmingham 071A,E01009362,997,100,426,42.7,359,36,317,31.8,129,12.9,188,18.9,8,0.8,6,0.6,2,0.2,34,3.4,23,2.3,11,1.1,67,6.7,26,2.6,5,0.5,5,0.5,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.1,545,54.7,62,6.2,156,15.6,178,17.9,68,6.8,81,8.1
Birmingham 071B,E01009363,1323,100,555,42,473,35.8,405,30.6,163,12.3,242,18.3,20,1.5,6,0.5,14,1.1,48,3.6,21,1.6,27,2,82,6.2,31,2.3,18,1.4,17,1.3,11,0.8,6,0.5,1,0.1,1,0.1,0,0,0,0,0,0,0,0,13,1,737,55.7,152,11.5,172,13,203,15.3,89,6.7,121,9.1
Birmingham 071C,E01009364,1126,100,491,43.6,399,35.4,343,30.5,166,14.7,177,15.7,12,1.1,7,0.6,5,0.4,44,3.9,28,2.5,16,1.4,92,8.2,47,4.2,25,2.2,20,1.8,16,1.4,4,0.4,3,0.3,3,0.3,0,0,2,0.2,2,0.2,0,0,22,2,588,52.2,67,6,173,15.4,165,14.7,86,7.6,97,8.6
Birmingham 071D,E01009365,1386,100,548,39.5,445,32.1,349,25.2,143,10.3,206,14.9,14,1,10,0.7,4,0.3,82,5.9,38,2.7,44,3.2,103,7.4,47,3.4,34,2.5,30,2.2,27,1.9,3,0.2,0,0,0,0,0,0,4,0.3,4,0.3,0,0,13,0.9,791,57.1,122,8.8,207,14.9,195,14.1,128,9.2,139,10
Birmingham 071E,E01009379,1430,100,536,37.5,451,31.5,369,25.8,165,11.5,204,14.3,11,0.8,5,0.3,6,0.4,71,5,43,3,28,2,85,5.9,41,2.9,30,2.1,24,1.7,21,1.5,3,0.2,0,0,0,0,0,0,6,0.4,3,0.2,3,0.2,11,0.8,853,59.7,193,13.5,203,14.2,182,12.7,139,9.7,136,9.5
Birmingham 072A,E01009312,1286,100,773,60.1,736,57.2,623,48.4,167,13,456,35.5,23,1.8,13,1,10,0.8,90,7,40,3.1,50,3.9,37,2.9,26,2,24,1.9,23,1.8,20,1.6,3,0.2,0,0,0,0,0,0,1,0.1,1,0.1,0,0,2,0.2,487,37.9,281,21.9,71,5.5,60,4.7,31,2.4,44,3.4
Birmingham 072B,E01009324,1410,100,772,54.8,737,52.3,659,46.7,169,12,490,34.8,9,0.6,2,0.1,7,0.5,69,4.9,24,1.7,45,3.2,35,2.5,28,2,19,1.3,19,1.3,16,1.1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,9,0.6,610,43.3,376,26.7,56,4,78,5.5,48,3.4,52,3.7
Birmingham 072C,E01009519,1188,100,724,60.9,689,58,614,51.7,166,14,448,37.7,8,0.7,1,0.1,7,0.6,67,5.6,29,2.4,38,3.2,35,2.9,14,1.2,11,0.9,10,0.8,10,0.8,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,3,0.3,450,37.9,274,23.1,55,4.6,58,4.9,29,2.4,34,2.9
Birmingham 072D,E01009520,1442,100,843,58.5,787,54.6,683,47.4,192,13.3,491,34,16,1.1,2,0.1,14,1,88,6.1,37,2.6,51,3.5,56,3.9,49,3.4,25,1.7,24,1.7,21,1.5,3,0.2,0,0,0,0,0,0,1,0.1,0,0,1,0.1,24,1.7,550,38.1,338,23.4,55,3.8,80,5.5,40,2.8,37,2.6
Birmingham 073A,E01009066,1608,100,805,50.1,775,48.2,587,36.5,137,8.5,450,28,65,4,12,0.7,53,3.3,123,7.6,58,3.6,65,4,30,1.9,19,1.2,18,1.1,16,1,10,0.6,6,0.4,1,0.1,1,0.1,0,0,1,0.1,0,0,1,0.1,1,0.1,784,48.8,563,35,83,5.2,54,3.4,44,2.7,40,2.5
Birmingham 073B,E01009070,1292,100,786,60.8,752,58.2,639,49.5,134,10.4,505,39.1,23,1.8,4,0.3,19,1.5,90,7,40,3.1,50,3.9,34,2.6,19,1.5,15,1.2,14,1.1,10,0.8,4,0.3,0,0,0,0,0,0,1,0.1,0,0,1,0.1,4,0.3,487,37.7,330,25.5,52,4,38,2.9,36,2.8,31,2.4
Birmingham 073C,E01009252,1299,100,848,65.3,819,63,667,51.3,137,10.5,530,40.8,37,2.8,8,0.6,29,2.2,115,8.9,55,4.2,60,4.6,29,2.2,20,1.5,18,1.4,15,1.2,10,0.8,5,0.4,0,0,0,0,0,0,3,0.2,3,0.2,0,0,2,0.2,431,33.2,257,19.8,64,4.9,46,3.5,28,2.2,36,2.8
Birmingham 073D,E01009260,1323,100,727,55,696,52.6,521,39.4,120,9.1,401,30.3,72,5.4,13,1,59,4.5,103,7.8,43,3.3,60,4.5,31,2.3,26,2,20,1.5,18,1.4,11,0.8,7,0.5,0,0,0,0,0,0,2,0.2,1,0.1,1,0.1,6,0.5,570,43.1,359,27.1,66,5,47,3.6,36,2.7,62,4.7
Birmingham 073E,E01009261,1418,100,817,57.6,770,54.3,625,44.1,148,10.4,477,33.6,45,3.2,19,1.3,26,1.8,100,7.1,51,3.6,49,3.5,47,3.3,28,2,19,1.3,17,1.2,10,0.7,7,0.5,1,0.1,0,0,1,0.1,1,0.1,1,0.1,0,0,9,0.6,573,40.4,360,25.4,85,6,58,4.1,33,2.3,37,2.6
Birmingham 074A,E01008984,1425,100,605,42.5,489,34.3,406,28.5,115,8.1,291,20.4,17,1.2,7,0.5,10,0.7,66,4.6,37,2.6,29,2,116,8.1,104,7.3,73,5.1,54,3.8,35,2.5,19,1.3,1,0.1,0,0,1,0.1,18,1.3,18,1.3,0,0,31,2.2,716,50.2,227,15.9,154,10.8,111,7.8,133,9.3,91,6.4
Birmingham 074B,E01008994,1349,100,683,50.6,609,45.1,494,36.6,104,7.7,390,28.9,27,2,3,0.2,24,1.8,88,6.5,45,3.3,43,3.2,74,5.5,121,9,66,4.9,62,4.6,47,3.5,15,1.1,0,0,0,0,0,0,4,0.3,4,0.3,0,0,55,4.1,545,40.4,211,15.6,195,14.5,58,4.3,53,3.9,28,2.1
Birmingham 074C,E01008996,1377,100,607,44.1,531,38.6,429,31.2,156,11.3,273,19.8,36,2.6,16,1.2,20,1.5,66,4.8,42,3.1,24,1.7,76,5.5,51,3.7,29,2.1,29,2.1,24,1.7,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,22,1.6,719,52.2,185,13.4,140,10.2,168,12.2,114,8.3,112,8.1
Birmingham 074D,E01008997,1243,100,710,57.1,644,51.8,489,39.3,133,10.7,356,28.6,56,4.5,20,1.6,36,2.9,99,8,46,3.7,53,4.3,66,5.3,25,2,19,1.5,19,1.5,16,1.3,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,508,40.9,220,17.7,114,9.2,77,6.2,43,3.5,54,4.3
