﻿Geography Name,Geography Code,Attribute Tier 1,Attribute Tier 2,Attribute Tier 3,Value,Value as a Percentage of Geography Total,geom,centroid
Northfield,E05011158,Economically inactive,Other,,245,2.88,"{""coordinates"": [[[[-1.959576807, 52.410455455], [-1.963620783, 52.408916753], [-1.967598614, 52.40711447], [-1.969408835, 52.406106282], [-1.972011647, 52.404428505], [-1.977351027, 52.400208745], [-1.979865201, 52.401260193], [-1.981025398, 52.400180623], [-1.981916062, 52.400236484], [-1.982624065, 52.401339714], [-1.98637752, 52.397764878], [-1.988989631, 52.395534623], [-1.990695659, 52.396297176], [-1.992047629, 52.396634394], [-1.994080158, 52.396744156], [-1.99717959, 52.397427494], [-1.9983523, 52.397905829], [-2.00133438, 52.399763186], [-2.000223285, 52.400900475], [-1.998381653, 52.400958886], [-1.996188655, 52.401586348], [-1.994505727, 52.401779518], [-1.993566456, 52.402321598], [-1.992612713, 52.401546642], [-1.991679386, 52.401295741], [-1.990665055, 52.401954631], [-1.989849113, 52.402997386], [-1.992053743, 52.403995432], [-1.990923247, 52.404672382], [-1.988104088, 52.404441968], [-1.987677276, 52.406103265], [-1.985736399, 52.408047586], [-1.98491905, 52.407906383], [-1.984067737, 52.408541868], [-1.983523409, 52.409524397], [-1.981162444, 52.409727258], [-1.98128786, 52.40864752], [-1.975854998, 52.407906696], [-1.973548634, 52.410347032], [-1.972963929, 52.412131367], [-1.973427844, 52.413105086], [-1.973471369, 52.414112953], [-1.972301548, 52.415750656], [-1.97117761, 52.416789612], [-1.969589149, 52.417526462], [-1.96672591, 52.418233191], [-1.961818255, 52.421161548], [-1.960523568, 52.4219469], [-1.959049984, 52.420645465], [-1.960141064, 52.41895574], [-1.959541823, 52.418137408], [-1.957201896, 52.418815413], [-1.95552484, 52.419582509], [-1.954743085, 52.417706887], [-1.95472849, 52.416205522], [-1.956468537, 52.415492385], [-1.957158841, 52.414678999], [-1.959045709, 52.414095387], [-1.959069922, 52.411757031], [-1.959762983, 52.410994948], [-1.959576807, 52.410455455]]]], ""type"": ""MultiPolygon""}","52.407918425, -1.975665536"
Northfield,E05011158,Economically inactive,Retired,,1976,23.22,"{""coordinates"": [[[[-1.959576807, 52.410455455], [-1.963620783, 52.408916753], [-1.967598614, 52.40711447], [-1.969408835, 52.406106282], [-1.972011647, 52.404428505], [-1.977351027, 52.400208745], [-1.979865201, 52.401260193], [-1.981025398, 52.400180623], [-1.981916062, 52.400236484], [-1.982624065, 52.401339714], [-1.98637752, 52.397764878], [-1.988989631, 52.395534623], [-1.990695659, 52.396297176], [-1.992047629, 52.396634394], [-1.994080158, 52.396744156], [-1.99717959, 52.397427494], [-1.9983523, 52.397905829], [-2.00133438, 52.399763186], [-2.000223285, 52.400900475], [-1.998381653, 52.400958886], [-1.996188655, 52.401586348], [-1.994505727, 52.401779518], [-1.993566456, 52.402321598], [-1.992612713, 52.401546642], [-1.991679386, 52.401295741], [-1.990665055, 52.401954631], [-1.989849113, 52.402997386], [-1.992053743, 52.403995432], [-1.990923247, 52.404672382], [-1.988104088, 52.404441968], [-1.987677276, 52.406103265], [-1.985736399, 52.408047586], [-1.98491905, 52.407906383], [-1.984067737, 52.408541868], [-1.983523409, 52.409524397], [-1.981162444, 52.409727258], [-1.98128786, 52.40864752], [-1.975854998, 52.407906696], [-1.973548634, 52.410347032], [-1.972963929, 52.412131367], [-1.973427844, 52.413105086], [-1.973471369, 52.414112953], [-1.972301548, 52.415750656], [-1.97117761, 52.416789612], [-1.969589149, 52.417526462], [-1.96672591, 52.418233191], [-1.961818255, 52.421161548], [-1.960523568, 52.4219469], [-1.959049984, 52.420645465], [-1.960141064, 52.41895574], [-1.959541823, 52.418137408], [-1.957201896, 52.418815413], [-1.95552484, 52.419582509], [-1.954743085, 52.417706887], [-1.95472849, 52.416205522], [-1.956468537, 52.415492385], [-1.957158841, 52.414678999], [-1.959045709, 52.414095387], [-1.959069922, 52.411757031], [-1.959762983, 52.410994948], [-1.959576807, 52.410455455]]]], ""type"": ""MultiPolygon""}","52.407918425, -1.975665536"
Oscott,E05011159,Economically active (excluding full-time students),In employment,Employee,8000,49.7,"{""coordinates"": [[[[-1.88201553, 52.559057053], [-1.883316063, 52.555910997], [-1.884856777, 52.551615414], [-1.884048626, 52.548797204], [-1.884839357, 52.546971219], [-1.885397531, 52.545016485], [-1.88531288, 52.542410178], [-1.885514695, 52.541331628], [-1.888251387, 52.541274022], [-1.888627098, 52.540239578], [-1.88727283, 52.539957805], [-1.888779726, 52.538190077], [-1.890468492, 52.538519775], [-1.89094172, 52.537935856], [-1.893012823, 52.538106792], [-1.893796168, 52.536035294], [-1.894556442, 52.535652124], [-1.896548197, 52.53561613], [-1.897806534, 52.53529898], [-1.897456343, 52.53435564], [-1.901390338, 52.534682607], [-1.903363862, 52.53623409], [-1.905533195, 52.537293911], [-1.908380934, 52.538360509], [-1.910263266, 52.539285212], [-1.912284484, 52.540832987], [-1.915752959, 52.544404532], [-1.918511498, 52.547017083], [-1.918163012, 52.547291046], [-1.916331239, 52.548931296], [-1.914310158, 52.550053625], [-1.91235589, 52.551646992], [-1.911479027, 52.552078719], [-1.908162827, 52.553211653], [-1.905552488, 52.553783084], [-1.901285825, 52.554399016], [-1.899366402, 52.555299996], [-1.898102296, 52.556607824], [-1.897152861, 52.558279177], [-1.896409098, 52.559087564], [-1.893281027, 52.561307075], [-1.891639341, 52.562439241], [-1.882722117, 52.559064944], [-1.88201553, 52.559057053]]]], ""type"": ""MultiPolygon""}","52.547678384, -1.898128228"
Oscott,E05011159,Economically active and a full-time student,In employment,Employee,186,1.16,"{""coordinates"": [[[[-1.88201553, 52.559057053], [-1.883316063, 52.555910997], [-1.884856777, 52.551615414], [-1.884048626, 52.548797204], [-1.884839357, 52.546971219], [-1.885397531, 52.545016485], [-1.88531288, 52.542410178], [-1.885514695, 52.541331628], [-1.888251387, 52.541274022], [-1.888627098, 52.540239578], [-1.88727283, 52.539957805], [-1.888779726, 52.538190077], [-1.890468492, 52.538519775], [-1.89094172, 52.537935856], [-1.893012823, 52.538106792], [-1.893796168, 52.536035294], [-1.894556442, 52.535652124], [-1.896548197, 52.53561613], [-1.897806534, 52.53529898], [-1.897456343, 52.53435564], [-1.901390338, 52.534682607], [-1.903363862, 52.53623409], [-1.905533195, 52.537293911], [-1.908380934, 52.538360509], [-1.910263266, 52.539285212], [-1.912284484, 52.540832987], [-1.915752959, 52.544404532], [-1.918511498, 52.547017083], [-1.918163012, 52.547291046], [-1.916331239, 52.548931296], [-1.914310158, 52.550053625], [-1.91235589, 52.551646992], [-1.911479027, 52.552078719], [-1.908162827, 52.553211653], [-1.905552488, 52.553783084], [-1.901285825, 52.554399016], [-1.899366402, 52.555299996], [-1.898102296, 52.556607824], [-1.897152861, 52.558279177], [-1.896409098, 52.559087564], [-1.893281027, 52.561307075], [-1.891639341, 52.562439241], [-1.882722117, 52.559064944], [-1.88201553, 52.559057053]]]], ""type"": ""MultiPolygon""}","52.547678384, -1.898128228"
Oscott,E05011159,Economically active and a full-time student,In employment,Self-employed with employees,0,0,"{""coordinates"": [[[[-1.88201553, 52.559057053], [-1.883316063, 52.555910997], [-1.884856777, 52.551615414], [-1.884048626, 52.548797204], [-1.884839357, 52.546971219], [-1.885397531, 52.545016485], [-1.88531288, 52.542410178], [-1.885514695, 52.541331628], [-1.888251387, 52.541274022], [-1.888627098, 52.540239578], [-1.88727283, 52.539957805], [-1.888779726, 52.538190077], [-1.890468492, 52.538519775], [-1.89094172, 52.537935856], [-1.893012823, 52.538106792], [-1.893796168, 52.536035294], [-1.894556442, 52.535652124], [-1.896548197, 52.53561613], [-1.897806534, 52.53529898], [-1.897456343, 52.53435564], [-1.901390338, 52.534682607], [-1.903363862, 52.53623409], [-1.905533195, 52.537293911], [-1.908380934, 52.538360509], [-1.910263266, 52.539285212], [-1.912284484, 52.540832987], [-1.915752959, 52.544404532], [-1.918511498, 52.547017083], [-1.918163012, 52.547291046], [-1.916331239, 52.548931296], [-1.914310158, 52.550053625], [-1.91235589, 52.551646992], [-1.911479027, 52.552078719], [-1.908162827, 52.553211653], [-1.905552488, 52.553783084], [-1.901285825, 52.554399016], [-1.899366402, 52.555299996], [-1.898102296, 52.556607824], [-1.897152861, 52.558279177], [-1.896409098, 52.559087564], [-1.893281027, 52.561307075], [-1.891639341, 52.562439241], [-1.882722117, 52.559064944], [-1.88201553, 52.559057053]]]], ""type"": ""MultiPolygon""}","52.547678384, -1.898128228"
Oscott,E05011159,Economically inactive,Looking after home or family,,879,5.46,"{""coordinates"": [[[[-1.88201553, 52.559057053], [-1.883316063, 52.555910997], [-1.884856777, 52.551615414], [-1.884048626, 52.548797204], [-1.884839357, 52.546971219], [-1.885397531, 52.545016485], [-1.88531288, 52.542410178], [-1.885514695, 52.541331628], [-1.888251387, 52.541274022], [-1.888627098, 52.540239578], [-1.88727283, 52.539957805], [-1.888779726, 52.538190077], [-1.890468492, 52.538519775], [-1.89094172, 52.537935856], [-1.893012823, 52.538106792], [-1.893796168, 52.536035294], [-1.894556442, 52.535652124], [-1.896548197, 52.53561613], [-1.897806534, 52.53529898], [-1.897456343, 52.53435564], [-1.901390338, 52.534682607], [-1.903363862, 52.53623409], [-1.905533195, 52.537293911], [-1.908380934, 52.538360509], [-1.910263266, 52.539285212], [-1.912284484, 52.540832987], [-1.915752959, 52.544404532], [-1.918511498, 52.547017083], [-1.918163012, 52.547291046], [-1.916331239, 52.548931296], [-1.914310158, 52.550053625], [-1.91235589, 52.551646992], [-1.911479027, 52.552078719], [-1.908162827, 52.553211653], [-1.905552488, 52.553783084], [-1.901285825, 52.554399016], [-1.899366402, 52.555299996], [-1.898102296, 52.556607824], [-1.897152861, 52.558279177], [-1.896409098, 52.559087564], [-1.893281027, 52.561307075], [-1.891639341, 52.562439241], [-1.882722117, 52.559064944], [-1.88201553, 52.559057053]]]], ""type"": ""MultiPolygon""}","52.547678384, -1.898128228"
Perry Barr,E05011160,Economically active and a full-time student,In employment,Employee,295,1.82,"{""coordinates"": [[[[-1.901390338, 52.534682607], [-1.900616913, 52.533761392], [-1.898439612, 52.530533015], [-1.895947066, 52.528571981], [-1.895405396, 52.528874467], [-1.892266362, 52.529822786], [-1.887749278, 52.531776575], [-1.884772579, 52.53246152], [-1.880895511, 52.533587665], [-1.878771717, 52.528534106], [-1.877831681, 52.526808925], [-1.875011209, 52.523419473], [-1.874254289, 52.522170873], [-1.876542041, 52.521495452], [-1.877522623, 52.520812353], [-1.879415125, 52.519104363], [-1.879865542, 52.516610116], [-1.880558304, 52.514919849], [-1.881119948, 52.514301904], [-1.885036577, 52.512632682], [-1.888834725, 52.513994738], [-1.891825477, 52.514823618], [-1.896420885, 52.515745596], [-1.901363581, 52.516303607], [-1.904545747, 52.516729602], [-1.906731635, 52.517161114], [-1.909473929, 52.517951606], [-1.913062651, 52.519345976], [-1.91702444, 52.521432612], [-1.919935726, 52.523566134], [-1.921554396, 52.525067647], [-1.923973105, 52.527616046], [-1.927753853, 52.530368433], [-1.929446051, 52.531283729], [-1.93034683, 52.533116413], [-1.929817815, 52.540411363], [-1.929400247, 52.542454466], [-1.929947014, 52.543572269], [-1.93315521, 52.545797303], [-1.931740775, 52.545917827], [-1.929623465, 52.545806947], [-1.92681094, 52.546072261], [-1.921934459, 52.546013435], [-1.919814815, 52.546327567], [-1.918511498, 52.547017083], [-1.915752959, 52.544404532], [-1.912284484, 52.540832987], [-1.910263266, 52.539285212], [-1.908380934, 52.538360509], [-1.905533195, 52.537293911], [-1.903363862, 52.53623409], [-1.901390338, 52.534682607]]]], ""type"": ""MultiPolygon""}","52.528543584, -1.90490106"
Perry Barr,E05011160,Economically inactive,Long-term sick or disabled,,631,3.89,"{""coordinates"": [[[[-1.901390338, 52.534682607], [-1.900616913, 52.533761392], [-1.898439612, 52.530533015], [-1.895947066, 52.528571981], [-1.895405396, 52.528874467], [-1.892266362, 52.529822786], [-1.887749278, 52.531776575], [-1.884772579, 52.53246152], [-1.880895511, 52.533587665], [-1.878771717, 52.528534106], [-1.877831681, 52.526808925], [-1.875011209, 52.523419473], [-1.874254289, 52.522170873], [-1.876542041, 52.521495452], [-1.877522623, 52.520812353], [-1.879415125, 52.519104363], [-1.879865542, 52.516610116], [-1.880558304, 52.514919849], [-1.881119948, 52.514301904], [-1.885036577, 52.512632682], [-1.888834725, 52.513994738], [-1.891825477, 52.514823618], [-1.896420885, 52.515745596], [-1.901363581, 52.516303607], [-1.904545747, 52.516729602], [-1.906731635, 52.517161114], [-1.909473929, 52.517951606], [-1.913062651, 52.519345976], [-1.91702444, 52.521432612], [-1.919935726, 52.523566134], [-1.921554396, 52.525067647], [-1.923973105, 52.527616046], [-1.927753853, 52.530368433], [-1.929446051, 52.531283729], [-1.93034683, 52.533116413], [-1.929817815, 52.540411363], [-1.929400247, 52.542454466], [-1.929947014, 52.543572269], [-1.93315521, 52.545797303], [-1.931740775, 52.545917827], [-1.929623465, 52.545806947], [-1.92681094, 52.546072261], [-1.921934459, 52.546013435], [-1.919814815, 52.546327567], [-1.918511498, 52.547017083], [-1.915752959, 52.544404532], [-1.912284484, 52.540832987], [-1.910263266, 52.539285212], [-1.908380934, 52.538360509], [-1.905533195, 52.537293911], [-1.903363862, 52.53623409], [-1.901390338, 52.534682607]]]], ""type"": ""MultiPolygon""}","52.528543584, -1.90490106"
Perry Barr,E05011160,Economically inactive,Other,,757,4.67,"{""coordinates"": [[[[-1.901390338, 52.534682607], [-1.900616913, 52.533761392], [-1.898439612, 52.530533015], [-1.895947066, 52.528571981], [-1.895405396, 52.528874467], [-1.892266362, 52.529822786], [-1.887749278, 52.531776575], [-1.884772579, 52.53246152], [-1.880895511, 52.533587665], [-1.878771717, 52.528534106], [-1.877831681, 52.526808925], [-1.875011209, 52.523419473], [-1.874254289, 52.522170873], [-1.876542041, 52.521495452], [-1.877522623, 52.520812353], [-1.879415125, 52.519104363], [-1.879865542, 52.516610116], [-1.880558304, 52.514919849], [-1.881119948, 52.514301904], [-1.885036577, 52.512632682], [-1.888834725, 52.513994738], [-1.891825477, 52.514823618], [-1.896420885, 52.515745596], [-1.901363581, 52.516303607], [-1.904545747, 52.516729602], [-1.906731635, 52.517161114], [-1.909473929, 52.517951606], [-1.913062651, 52.519345976], [-1.91702444, 52.521432612], [-1.919935726, 52.523566134], [-1.921554396, 52.525067647], [-1.923973105, 52.527616046], [-1.927753853, 52.530368433], [-1.929446051, 52.531283729], [-1.93034683, 52.533116413], [-1.929817815, 52.540411363], [-1.929400247, 52.542454466], [-1.929947014, 52.543572269], [-1.93315521, 52.545797303], [-1.931740775, 52.545917827], [-1.929623465, 52.545806947], [-1.92681094, 52.546072261], [-1.921934459, 52.546013435], [-1.919814815, 52.546327567], [-1.918511498, 52.547017083], [-1.915752959, 52.544404532], [-1.912284484, 52.540832987], [-1.910263266, 52.539285212], [-1.908380934, 52.538360509], [-1.905533195, 52.537293911], [-1.903363862, 52.53623409], [-1.901390338, 52.534682607]]]], ""type"": ""MultiPolygon""}","52.528543584, -1.90490106"
Perry Common,E05011161,Economically active and a full-time student,In employment,Employee,143,1.53,"{""coordinates"": [[[[-1.85140434, 52.530450167], [-1.855465812, 52.531240947], [-1.860173649, 52.531390389], [-1.866664672, 52.533190473], [-1.867762955, 52.531738903], [-1.871063876, 52.53110336], [-1.872375932, 52.533116768], [-1.875285127, 52.532359267], [-1.876857384, 52.534730683], [-1.875010417, 52.535668194], [-1.873760482, 52.536641364], [-1.870660232, 52.539560605], [-1.869187983, 52.541312952], [-1.867910805, 52.542395674], [-1.865634082, 52.543400054], [-1.85877096, 52.545004851], [-1.856132341, 52.546519094], [-1.850246488, 52.543674609], [-1.850573152, 52.542566618], [-1.851222962, 52.541810525], [-1.850716494, 52.541164331], [-1.85090514, 52.539879025], [-1.849678338, 52.536443338], [-1.848903985, 52.53524767], [-1.848880956, 52.53423531], [-1.848096985, 52.532003029], [-1.851035023, 52.531552806], [-1.850831172, 52.530804537], [-1.85140434, 52.530450167]]]], ""type"": ""MultiPolygon""}","52.537539147, -1.860652812"
Perry Common,E05011161,Economically active and a full-time student,Unemployed,,73,0.78,"{""coordinates"": [[[[-1.85140434, 52.530450167], [-1.855465812, 52.531240947], [-1.860173649, 52.531390389], [-1.866664672, 52.533190473], [-1.867762955, 52.531738903], [-1.871063876, 52.53110336], [-1.872375932, 52.533116768], [-1.875285127, 52.532359267], [-1.876857384, 52.534730683], [-1.875010417, 52.535668194], [-1.873760482, 52.536641364], [-1.870660232, 52.539560605], [-1.869187983, 52.541312952], [-1.867910805, 52.542395674], [-1.865634082, 52.543400054], [-1.85877096, 52.545004851], [-1.856132341, 52.546519094], [-1.850246488, 52.543674609], [-1.850573152, 52.542566618], [-1.851222962, 52.541810525], [-1.850716494, 52.541164331], [-1.85090514, 52.539879025], [-1.849678338, 52.536443338], [-1.848903985, 52.53524767], [-1.848880956, 52.53423531], [-1.848096985, 52.532003029], [-1.851035023, 52.531552806], [-1.850831172, 52.530804537], [-1.85140434, 52.530450167]]]], ""type"": ""MultiPolygon""}","52.537539147, -1.860652812"
Perry Common,E05011161,Economically inactive,Student,,654,7,"{""coordinates"": [[[[-1.85140434, 52.530450167], [-1.855465812, 52.531240947], [-1.860173649, 52.531390389], [-1.866664672, 52.533190473], [-1.867762955, 52.531738903], [-1.871063876, 52.53110336], [-1.872375932, 52.533116768], [-1.875285127, 52.532359267], [-1.876857384, 52.534730683], [-1.875010417, 52.535668194], [-1.873760482, 52.536641364], [-1.870660232, 52.539560605], [-1.869187983, 52.541312952], [-1.867910805, 52.542395674], [-1.865634082, 52.543400054], [-1.85877096, 52.545004851], [-1.856132341, 52.546519094], [-1.850246488, 52.543674609], [-1.850573152, 52.542566618], [-1.851222962, 52.541810525], [-1.850716494, 52.541164331], [-1.85090514, 52.539879025], [-1.849678338, 52.536443338], [-1.848903985, 52.53524767], [-1.848880956, 52.53423531], [-1.848096985, 52.532003029], [-1.851035023, 52.531552806], [-1.850831172, 52.530804537], [-1.85140434, 52.530450167]]]], ""type"": ""MultiPolygon""}","52.537539147, -1.860652812"
Pype Hayes,E05011162,Economically active (excluding full-time students),In employment,Employee,3943,45.74,"{""coordinates"": [[[[-1.81121907, 52.532133474], [-1.810406899, 52.531089379], [-1.808162414, 52.529601512], [-1.80366865, 52.528104505], [-1.800928705, 52.527719681], [-1.800881768, 52.527025601], [-1.799542873, 52.526809357], [-1.796543304, 52.526826713], [-1.794319774, 52.526359938], [-1.791365297, 52.526176736], [-1.789671346, 52.525634321], [-1.789476393, 52.525410191], [-1.794352123, 52.522889896], [-1.797783832, 52.520505349], [-1.800646228, 52.519125789], [-1.799313802, 52.516900252], [-1.798300961, 52.514746423], [-1.797689673, 52.512131949], [-1.79659794, 52.50923894], [-1.800421105, 52.509290376], [-1.804450033, 52.509130827], [-1.809559037, 52.508601523], [-1.82038987, 52.50677189], [-1.823122375, 52.506517972], [-1.831375967, 52.504954069], [-1.831677266, 52.505513691], [-1.832909702, 52.506864797], [-1.833367342, 52.509362846], [-1.834746394, 52.512902376], [-1.83640551, 52.515321104], [-1.836895955, 52.515760542], [-1.836039261, 52.515923829], [-1.833521106, 52.517035109], [-1.829846874, 52.517532374], [-1.827398418, 52.517691595], [-1.825219146, 52.517619199], [-1.822466213, 52.517286081], [-1.822143769, 52.519057451], [-1.822037859, 52.521184325], [-1.822525898, 52.521870071], [-1.824044365, 52.522876489], [-1.822711761, 52.52291225], [-1.818463139, 52.52460856], [-1.819031819, 52.525361848], [-1.817382969, 52.52562184], [-1.817926776, 52.527070085], [-1.816325517, 52.527179058], [-1.815906655, 52.527951587], [-1.814617013, 52.528975301], [-1.814883069, 52.529840566], [-1.814119596, 52.531591449], [-1.815579934, 52.531708858], [-1.815319354, 52.532316085], [-1.81121907, 52.532133474]]]], ""type"": ""MultiPolygon""}","52.517223234, -1.813582565"
