"wz11cd","lsoa11cd","msoa11cd","date","Religion: All categories: Religion; measures: Value","Religion: Christian; measures: Value","Religion: Buddhist; measures: Value","Religion: Hindu; measures: Value","Religion: Jewish; measures: Value","Religion: Muslim; measures: Value","Religion: Sikh; measures: Value","Religion: Other religion; measures: Value","Religion: No religion; measures: Value","Religion: Religion not stated; measures: Value"
"E33020135","E01009047","E02001866",2011,458,174,4,19,1,131,31,4,61,33
"E33020136","E01009047","E02001866",2011,326,54,1,19,0,208,11,2,18,13
"E33020136","E01009062","E02001866",2011,326,54,1,19,0,208,11,2,18,13
"E33020137","E01008909","E02001867",2011,282,164,4,7,0,41,12,4,35,15
"E33020138","E01033637","E02001867",2011,338,159,1,5,1,82,11,4,55,20
"E33020139","E01033628","E02001867",2011,399,102,0,21,0,195,14,0,44,23
"E33020139","E01033637","E02001867",2011,399,102,0,21,0,195,14,0,44,23
"E33020140","E01033628","E02001867",2011,230,52,0,7,0,137,11,1,9,13
"E33020141","E01008909","E02001867",2011,505,220,5,24,0,100,29,4,91,32
"E33020141","E01033628","E02001867",2011,505,220,5,24,0,100,29,4,91,32
"E33020141","E01033637","E02001867",2011,505,220,5,24,0,100,29,4,91,32
"E33020142","E01009087","E02001868",2011,252,154,0,6,0,23,2,1,54,12
"E33020142","E01009089","E02001868",2011,252,154,0,6,0,23,2,1,54,12
"E33020143","E01009090","E02001868",2011,316,110,1,3,0,112,6,2,55,27
"E33020143","E01009089","E02001868",2011,316,110,1,3,0,112,6,2,55,27
"E33020144","E01009090","E02001868",2011,510,239,0,5,0,159,15,1,65,26
"E33020144","E01009085","E02001868",2011,510,239,0,5,0,159,15,1,65,26
"E33020145","E01009090","E02001868",2011,400,170,0,0,1,147,4,2,59,17
"E33020145","E01009084","E02001868",2011,400,170,0,0,1,147,4,2,59,17
"E33020145","E01009085","E02001868",2011,400,170,0,0,1,147,4,2,59,17
"E33020146","E01009203","E02001869",2011,333,167,1,2,0,70,9,3,56,25
"E33020146","E01009201","E02001869",2011,333,167,1,2,0,70,9,3,56,25
"E33020147","E01009201","E02001869",2011,335,183,2,9,0,51,8,2,62,18
"E33020147","E01009202","E02001869",2011,335,183,2,9,0,51,8,2,62,18
"E33020148","E01009481","E02001870",2011,278,96,1,7,1,129,2,2,25,15
"E33020148","E01009487","E02001870",2011,278,96,1,7,1,129,2,2,25,15
"E33020149","E01009487","E02001870",2011,339,113,1,3,0,169,3,0,37,13
"E33020149","E01009486","E02001870",2011,339,113,1,3,0,169,3,0,37,13
"E33020150","E01009082","E02001870",2011,666,383,1,10,0,78,12,3,143,36
"E33020150","E01009086","E02001870",2011,666,383,1,10,0,78,12,3,143,36
"E33020151","E01009086","E02001870",2011,332,161,1,1,0,81,7,1,70,10
"E33020152","E01009481","E02001870",2011,232,95,0,1,0,65,5,0,49,17
"E33020153","E01009486","E02001870",2011,533,182,3,7,0,241,10,2,62,26
"E33020153","E01009480","E02001870",2011,533,182,3,7,0,241,10,2,62,26
"E33020154","E01009091","E02001871",2011,358,185,0,12,0,39,4,1,98,19
"E33020154","E01009088","E02001871",2011,358,185,0,12,0,39,4,1,98,19
"E33020154","E01009305","E02001871",2011,358,185,0,12,0,39,4,1,98,19
"E33020154","E01009307","E02001871",2011,358,185,0,12,0,39,4,1,98,19
"E33020155","E01009091","E02001871",2011,429,264,1,2,0,28,4,2,107,21
"E33020155","E01009305","E02001871",2011,429,264,1,2,0,28,4,2,107,21
"E33020155","E01009307","E02001871",2011,429,264,1,2,0,28,4,2,107,21
"E33020155","E01009309","E02001871",2011,429,264,1,2,0,28,4,2,107,21
"E33020156","E01009310","E02001872",2011,327,199,0,0,0,16,1,3,85,23
"E33020156","E01009308","E02001872",2011,327,199,0,0,0,16,1,3,85,23
"E33020156","E01009306","E02001872",2011,327,199,0,0,0,16,1,3,85,23
"E33020157","E01009306","E02001872",2011,352,225,0,1,1,7,1,2,94,21
"E33020157","E01009310","E02001872",2011,352,225,0,1,1,7,1,2,94,21
"E33020157","E01009304","E02001872",2011,352,225,0,1,1,7,1,2,94,21
"E33020158","E01009304","E02001872",2011,459,300,0,3,1,15,8,0,108,24
"E33020158","E01009310","E02001872",2011,459,300,0,3,1,15,8,0,108,24
"E33020159","E01009358","E02001873",2011,494,188,6,28,2,72,97,11,60,30
"E33020159","E01009359","E02001873",2011,494,188,6,28,2,72,97,11,60,30
"E33020160","E01009359","E02001873",2011,600,200,4,66,1,109,116,15,68,21
"E33020161","E01009348","E02001873",2011,687,386,5,22,1,46,34,5,129,59
"E33020161","E01009360","E02001873",2011,687,386,5,22,1,46,34,5,129,59
"E33020162","E01009361","E02001873",2011,473,175,3,31,0,82,58,22,66,36
"E33020162","E01009360","E02001873",2011,473,175,3,31,0,82,58,22,66,36
"E33020163","E01009358","E02001873",2011,417,194,7,18,0,58,39,6,63,32
"E33020164","E01009348","E02001873",2011,4642,2701,30,201,4,331,275,45,775,280
"E33020165","E01009484","E02001874",2011,519,127,1,5,0,300,14,1,51,20
"E33020165","E01009485","E02001874",2011,519,127,1,5,0,300,14,1,51,20
"E33020166","E01009482","E02001874",2011,475,215,2,2,1,137,8,2,76,32
"E33020166","E01009479","E02001874",2011,475,215,2,2,1,137,8,2,76,32
"E33020167","E01009478","E02001874",2011,541,182,1,6,0,232,23,3,58,36
"E33020167","E01009479","E02001874",2011,541,182,1,6,0,232,23,3,58,36
"E33020167","E01009484","E02001874",2011,541,182,1,6,0,232,23,3,58,36
"E33020168","E01009347","E02001875",2011,239,137,3,2,1,24,7,2,46,17
"E33020169","E01033559","E02001875",2011,307,158,1,13,1,8,21,1,91,13
"E33020170","E01009347","E02001875",2011,493,266,4,18,1,55,32,3,84,30
"E33020171","E01033638","E02001875",2011,416,207,0,11,0,106,13,7,42,30
"E33020171","E01008906","E02001875",2011,416,207,0,11,0,106,13,7,42,30
"E33020172","E01033638","E02001875",2011,664,372,2,18,0,60,29,9,123,51
"E33020172","E01033559","E02001875",2011,664,372,2,18,0,60,29,9,123,51
"E33020172","E01008911","E02001875",2011,664,372,2,18,0,60,29,9,123,51
"E33020173","E01008913","E02001876",2011,225,103,1,9,0,40,13,2,40,17
"E33020174","E01008913","E02001876",2011,399,204,1,2,1,49,17,2,91,32
"E33020175","E01008914","E02001876",2011,466,259,1,8,0,58,17,6,89,28
"E33020176","E01008910","E02001876",2011,1790,776,6,104,0,257,117,7,399,124
"E33020177","E01033617","E02001876",2011,759,431,5,16,1,44,28,7,187,40
"E33020177","E01008914","E02001876",2011,759,431,5,16,1,44,28,7,187,40
"E33020178","E01008914","E02001876",2011,313,161,2,9,0,36,33,2,44,26
"E33020179","E01033561","E02001876",2011,1008,613,4,8,0,64,23,8,232,56
"E33020180","E01008914","E02001876",2011,1101,612,1,33,4,60,54,10,251,76
"E33020181","E01009194","E02001877",2011,393,108,1,11,1,220,8,2,25,17
"E33020182","E01009489","E02001877",2011,498,103,2,10,0,297,21,0,37,28
"E33020183","E01009194","E02001877",2011,277,23,0,2,1,221,8,0,5,17
"E33020183","E01009491","E02001877",2011,277,23,0,2,1,221,8,0,5,17
"E33020184","E01009483","E02001877",2011,282,30,0,6,2,218,5,1,6,14
"E33020184","E01009489","E02001877",2011,282,30,0,6,2,218,5,1,6,14
"E33020185","E01009488","E02001877",2011,307,65,0,4,0,172,15,0,34,17
"E33020185","E01009491","E02001877",2011,307,65,0,4,0,172,15,0,34,17
"E33020186","E01009199","E02001878",2011,643,288,6,12,0,122,17,2,153,43
"E33020187","E01009192","E02001878",2011,318,132,1,4,0,91,1,2,67,20
"E33020188","E01033644","E02001878",2011,466,114,1,8,0,274,12,3,33,21
"E33020189","E01009192","E02001878",2011,268,10,0,5,0,212,12,2,7,20
"E33020189","E01033644","E02001878",2011,268,10,0,5,0,212,12,2,7,20
"E33020190","E01009204","E02001878",2011,474,224,3,8,1,105,6,0,93,34
"E33020191","E01009346","E02001879",2011,432,177,2,12,0,143,38,0,31,29
"E33020191","E01009345","E02001879",2011,432,177,2,12,0,143,38,0,31,29
"E33020192","E01009345","E02001879",2011,579,310,2,17,3,82,45,2,71,47
"E33020193","E01009153","E02001879",2011,380,169,1,15,2,81,36,5,54,17
"E33020194","E01009152","E02001879",2011,421,165,3,14,1,114,35,2,53,34
"E33020194","E01009153","E02001879",2011,421,165,3,14,1,114,35,2,53,34
"E33020195","E01009152","E02001879",2011,360,91,1,7,0,192,27,1,27,14
"E33020195","E01009151","E02001879",2011,360,91,1,7,0,192,27,1,27,14
"E33020196","E01009311","E02001880",2011,293,172,1,1,0,23,4,1,74,17
"E33020196","E01009298","E02001880",2011,293,172,1,1,0,23,4,1,74,17
"E33020196","E01009094","E02001880",2011,293,172,1,1,0,23,4,1,74,17
"E33020196","E01009093","E02001880",2011,293,172,1,1,0,23,4,1,74,17
"E33020197","E01009092","E02001880",2011,336,198,0,7,0,36,2,0,77,16
"E33020197","E01009094","E02001880",2011,336,198,0,7,0,36,2,0,77,16
"E33020197","E01009093","E02001880",2011,336,198,0,7,0,36,2,0,77,16
"E33020198","E01009511","E02001880",2011,527,333,1,4,0,48,8,3,97,33
"E33020198","E01009298","E02001880",2011,527,333,1,4,0,48,8,3,97,33
"E33020199","E01009477","E02001881",2011,318,62,0,6,1,205,5,0,20,19
"E33020199","E01009492","E02001881",2011,318,62,0,6,1,205,5,0,20,19
"E33020199","E01009475","E02001881",2011,318,62,0,6,1,205,5,0,20,19
"E33020200","E01009476","E02001881",2011,546,265,2,10,1,123,14,4,91,36
"E33020201","E01009490","E02001881",2011,415,174,2,15,0,131,10,1,54,28
"E33020202","E01009476","E02001881",2011,400,144,0,4,0,171,9,1,53,18
"E33020202","E01009475","E02001881",2011,400,144,0,4,0,171,9,1,53,18
"E33020202","E01009477","E02001881",2011,400,144,0,4,0,171,9,1,53,18
"E33020203","E01009095","E02001882",2011,566,284,1,9,0,99,12,5,123,33
"E33020204","E01009508","E02001882",2011,620,361,5,5,1,55,3,1,154,35
"E33020204","E01009510","E02001882",2011,620,361,5,5,1,55,3,1,154,35
"E33020204","E01009509","E02001882",2011,620,361,5,5,1,55,3,1,154,35
"E33020205","E01009507","E02001882",2011,385,228,0,2,0,84,6,1,38,26
"E33020205","E01009509","E02001882",2011,385,228,0,2,0,84,6,1,38,26
"E33020206","E01009507","E02001882",2011,607,273,2,8,0,173,14,3,88,46
"E33020206","E01009095","E02001882",2011,607,273,2,8,0,173,14,3,88,46
"E33020207","E01009510","E02001882",2011,284,160,0,3,0,29,3,0,72,17
"E33020207","E01009509","E02001882",2011,284,160,0,3,0,29,3,0,72,17
"E33020208","E01009300","E02001883",2011,487,282,0,4,0,69,14,1,89,28
"E33020209","E01009301","E02001883",2011,336,196,1,4,0,18,3,0,95,19
"E33020209","E01009300","E02001883",2011,336,196,1,4,0,18,3,0,95,19
"E33020209","E01009297","E02001883",2011,336,196,1,4,0,18,3,0,95,19
"E33020209","E01009303","E02001883",2011,336,196,1,4,0,18,3,0,95,19
"E33020210","E01009297","E02001883",2011,340,213,1,0,0,9,3,0,96,18
"E33020210","E01009300","E02001883",2011,340,213,1,0,0,9,3,0,96,18
"E33020211","E01009299","E02001883",2011,322,193,4,7,0,9,2,1,84,22
"E33020211","E01009303","E02001883",2011,322,193,4,7,0,9,2,1,84,22
"E33020212","E01009301","E02001883",2011,362,252,0,2,0,2,0,2,86,18
"E33020212","E01009303","E02001883",2011,362,252,0,2,0,2,0,2,86,18
"E33020213","E01009195","E02001884",2011,678,263,3,8,0,275,15,2,77,35
"E33020213","E01009197","E02001884",2011,678,263,3,8,0,275,15,2,77,35
"E33020214","E01009198","E02001884",2011,262,98,0,1,1,108,6,1,34,13
"E33020215","E01033649","E02001884",2011,844,362,1,14,1,244,26,5,129,62
"E33020215","E01033647","E02001884",2011,844,362,1,14,1,244,26,5,129,62
"E33020216","E01009140","E02001886",2011,293,97,0,12,1,40,59,3,64,17
"E33020216","E01009145","E02001886",2011,293,97,0,12,1,40,59,3,64,17
"E33020217","E01009147","E02001886",2011,332,146,3,19,0,54,39,2,51,18
"E33020217","E01009139","E02001886",2011,332,146,3,19,0,54,39,2,51,18
"E33020217","E01009138","E02001886",2011,332,146,3,19,0,54,39,2,51,18
"E33020218","E01009145","E02001886",2011,245,123,1,9,1,23,20,3,49,16
"E33020218","E01009147","E02001886",2011,245,123,1,9,1,23,20,3,49,16
"E33020219","E01009147","E02001886",2011,350,145,0,16,0,54,51,3,57,24
"E33020219","E01009138","E02001886",2011,350,145,0,16,0,54,51,3,57,24
"E33020220","E01009138","E02001886",2011,465,259,2,10,1,52,38,0,88,15
"E33020220","E01009139","E02001886",2011,465,259,2,10,1,52,38,0,88,15
"E33020221","E01009140","E02001886",2011,239,146,0,4,1,17,8,3,45,15
"E33020222","E01009140","E02001886",2011,499,304,5,9,0,26,24,6,93,32
"E33020223","E01009517","E02001888",2011,336,208,1,1,1,14,4,0,86,21
"E33020223","E01009512","E02001888",2011,336,208,1,1,1,14,4,0,86,21
"E33020224","E01009517","E02001888",2011,431,262,4,5,1,22,2,1,104,30
"E33020224","E01009516","E02001888",2011,431,262,4,5,1,22,2,1,104,30
"E33020224","E01009514","E02001888",2011,431,262,4,5,1,22,2,1,104,30
"E33020225","E01009516","E02001888",2011,411,246,0,4,0,49,7,3,80,22
"E33020225","E01009514","E02001888",2011,411,246,0,4,0,49,7,3,80,22
"E33020226","E01033642","E02001889",2011,754,253,2,15,0,341,25,2,78,38
"E33020226","E01009325","E02001889",2011,754,253,2,15,0,341,25,2,78,38
"E33020226","E01009343","E02001889",2011,754,253,2,15,0,341,25,2,78,38
"E33020226","E01009342","E02001889",2011,754,253,2,15,0,341,25,2,78,38
"E33020227","E01009343","E02001889",2011,355,108,0,5,0,185,13,2,31,11
"E33020227","E01009342","E02001889",2011,355,108,0,5,0,185,13,2,31,11
"E33020228","E01008990","E02001890",2011,1037,574,3,18,5,52,52,3,257,73
"E33020228","E01008991","E02001890",2011,1037,574,3,18,5,52,52,3,257,73
"E33020228","E01008988","E02001890",2011,1037,574,3,18,5,52,52,3,257,73
"E33020229","E01008989","E02001890",2011,405,203,1,14,5,31,44,2,81,24
"E33020229","E01008991","E02001890",2011,405,203,1,14,5,31,44,2,81,24
"E33020230","E01008990","E02001890",2011,1281,807,4,13,1,42,19,7,321,67
"E33020231","E01008987","E02001890",2011,411,221,0,9,3,43,14,5,95,21
"E33020231","E01008988","E02001890",2011,411,221,0,9,3,43,14,5,95,21
"E33020232","E01008988","E02001890",2011,411,247,0,12,0,25,19,0,84,24
"E33020232","E01008986","E02001890",2011,411,247,0,12,0,25,19,0,84,24
"E33020233","E01008987","E02001890",2011,252,135,7,4,0,23,12,0,59,12
"E33020234","E01008989","E02001890",2011,335,160,3,13,0,39,17,3,69,31
"E33020234","E01008986","E02001890",2011,335,160,3,13,0,39,17,3,69,31
"E33020235","E01009326","E02001892",2011,578,224,1,22,1,210,25,1,69,25
"E33020235","E01008898","E02001892",2011,578,224,1,22,1,210,25,1,69,25
"E33020236","E01009513","E02001892",2011,294,160,0,2,0,61,4,0,53,14
"E33020237","E01008896","E02001892",2011,323,148,1,3,1,76,5,1,68,20
"E33020237","E01009513","E02001892",2011,323,148,1,3,1,76,5,1,68,20
"E33020237","E01009341","E02001892",2011,323,148,1,3,1,76,5,1,68,20
"E33020238","E01008882","E02001892",2011,379,211,0,4,1,74,7,0,54,28
"E33020238","E01008898","E02001892",2011,379,211,0,4,1,74,7,0,54,28
"E33020239","E01009515","E02001893",2011,253,163,0,4,0,20,7,0,44,15
"E33020239","E01009518","E02001893",2011,253,163,0,4,0,20,7,0,44,15
"E33020240","E01008881","E02001893",2011,399,190,1,6,1,81,25,1,63,31
"E33020240","E01008897","E02001893",2011,399,190,1,6,1,81,25,1,63,31
"E33020241","E01008881","E02001893",2011,315,175,3,9,0,51,3,1,56,17
"E33020242","E01009521","E02001893",2011,535,304,1,10,0,58,11,4,111,36
"E33020242","E01009518","E02001893",2011,535,304,1,10,0,58,11,4,111,36
"E33020243","E01009323","E02001895",2011,352,203,3,8,0,17,10,0,89,22
"E33020243","E01009322","E02001895",2011,352,203,3,8,0,17,10,0,89,22
"E33020243","E01009321","E02001895",2011,352,203,3,8,0,17,10,0,89,22
"E33020244","E01009302","E02001895",2011,378,254,1,4,0,11,2,4,84,18
"E33020245","E01009314","E02001895",2011,556,332,2,10,1,51,20,2,111,27
"E33020245","E01009323","E02001895",2011,556,332,2,10,1,51,20,2,111,27
"E33020245","E01009322","E02001895",2011,556,332,2,10,1,51,20,2,111,27
"E33020246","E01009338","E02001896",2011,416,129,1,10,0,195,19,3,31,28
"E33020246","E01009337","E02001896",2011,416,129,1,10,0,195,19,3,31,28
"E33020247","E01009380","E02001896",2011,330,50,0,4,0,246,7,1,10,12
"E33020248","E01009334","E02001896",2011,466,86,1,10,0,306,10,2,22,29
"E33020248","E01009337","E02001896",2011,466,86,1,10,0,306,10,2,22,29
"E33020248","E01009329","E02001896",2011,466,86,1,10,0,306,10,2,22,29
"E33020249","E01009362","E02001897",2011,376,173,1,12,0,81,17,1,73,18
"E33020250","E01009365","E02001897",2011,638,275,0,18,0,181,24,4,101,35
"E33020250","E01009364","E02001897",2011,638,275,0,18,0,181,24,4,101,35
"E33020251","E01009365","E02001897",2011,475,184,2,25,2,147,17,4,69,25
"E33020252","E01009363","E02001897",2011,472,187,3,20,1,132,22,1,77,29
"E33020253","E01009379","E02001897",2011,220,55,2,6,0,113,3,0,30,11
"E33020254","E01009363","E02001897",2011,227,100,0,3,0,79,6,2,28,9
"E33020254","E01009379","E02001897",2011,227,100,0,3,0,79,6,2,28,9
"E33020255","E01009362","E02001897",2011,500,209,0,12,2,127,36,2,79,33
"E33020255","E01009364","E02001897",2011,500,209,0,12,2,127,36,2,79,33
"E33020256","E01009312","E02001898",2011,333,233,0,1,1,9,2,0,66,21
"E33020256","E01009324","E02001898",2011,333,233,0,1,1,9,2,0,66,21
"E33020257","E01009312","E02001898",2011,386,233,0,4,1,28,8,0,82,30
"E33020257","E01009520","E02001898",2011,386,233,0,4,1,28,8,0,82,30
"E33020257","E01009519","E02001898",2011,386,233,0,4,1,28,8,0,82,30
"E33020258","E01009260","E02001899",2011,499,269,5,15,0,23,36,1,119,31
"E33020258","E01009252","E02001899",2011,499,269,5,15,0,23,36,1,119,31
"E33020259","E01009066","E02001899",2011,599,318,3,22,1,39,51,2,126,37
"E33020260","E01009260","E02001899",2011,696,390,4,23,3,32,29,3,168,44
"E33020260","E01009252","E02001899",2011,696,390,4,23,3,32,29,3,168,44
"E33020261","E01009261","E02001899",2011,281,150,2,5,2,9,32,1,65,15
"E33020262","E01009252","E02001899",2011,619,379,0,13,2,16,32,4,143,30
"E33020262","E01009070","E02001899",2011,619,379,0,13,2,16,32,4,143,30
"E33020263","E01008994","E02001900",2011,431,210,0,10,4,40,29,2,103,33
"E33020263","E01008997","E02001900",2011,431,210,0,10,4,40,29,2,103,33
"E33020264","E01008994","E02001900",2011,671,360,2,23,3,29,17,8,179,50
"E33020265","E01008996","E02001900",2011,404,161,3,10,8,100,13,3,85,21
"E33020265","E01008984","E02001900",2011,404,161,3,10,8,100,13,3,85,21
"E33020266","E01009072","E02001901",2011,401,240,4,10,1,9,12,1,97,27
"E33020267","E01009068","E02001901",2011,414,230,3,3,0,22,9,3,117,27
"E33020267","E01009067","E02001901",2011,414,230,3,3,0,22,9,3,117,27
"E33020268","E01009065","E02001901",2011,415,248,2,6,0,11,9,2,112,25
"E33020268","E01009067","E02001901",2011,415,248,2,6,0,11,9,2,112,25
"E33020268","E01009069","E02001901",2011,415,248,2,6,0,11,9,2,112,25
"E33020269","E01009069","E02001901",2011,316,158,3,14,2,32,11,3,73,20
"E33020270","E01009068","E02001901",2011,597,332,4,10,0,12,19,4,173,43
"E33020270","E01009069","E02001901",2011,597,332,4,10,0,12,19,4,173,43
"E33020271","E01009065","E02001901",2011,284,164,2,8,1,16,15,2,57,19
"E33020272","E01009068","E02001901",2011,382,221,1,5,0,32,20,2,84,17
"E33020273","E01008886","E02001902",2011,521,310,0,16,0,34,23,0,100,38
"E33020273","E01008885","E02001902",2011,521,310,0,16,0,34,23,0,100,38
"E33020273","E01008888","E02001902",2011,521,310,0,16,0,34,23,0,100,38
"E33020274","E01008886","E02001902",2011,283,166,0,9,0,32,5,1,55,15
"E33020274","E01008885","E02001902",2011,283,166,0,9,0,32,5,1,55,15
"E33020275","E01009313","E02001902",2011,332,198,0,4,0,24,13,1,73,19
"E33020276","E01009368","E02001903",2011,397,127,0,16,0,167,21,1,40,25
"E33020276","E01009371","E02001903",2011,397,127,0,16,0,167,21,1,40,25
"E33020277","E01009368","E02001903",2011,297,61,3,6,0,177,9,0,28,13
"E33020277","E01033650","E02001903",2011,297,61,3,6,0,177,9,0,28,13
"E33020278","E01033650","E02001903",2011,413,146,0,7,0,142,21,4,65,28
"E33020279","E01009397","E02001903",2011,551,114,0,38,0,299,35,2,32,31
"E33020280","E01009371","E02001903",2011,277,75,0,9,0,131,8,1,28,25
"E33020281","E01008883","E02001904",2011,281,110,0,11,0,86,10,2,48,14
"E33020281","E01008884","E02001904",2011,281,110,0,11,0,86,10,2,48,14
"E33020282","E01008884","E02001904",2011,328,177,3,3,1,42,4,3,81,14
"E33020283","E01008889","E02001904",2011,407,238,2,6,1,38,16,1,73,32
"E33020284","E01008883","E02001904",2011,622,344,0,18,0,107,25,1,95,32
"E33020284","E01008887","E02001904",2011,622,344,0,18,0,107,25,1,95,32
"E33020285","E01008887","E02001904",2011,369,212,2,6,0,41,19,0,71,18
"E33020286","E01008992","E02001905",2011,444,269,0,9,2,16,10,5,105,28
"E33020287","E01009283","E02001905",2011,305,156,4,12,0,32,2,3,82,14
"E33020288","E01008992","E02001905",2011,436,273,1,11,7,20,10,2,84,28
"E33020288","E01033631","E02001905",2011,436,273,1,11,7,20,10,2,84,28
"E33020289","E01033631","E02001905",2011,697,412,5,11,5,30,23,2,169,40
"E33020290","E01008982","E02001905",2011,1031,652,6,13,6,48,19,3,225,59
"E33020291","E01009249","E02001906",2011,263,150,0,5,1,15,14,0,63,15
"E33020291","E01009251","E02001906",2011,263,150,0,5,1,15,14,0,63,15
"E33020292","E01009250","E02001906",2011,305,214,1,4,0,9,4,0,56,17
"E33020293","E01009249","E02001906",2011,282,158,2,3,0,17,20,3,65,14
"E33020293","E01009257","E02001906",2011,282,158,2,3,0,17,20,3,65,14
"E33020294","E01009253","E02001906",2011,423,224,1,15,0,31,48,1,86,17
"E33020294","E01009250","E02001906",2011,423,224,1,15,0,31,48,1,86,17
"E33020295","E01009253","E02001906",2011,364,202,3,2,0,6,9,2,113,27
"E33020295","E01009251","E02001906",2011,364,202,3,2,0,6,9,2,113,27
"E33020296","E01009255","E02001906",2011,288,168,1,6,0,9,17,0,69,18
"E33020296","E01009257","E02001906",2011,288,168,1,6,0,9,17,0,69,18
"E33020297","E01009315","E02001907",2011,645,393,2,10,2,47,13,4,144,30
"E33020297","E01009317","E02001907",2011,645,393,2,10,2,47,13,4,144,30
"E33020297","E01009318","E02001907",2011,645,393,2,10,2,47,13,4,144,30
"E33020298","E01009316","E02001907",2011,575,319,1,13,0,46,10,1,154,31
"E33020298","E01009315","E02001907",2011,575,319,1,13,0,46,10,1,154,31
"E33020299","E01009319","E02001907",2011,393,244,1,3,0,34,2,1,85,23
"E33020299","E01009320","E02001907",2011,393,244,1,3,0,34,2,1,85,23
"E33020299","E01009315","E02001907",2011,393,244,1,3,0,34,2,1,85,23
"E33020300","E01009319","E02001907",2011,359,220,3,3,1,15,7,2,83,25
"E33020300","E01009320","E02001907",2011,359,220,3,3,1,15,7,2,83,25
"E33020300","E01009318","E02001907",2011,359,220,3,3,1,15,7,2,83,25
"E33020301","E01033643","E02001908",2011,368,114,3,16,0,162,10,1,32,30
"E33020302","E01009373","E02001908",2011,431,96,1,11,0,261,18,4,24,16
"E33020302","E01009372","E02001908",2011,431,96,1,11,0,261,18,4,24,16
"E33020302","E01033643","E02001908",2011,431,96,1,11,0,261,18,4,24,16
"E33020303","E01009396","E02001908",2011,229,40,3,20,1,138,7,0,11,9
"E33020304","E01009396","E02001908",2011,444,49,1,40,1,293,31,0,14,15
"E33020305","E01009383","E02001909",2011,474,114,0,17,0,209,15,1,83,35
"E33020305","E01009399","E02001909",2011,474,114,0,17,0,209,15,1,83,35
"E33020306","E01009377","E02001909",2011,310,85,0,3,0,141,6,1,53,21
"E33020306","E01009375","E02001909",2011,310,85,0,3,0,141,6,1,53,21
"E33020307","E01009367","E02001909",2011,386,103,1,17,1,190,10,0,44,20
"E33020307","E01009375","E02001909",2011,386,103,1,17,1,190,10,0,44,20
"E33020308","E01009377","E02001909",2011,456,127,1,15,3,195,24,4,59,28
"E33020308","E01009375","E02001909",2011,456,127,1,15,3,195,24,4,59,28
"E33020309","E01033648","E02001910",2011,528,103,1,22,0,294,16,2,61,29
"E33020309","E01009376","E02001910",2011,528,103,1,22,0,294,16,2,61,29
"E33020310","E01009374","E02001910",2011,575,202,4,11,4,200,26,5,80,43
"E33020310","E01009366","E02001910",2011,575,202,4,11,4,200,26,5,80,43
"E33020310","E01009376","E02001910",2011,575,202,4,11,4,200,26,5,80,43
"E33020311","E01009376","E02001910",2011,262,116,1,12,0,60,5,1,57,10
"E33020312","E01009254","E02001911",2011,294,174,0,6,2,10,11,2,67,22
"E33020312","E01009256","E02001911",2011,294,174,0,6,2,10,11,2,67,22
"E33020313","E01009256","E02001911",2011,318,169,2,5,0,21,14,1,83,23
"E33020313","E01009254","E02001911",2011,318,169,2,5,0,21,14,1,83,23
"E33020313","E01009258","E02001911",2011,318,169,2,5,0,21,14,1,83,23
"E33020314","E01009073","E02001911",2011,371,221,1,7,1,29,6,0,74,32
"E33020314","E01009074","E02001911",2011,371,221,1,7,1,29,6,0,74,32
"E33020314","E01009258","E02001911",2011,371,221,1,7,1,29,6,0,74,32
"E33020315","E01033562","E02001913",2011,351,198,1,5,2,20,18,4,83,20
"E33020315","E01009078","E02001913",2011,351,198,1,5,2,20,18,4,83,20
"E33020316","E01009071","E02001913",2011,331,205,1,4,1,11,3,4,74,28
"E33020317","E01033562","E02001913",2011,287,185,1,8,1,15,10,2,53,12
"E33020317","E01009071","E02001913",2011,287,185,1,8,1,15,10,2,53,12
"E33020317","E01009075","E02001913",2011,287,185,1,8,1,15,10,2,53,12
"E33020318","E01009186","E02001914",2011,259,101,0,6,1,37,10,2,84,18
"E33020318","E01009183","E02001914",2011,259,101,0,6,1,37,10,2,84,18
"E33020319","E01033645","E02001914",2011,495,237,5,10,2,60,14,7,131,29
"E33020319","E01009183","E02001914",2011,495,237,5,10,2,60,14,7,131,29
"E33020320","E01009183","E02001914",2011,282,153,0,3,1,13,5,1,81,25
"E33020320","E01009186","E02001914",2011,282,153,0,3,1,13,5,1,81,25
"E33020321","E01033645","E02001914",2011,434,104,3,10,1,208,17,2,57,32
"E33020322","E01008893","E02001915",2011,387,243,1,4,1,23,8,0,81,26
"E33020322","E01008894","E02001915",2011,387,243,1,4,1,23,8,0,81,26
"E33020323","E01008890","E02001915",2011,314,165,0,5,1,33,17,1,74,18
"E33020323","E01008892","E02001915",2011,314,165,0,5,1,33,17,1,74,18
"E33020324","E01008892","E02001915",2011,428,234,0,6,0,62,12,1,83,30
"E33020324","E01008890","E02001915",2011,428,234,0,6,0,62,12,1,83,30
"E33020324","E01008893","E02001915",2011,428,234,0,6,0,62,12,1,83,30
"E33020325","E01008891","E02001915",2011,381,211,0,4,0,24,8,3,112,19
"E33020325","E01008895","E02001915",2011,381,211,0,4,0,24,8,3,112,19
"E33020326","E01008891","E02001915",2011,310,192,0,10,0,16,6,0,68,18
"E33020326","E01008893","E02001915",2011,310,192,0,10,0,16,6,0,68,18
