"wz11cd","lsoa11cd","msoa11cd","date","Distance travelled to work: All categories: Distance travelled to work; measures: Value","Distance travelled to work: Less than 2km; measures: Value","Distance travelled to work: 2km to less than 5km; measures: Value","Distance travelled to work: 5km to less than 10km; measures: Value","Distance travelled to work: 10km to less than 20km; measures: Value","Distance travelled to work: 20km to less than 30km; measures: Value","Distance travelled to work: 30km to less than 40km; measures: Value","Distance travelled to work: 40km to less than 60km; measures: Value","Distance travelled to work: 60km and over; measures: Value","Distance travelled to work: Work mainly at or from home; measures: Value","Distance travelled to work: No fixed place; measures: Value","Distance travelled to work: Total distance (km); measures: Value","Distance travelled to work: Average distance (km); measures: Value"
"E33020343","E01009394","E02001919",2011,341,16,21,22,8,0,0,1,1,146,126,450.9,6.5
"E33020343","E01009390","E02001919",2011,341,16,21,22,8,0,0,1,1,146,126,450.9,6.5
"E33020343","E01009185","E02001919",2011,341,16,21,22,8,0,0,1,1,146,126,450.9,6.5
"E33020344","E01009185","E02001919",2011,466,49,76,64,26,14,1,9,31,124,72,6178.5,22.9
"E33020344","E01009390","E02001919",2011,466,49,76,64,26,14,1,9,31,124,72,6178.5,22.9
"E33020345","E01008920","E02001920",2011,346,59,65,51,48,4,8,1,2,52,56,1941.1,8.2
"E33020345","E01008918","E02001920",2011,346,59,65,51,48,4,8,1,2,52,56,1941.1,8.2
"E33020346","E01008920","E02001920",2011,823,75,91,160,256,50,53,31,67,15,25,18954.7,24.2
"E33020346","E01008931","E02001920",2011,823,75,91,160,256,50,53,31,67,15,25,18954.7,24.2
"E33020346","E01008918","E02001920",2011,823,75,91,160,256,50,53,31,67,15,25,18954.7,24.2
"E33020347","E01008921","E02001920",2011,465,69,74,87,83,20,10,6,28,45,43,6753.8,17.9
"E33020348","E01009259","E02001920",2011,277,48,39,49,40,5,1,1,1,36,57,1361.3,7.4
"E33020348","E01008918","E02001920",2011,277,48,39,49,40,5,1,1,1,36,57,1361.3,7.4
"E33020348","E01008931","E02001920",2011,277,48,39,49,40,5,1,1,1,36,57,1361.3,7.4
"E33020349","E01009259","E02001920",2011,1030,48,115,213,304,76,92,51,86,17,28,23378.9,23.7
"E33020350","E01009500","E02001921",2011,240,52,49,37,31,4,0,0,0,29,38,1008.3,5.8
"E33020350","E01009064","E02001921",2011,240,52,49,37,31,4,0,0,0,29,38,1008.3,5.8
"E33020351","E01008919","E02001921",2011,435,46,98,85,84,10,6,7,1,49,49,2949.8,8.8
"E33020352","E01009077","E02001921",2011,409,27,36,31,20,3,1,0,2,144,145,929.6,7.7
"E33020352","E01009064","E02001921",2011,409,27,36,31,20,3,1,0,2,144,145,929.6,7.7
"E33020352","E01009291","E02001921",2011,409,27,36,31,20,3,1,0,2,144,145,929.6,7.7
"E33020353","E01009290","E02001922",2011,395,58,111,75,48,7,1,4,6,37,48,2877.8,9.3
"E33020353","E01009286","E02001922",2011,395,58,111,75,48,7,1,4,6,37,48,2877.8,9.3
"E33020354","E01033634","E02001922",2011,359,48,95,68,28,5,0,2,0,40,73,1422.2,5.8
"E33020354","E01009286","E02001922",2011,359,48,95,68,28,5,0,2,0,40,73,1422.2,5.8
"E33020355","E01009289","E02001922",2011,256,33,57,62,21,3,2,1,2,38,37,1325.1,7.3
"E33020355","E01033634","E02001922",2011,256,33,57,62,21,3,2,1,2,38,37,1325.1,7.3
"E33020356","E01009284","E02001922",2011,729,86,189,171,110,28,6,6,6,44,83,5112.3,8.5
"E33020356","E01009290","E02001922",2011,729,86,189,171,110,28,6,6,6,44,83,5112.3,8.5
"E33020356","E01009289","E02001922",2011,729,86,189,171,110,28,6,6,6,44,83,5112.3,8.5
"E33020357","E01009284","E02001922",2011,876,136,332,215,93,23,11,2,7,27,30,6134.2,7.5
"E33020358","E01033634","E02001922",2011,326,61,80,69,21,2,2,0,1,39,51,1313,5.6
"E33020358","E01009289","E02001922",2011,326,61,80,69,21,2,2,0,1,39,51,1313,5.6
"E33020359","E01009044","E02001923",2011,296,36,44,41,17,7,2,5,17,47,80,3461,20.5
"E33020359","E01009045","E02001923",2011,296,36,44,41,17,7,2,5,17,47,80,3461,20.5
"E33020360","E01009017","E02001923",2011,434,88,71,53,16,8,1,6,3,82,106,1926.7,7.8
"E33020360","E01009043","E02001923",2011,434,88,71,53,16,8,1,6,3,82,106,1926.7,7.8
"E33020361","E01009045","E02001923",2011,593,152,201,116,54,17,2,1,4,23,23,3428.4,6.3
"E33020361","E01009043","E02001923",2011,593,152,201,116,54,17,2,1,4,23,23,3428.4,6.3
"E33020362","E01009046","E02001923",2011,570,43,118,159,86,46,12,15,16,37,38,7128.1,14.4
"E33020362","E01009045","E02001923",2011,570,43,118,159,86,46,12,15,16,37,38,7128.1,14.4
"E33020362","E01009043","E02001923",2011,570,43,118,159,86,46,12,15,16,37,38,7128.1,14.4
"E33020363","E01009395","E02001923",2011,501,106,115,88,27,7,0,1,2,60,95,1967,5.7
"E33020363","E01009045","E02001923",2011,501,106,115,88,27,7,0,1,2,60,95,1967,5.7
"E33020364","E01009046","E02001923",2011,395,80,88,64,36,11,2,1,0,64,49,1701,6
"E33020365","E01009022","E02001924",2011,412,71,66,54,25,7,6,4,1,94,84,1709.6,7.3
"E33020365","E01009030","E02001924",2011,412,71,66,54,25,7,6,4,1,94,84,1709.6,7.3
"E33020365","E01009023","E02001924",2011,412,71,66,54,25,7,6,4,1,94,84,1709.6,7.3
"E33020366","E01009016","E02001924",2011,274,48,71,36,29,6,5,1,2,34,42,1478.3,7.5
"E33020366","E01009022","E02001924",2011,274,48,71,36,29,6,5,1,2,34,42,1478.3,7.5
"E33020367","E01009016","E02001924",2011,262,20,67,35,46,26,4,2,4,21,37,2359,11.6
"E33020368","E01009022","E02001924",2011,430,83,83,66,44,9,6,2,1,66,70,2212.4,7.5
"E33020368","E01009023","E02001924",2011,430,83,83,66,44,9,6,2,1,66,70,2212.4,7.5
"E33020369","E01009294","E02001925",2011,347,38,33,29,15,4,2,0,4,121,101,1224.3,9.8
"E33020369","E01009295","E02001925",2011,347,38,33,29,15,4,2,0,4,121,101,1224.3,9.8
"E33020369","E01009292","E02001925",2011,347,38,33,29,15,4,2,0,4,121,101,1224.3,9.8
"E33020370","E01009281","E02001925",2011,482,78,141,126,63,6,9,5,6,30,18,3720.3,8.6
"E33020371","E01009294","E02001925",2011,315,40,65,41,25,19,4,7,51,41,22,8495,33.7
"E33020372","E01009295","E02001925",2011,270,52,56,54,32,3,0,2,6,29,36,1658.7,8.1
"E33020373","E01009280","E02001926",2011,573,57,105,97,121,40,14,18,32,48,41,9003.6,18.6
"E33020373","E01009282","E02001926",2011,573,57,105,97,121,40,14,18,32,48,41,9003.6,18.6
"E33020374","E01009293","E02001926",2011,282,19,49,32,25,4,0,1,2,76,74,1158.4,8.8
"E33020374","E01009282","E02001926",2011,282,19,49,32,25,4,0,1,2,76,74,1158.4,8.8
"E33020375","E01009288","E02001926",2011,352,63,91,85,24,1,3,2,4,64,15,1805.9,6.6
"E33020376","E01009288","E02001926",2011,431,69,94,75,45,3,2,1,2,58,82,2034.3,7
"E33020376","E01009296","E02001926",2011,431,69,94,75,45,3,2,1,2,58,82,2034.3,7
"E33020377","E01009282","E02001926",2011,456,58,111,127,74,28,8,5,6,17,22,3985.2,9.6
"E33020378","E01009505","E02001927",2011,419,124,69,75,45,11,7,1,0,39,48,2030.9,6.1
"E33020378","E01009501","E02001927",2011,419,124,69,75,45,11,7,1,0,39,48,2030.9,6.1
"E33020379","E01009501","E02001927",2011,365,121,74,52,41,4,0,0,1,35,37,1417.8,4.8
"E33020379","E01009502","E02001927",2011,365,121,74,52,41,4,0,0,1,35,37,1417.8,4.8
"E33020380","E01009501","E02001927",2011,311,64,76,34,28,4,2,0,0,47,56,1088.6,5.2
"E33020380","E01009503","E02001927",2011,311,64,76,34,28,4,2,0,0,47,56,1088.6,5.2
"E33020380","E01009502","E02001927",2011,311,64,76,34,28,4,2,0,0,47,56,1088.6,5.2
"E33020381","E01009502","E02001927",2011,328,93,35,31,36,1,1,1,4,64,62,1468.4,7.3
"E33020381","E01008924","E02001927",2011,328,93,35,31,36,1,1,1,4,64,62,1468.4,7.3
"E33020382","E01008923","E02001928",2011,279,77,42,31,32,4,1,0,0,39,53,968.3,5.2
"E33020382","E01008928","E02001928",2011,279,77,42,31,32,4,1,0,0,39,53,968.3,5.2
"E33020383","E01008917","E02001928",2011,809,108,130,134,132,26,19,9,12,100,139,6202.2,10.9
"E33020383","E01008923","E02001928",2011,809,108,130,134,132,26,19,9,12,100,139,6202.2,10.9
"E33020383","E01008925","E02001928",2011,809,108,130,134,132,26,19,9,12,100,139,6202.2,10.9
"E33020383","E01008927","E02001928",2011,809,108,130,134,132,26,19,9,12,100,139,6202.2,10.9
"E33020384","E01009024","E02001929",2011,506,94,55,49,18,4,0,1,1,110,174,1033.8,4.7
"E33020384","E01009025","E02001929",2011,506,94,55,49,18,4,0,1,1,110,174,1033.8,4.7
"E33020384","E01009019","E02001929",2011,506,94,55,49,18,4,0,1,1,110,174,1033.8,4.7
"E33020384","E01009033","E02001929",2011,506,94,55,49,18,4,0,1,1,110,174,1033.8,4.7
"E33020385","E01009021","E02001929",2011,366,64,43,28,18,5,0,0,1,75,132,894.6,5.6
"E33020385","E01009019","E02001929",2011,366,64,43,28,18,5,0,0,1,75,132,894.6,5.6
"E33020385","E01009020","E02001929",2011,366,64,43,28,18,5,0,0,1,75,132,894.6,5.6
"E33020385","E01009025","E02001929",2011,366,64,43,28,18,5,0,0,1,75,132,894.6,5.6
"E33020386","E01009179","E02001930",2011,572,135,127,118,41,12,3,1,3,62,70,2536.8,5.8
"E33020387","E01009189","E02001930",2011,301,17,25,23,12,1,2,1,1,138,81,631,7.7
"E33020387","E01009175","E02001930",2011,301,17,25,23,12,1,2,1,1,138,81,631,7.7
"E33020388","E01009178","E02001930",2011,481,68,105,59,26,9,0,0,4,118,92,1777.8,6.6
"E33020388","E01009177","E02001930",2011,481,68,105,59,26,9,0,0,4,118,92,1777.8,6.6
"E33020389","E01009175","E02001930",2011,801,147,285,190,75,19,3,5,4,41,32,4520.4,6.2
"E33020390","E01009176","E02001931",2011,261,48,47,29,15,4,0,0,3,62,53,932.9,6.4
"E33020391","E01009031","E02001931",2011,407,89,79,65,30,8,3,3,9,57,64,2689.9,9.4
"E33020392","E01009037","E02001931",2011,266,27,36,47,23,1,1,0,1,59,71,929.5,6.8
"E33020393","E01008933","E02001931",2011,352,31,50,29,23,7,2,0,2,102,106,1160.8,8.1
"E33020393","E01008934","E02001931",2011,352,31,50,29,23,7,2,0,2,102,106,1160.8,8.1
"E33020394","E01008929","E02001932",2011,416,70,73,55,56,19,11,3,4,63,62,3032.9,10.4
"E33020394","E01008930","E02001932",2011,416,70,73,55,56,19,11,3,4,63,62,3032.9,10.4
"E33020394","E01033629","E02001932",2011,416,70,73,55,56,19,11,3,4,63,62,3032.9,10.4
"E33020395","E01033629","E02001932",2011,716,142,117,152,100,19,13,16,16,76,65,6390.2,11.1
"E33020396","E01009495","E02001932",2011,333,74,57,32,43,0,1,1,3,39,83,1412.8,6.7
"E33020396","E01008929","E02001932",2011,333,74,57,32,43,0,1,1,3,39,83,1412.8,6.7
"E33020397","E01008966","E02001933",2011,333,45,55,39,18,6,1,2,2,71,94,1158.9,6.9
"E33020397","E01008953","E02001933",2011,333,45,55,39,18,6,1,2,2,71,94,1158.9,6.9
"E33020398","E01008964","E02001933",2011,366,59,55,81,55,9,6,1,4,43,53,2709.7,10
"E33020398","E01008963","E02001933",2011,366,59,55,81,55,9,6,1,4,43,53,2709.7,10
"E33020399","E01008963","E02001933",2011,439,79,63,70,46,5,4,1,3,86,82,1978.5,7.3
"E33020399","E01008965","E02001933",2011,439,79,63,70,46,5,4,1,3,86,82,1978.5,7.3
"E33020399","E01008964","E02001933",2011,439,79,63,70,46,5,4,1,3,86,82,1978.5,7.3
"E33020400","E01008953","E02001933",2011,737,96,179,178,137,11,8,4,9,59,56,5478.3,8.8
"E33020400","E01008965","E02001933",2011,737,96,179,178,137,11,8,4,9,59,56,5478.3,8.8
"E33020401","E01009035","E02001934",2011,904,178,167,140,69,26,6,10,15,151,142,5993.8,9.8
"E33020401","E01009032","E02001934",2011,904,178,167,140,69,26,6,10,15,151,142,5993.8,9.8
"E33020402","E01009034","E02001934",2011,629,104,104,86,57,25,5,0,2,130,116,2802.4,7.3
"E33020402","E01009036","E02001934",2011,629,104,104,86,57,25,5,0,2,130,116,2802.4,7.3
"E33020403","E01009506","E02001935",2011,328,41,38,22,18,2,1,0,0,103,103,627.3,5.1
"E33020403","E01009494","E02001935",2011,328,41,38,22,18,2,1,0,0,103,103,627.3,5.1
"E33020403","E01009496","E02001935",2011,328,41,38,22,18,2,1,0,0,103,103,627.3,5.1
"E33020404","E01009496","E02001935",2011,414,86,96,70,39,3,2,0,6,68,44,2262,7.5
"E33020404","E01009497","E02001935",2011,414,86,96,70,39,3,2,0,6,68,44,2262,7.5
"E33020405","E01009504","E02001935",2011,255,68,43,17,12,4,0,0,5,61,45,1618.4,10.9
"E33020406","E01009497","E02001935",2011,577,149,189,84,97,9,6,2,6,16,19,3995.6,7.4
"E33020407","E01008967","E02001936",2011,345,36,51,71,39,6,6,1,7,64,64,2408.1,11.1
"E33020407","E01008970","E02001936",2011,345,36,51,71,39,6,6,1,7,64,64,2408.1,11.1
"E33020408","E01008981","E02001936",2011,422,72,110,81,38,4,6,2,12,63,34,3751,11.5
"E33020408","E01008967","E02001936",2011,422,72,110,81,38,4,6,2,12,63,34,3751,11.5
"E33020409","E01008981","E02001936",2011,363,95,55,47,21,5,2,0,4,73,61,1672.6,7.3
"E33020409","E01008967","E02001936",2011,363,95,55,47,21,5,2,0,4,73,61,1672.6,7.3
"E33020409","E01008968","E02001936",2011,363,95,55,47,21,5,2,0,4,73,61,1672.6,7.3
"E33020410","E01008968","E02001936",2011,394,77,90,68,29,11,2,0,6,76,35,2431.7,8.6
"E33020411","E01008935","E02001937",2011,330,42,36,22,25,4,0,0,1,85,115,913.4,7
"E33020411","E01008939","E02001937",2011,330,42,36,22,25,4,0,0,1,85,115,913.4,7
"E33020411","E01008938","E02001937",2011,330,42,36,22,25,4,0,0,1,85,115,913.4,7
"E33020412","E01008932","E02001937",2011,496,110,106,81,42,11,3,1,7,52,83,2742.2,7.6
"E33020412","E01008935","E02001937",2011,496,110,106,81,42,11,3,1,7,52,83,2742.2,7.6
"E33020413","E01008935","E02001937",2011,518,105,92,95,72,14,2,3,2,74,59,2711.9,7
"E33020413","E01008936","E02001937",2011,518,105,92,95,72,14,2,3,2,74,59,2711.9,7
"E33020414","E01008952","E02001938",2011,500,87,160,106,69,10,2,3,1,29,33,2812.1,6.4
"E33020414","E01008955","E02001938",2011,500,87,160,106,69,10,2,3,1,29,33,2812.1,6.4
"E33020415","E01008956","E02001938",2011,392,92,101,65,33,13,10,0,4,44,30,2329,7.3
"E33020416","E01008957","E02001938",2011,398,40,80,89,79,15,7,13,4,31,40,3611.6,11
"E33020417","E01008956","E02001938",2011,289,34,54,49,39,9,1,2,3,56,42,1833.6,9.6
"E33020417","E01008955","E02001938",2011,289,34,54,49,39,9,1,2,3,56,42,1833.6,9.6
"E33020417","E01008951","E02001938",2011,289,34,54,49,39,9,1,2,3,56,42,1833.6,9.6
"E33020418","E01008957","E02001938",2011,230,53,61,55,20,2,0,0,2,26,11,1176.5,6.1
"E33020419","E01008952","E02001938",2011,359,68,79,63,72,3,6,0,3,33,32,2203.2,7.5
"E33020419","E01008955","E02001938",2011,359,68,79,63,72,3,6,0,3,33,32,2203.2,7.5
"E33020420","E01008951","E02001938",2011,278,59,65,41,22,2,5,2,6,44,32,1667.1,8.3
"E33020421","E01008952","E02001938",2011,418,85,113,103,44,3,4,4,1,28,33,2300.8,6.4
"E33020422","E01008954","E02001939",2011,1546,282,385,316,301,56,18,14,17,83,74,12303.9,8.9
"E33020422","E01008958","E02001939",2011,1546,282,385,316,301,56,18,14,17,83,74,12303.9,8.9
"E33020422","E01009493","E02001939",2011,1546,282,385,316,301,56,18,14,17,83,74,12303.9,8.9
"E33020423","E01009493","E02001939",2011,594,87,132,100,105,21,4,3,3,71,68,3672.5,8.1
"E33020423","E01008950","E02001939",2011,594,87,132,100,105,21,4,3,3,71,68,3672.5,8.1
"E33020423","E01008954","E02001939",2011,594,87,132,100,105,21,4,3,3,71,68,3672.5,8.1
"E33020424","E01008937","E02001941",2011,328,52,56,37,26,3,2,0,1,67,84,1127.9,6.4
"E33020424","E01008940","E02001941",2011,328,52,56,37,26,3,2,0,1,67,84,1127.9,6.4
"E33020424","E01008944","E02001941",2011,328,52,56,37,26,3,2,0,1,67,84,1127.9,6.4
"E33020425","E01008937","E02001941",2011,572,163,92,69,59,7,1,1,0,80,100,1985.2,5.1
"E33020425","E01008941","E02001941",2011,572,163,92,69,59,7,1,1,0,80,100,1985.2,5.1
"E33020425","E01008940","E02001941",2011,572,163,92,69,59,7,1,1,0,80,100,1985.2,5.1
"E33020426","E01008960","E02001942",2011,307,55,49,26,16,5,5,2,3,82,64,1406.9,8.7
"E33020426","E01008959","E02001942",2011,307,55,49,26,16,5,5,2,3,82,64,1406.9,8.7
"E33020427","E01008961","E02001942",2011,424,66,73,43,34,4,1,0,7,117,79,2931.7,12.9
"E33020427","E01008962","E02001942",2011,424,66,73,43,34,4,1,0,7,117,79,2931.7,12.9
"E33020427","E01008959","E02001942",2011,424,66,73,43,34,4,1,0,7,117,79,2931.7,12.9
"E33020428","E01008961","E02001942",2011,440,57,131,75,51,10,3,3,9,51,50,3482.4,10.3
"E33020428","E01008960","E02001942",2011,440,57,131,75,51,10,3,3,9,51,50,3482.4,10.3
"E33020429","E01008942","E02001943",2011,381,109,61,45,31,8,1,2,3,58,63,1717.3,6.6
"E33020429","E01008943","E02001943",2011,381,109,61,45,31,8,1,2,3,58,63,1717.3,6.6
"E33020430","E01008969","E02001943",2011,523,50,58,86,93,24,12,7,21,88,84,6459.1,18.4
"E33020430","E01008943","E02001943",2011,523,50,58,86,93,24,12,7,21,88,84,6459.1,18.4
"E33020431","E01008971","E02001943",2011,351,74,66,34,27,5,3,1,3,63,75,1475.4,6.9
"E33020432","E01008973","E02001944",2011,900,191,195,140,111,27,6,4,9,105,112,5484.4,8
"E33020432","E01008975","E02001944",2011,900,191,195,140,111,27,6,4,9,105,112,5484.4,8
"E33020432","E01008972","E02001944",2011,900,191,195,140,111,27,6,4,9,105,112,5484.4,8
"E33020433","E01008974","E02001944",2011,327,41,26,43,25,6,1,4,8,82,91,2110.9,13.7
"E33020433","E01008973","E02001944",2011,327,41,26,43,25,6,1,4,8,82,91,2110.9,13.7
"E33020433","E01008972","E02001944",2011,327,41,26,43,25,6,1,4,8,82,91,2110.9,13.7
"E33020434","E01008974","E02001944",2011,346,33,53,47,24,11,2,2,1,84,89,1438.5,8.3
"E33020434","E01008973","E02001944",2011,346,33,53,47,24,11,2,2,1,84,89,1438.5,8.3
"E33020435","E01009498","E02001945",2011,720,187,181,78,77,10,0,0,2,83,102,2730.4,5.1
"E33020435","E01009499","E02001945",2011,720,187,181,78,77,10,0,0,2,83,102,2730.4,5.1
"E33020435","E01009172","E02001945",2011,720,187,181,78,77,10,0,0,2,83,102,2730.4,5.1
"E33020436","E01009172","E02001945",2011,367,57,21,25,21,1,0,1,1,107,133,734.9,5.8
"E33020436","E01009173","E02001945",2011,367,57,21,25,21,1,0,1,1,107,133,734.9,5.8
"E33020436","E01009174","E02001945",2011,367,57,21,25,21,1,0,1,1,107,133,734.9,5.8
"E33020437","E01009205","E02001946",2011,223,89,50,16,21,5,0,0,1,27,14,952.5,5.2
"E33020438","E01009205","E02001946",2011,331,32,20,20,35,9,1,2,4,97,111,1420.6,11.5
"E33020438","E01009211","E02001946",2011,331,32,20,20,35,9,1,2,4,97,111,1420.6,11.5
"E33020439","E01009218","E02001946",2011,450,118,102,48,62,9,5,1,1,67,37,2215.3,6.4
"E33020440","E01009206","E02001946",2011,521,100,95,59,47,14,1,2,7,101,95,2936.5,9
"E33020440","E01009219","E02001946",2011,521,100,95,59,47,14,1,2,7,101,95,2936.5,9
"E33020441","E01008976","E02001947",2011,256,63,27,47,21,1,0,0,4,35,58,1466.5,9
"E33020441","E01008978","E02001947",2011,256,63,27,47,21,1,0,0,4,35,58,1466.5,9
"E33020442","E01008980","E02001947",2011,656,167,124,113,87,32,18,7,10,38,60,5595.7,10
"E33020442","E01008978","E02001947",2011,656,167,124,113,87,32,18,7,10,38,60,5595.7,10
"E33020443","E01008980","E02001947",2011,283,66,49,24,29,5,2,0,3,47,58,1179.1,6.6
"E33020443","E01008979","E02001947",2011,283,66,49,24,29,5,2,0,3,47,58,1179.1,6.6
"E33020444","E01008945","E02001948",2011,683,195,177,172,69,14,2,1,3,24,26,3904.5,6.2
"E33020445","E01008945","E02001948",2011,345,50,17,25,21,3,1,1,1,92,134,842.3,7.1
"E33020445","E01008946","E02001948",2011,345,50,17,25,21,3,1,1,1,92,134,842.3,7.1
"E33020445","E01008947","E02001948",2011,345,50,17,25,21,3,1,1,1,92,134,842.3,7.1
"E33020445","E01008949","E02001948",2011,345,50,17,25,21,3,1,1,1,92,134,842.3,7.1
"E33020446","E01008947","E02001948",2011,329,85,47,49,28,11,0,0,2,46,61,1414.4,6.4
"E33020446","E01008948","E02001948",2011,329,85,47,49,28,11,0,0,2,46,61,1414.4,6.4
"E33020447","E01008948","E02001948",2011,466,142,113,50,33,8,3,0,0,61,56,1599.5,4.6
"E33020447","E01008949","E02001948",2011,466,142,113,50,33,8,3,0,0,61,56,1599.5,4.6
"E33020448","E01008977","E02001949",2011,307,29,46,52,31,12,6,1,1,61,68,1687.2,9.5
"E33020448","E01009120","E02001949",2011,307,29,46,52,31,12,6,1,1,61,68,1687.2,9.5
"E33020449","E01009119","E02001949",2011,556,112,120,88,104,22,9,3,4,48,46,3782.2,8.2
"E33020450","E01009120","E02001949",2011,354,63,91,44,32,11,1,2,9,45,56,3117.1,12.3
"E33020450","E01009109","E02001949",2011,354,63,91,44,32,11,1,2,9,45,56,3117.1,12.3
"E33020451","E01009209","E02001950",2011,510,82,74,75,84,29,5,0,10,74,77,4079.7,11.4
"E33020451","E01009207","E02001950",2011,510,82,74,75,84,29,5,0,10,74,77,4079.7,11.4
"E33020452","E01009208","E02001950",2011,367,97,55,33,37,8,2,2,1,65,67,1455.8,6.2
"E33020452","E01009162","E02001950",2011,367,97,55,33,37,8,2,2,1,65,67,1455.8,6.2
"E33020453","E01009208","E02001950",2011,423,66,62,52,85,27,17,7,28,43,36,7009.1,20.4
"E33020453","E01009209","E02001950",2011,423,66,62,52,85,27,17,7,28,43,36,7009.1,20.4
"E33020454","E01009213","E02001950",2011,602,104,95,105,113,30,13,12,21,54,55,7070.5,14.3
"E33020454","E01009162","E02001950",2011,602,104,95,105,113,30,13,12,21,54,55,7070.5,14.3
"E33020455","E01009209","E02001950",2011,390,119,66,49,58,2,1,0,3,35,57,2147.7,7.2
"E33020455","E01009213","E02001950",2011,390,119,66,49,58,2,1,0,3,35,57,2147.7,7.2
"E33020456","E01033633","E02001951",2011,390,89,72,50,44,16,4,0,4,46,65,2156.6,7.7
"E33020456","E01009160","E02001951",2011,390,89,72,50,44,16,4,0,4,46,65,2156.6,7.7
"E33020456","E01009161","E02001951",2011,390,89,72,50,44,16,4,0,4,46,65,2156.6,7.7
"E33020457","E01033633","E02001951",2011,282,49,28,22,40,7,3,0,0,57,76,1194.2,8
"E33020457","E01009157","E02001951",2011,282,49,28,22,40,7,3,0,0,57,76,1194.2,8
"E33020458","E01033633","E02001951",2011,461,83,50,77,76,13,2,2,7,62,89,3301,10.6
"E33020458","E01009161","E02001951",2011,461,83,50,77,76,13,2,2,7,62,89,3301,10.6
"E33020458","E01009155","E02001951",2011,461,83,50,77,76,13,2,2,7,62,89,3301,10.6
"E33020459","E01009215","E02001952",2011,286,92,49,51,34,7,4,0,1,19,29,1483.2,6.2
"E33020460","E01009210","E02001952",2011,305,65,50,24,13,10,2,0,2,62,77,1115.1,6.7
"E33020460","E01009214","E02001952",2011,305,65,50,24,13,10,2,0,2,62,77,1115.1,6.7
"E33020461","E01009212","E02001952",2011,279,48,31,20,29,6,2,1,1,69,72,999.9,7.2
"E33020461","E01009215","E02001952",2011,279,48,31,20,29,6,2,1,1,69,72,999.9,7.2
"E33020462","E01009117","E02001952",2011,546,148,113,70,51,8,5,1,5,59,86,2694.9,6.7
"E33020462","E01009214","E02001952",2011,546,148,113,70,51,8,5,1,5,59,86,2694.9,6.7
"E33020463","E01009116","E02001953",2011,396,45,76,64,63,17,3,4,11,76,37,3624.2,12.8
"E33020463","E01009118","E02001953",2011,396,45,76,64,63,17,3,4,11,76,37,3624.2,12.8
"E33020464","E01009108","E02001953",2011,329,42,29,39,15,1,0,0,0,88,115,637,5.1
"E33020464","E01009111","E02001953",2011,329,42,29,39,15,1,0,0,0,88,115,637,5.1
"E33020464","E01009118","E02001953",2011,329,42,29,39,15,1,0,0,0,88,115,637,5.1
"E33020465","E01009112","E02001953",2011,906,205,185,207,132,29,8,3,4,61,72,5818.7,7.5
"E33020465","E01009111","E02001953",2011,906,205,185,207,132,29,8,3,4,61,72,5818.7,7.5
"E33020466","E01009114","E02001954",2011,552,110,59,58,63,14,7,3,3,106,129,2698.6,8.5
"E33020466","E01009113","E02001954",2011,552,110,59,58,63,14,7,3,3,106,129,2698.6,8.5
"E33020466","E01009115","E02001954",2011,552,110,59,58,63,14,7,3,3,106,129,2698.6,8.5
"E33020467","E01009110","E02001954",2011,488,90,92,71,44,13,7,1,3,73,94,2543.5,7.9
"E33020467","E01009107","E02001954",2011,488,90,92,71,44,13,7,1,3,73,94,2543.5,7.9
"E33020468","E01009163","E02001955",2011,502,61,78,74,91,31,37,12,23,48,47,6959,17.1
"E33020469","E01009165","E02001955",2011,690,183,104,99,86,17,9,1,2,85,104,3344.9,6.7
"E33020469","E01009169","E02001955",2011,690,183,104,99,86,17,9,1,2,85,104,3344.9,6.7
"E33020470","E01009158","E02001955",2011,577,147,88,92,96,15,17,3,8,45,66,4470.1,9.6
"E33020471","E01009159","E02001956",2011,548,148,77,81,101,28,6,9,14,53,31,5426,11.7
"E33020472","E01009171","E02001956",2011,502,77,28,39,44,5,2,1,1,142,163,1353.5,6.9
"E33020472","E01009164","E02001956",2011,502,77,28,39,44,5,2,1,1,142,163,1353.5,6.9
"E33020472","E01009167","E02001956",2011,502,77,28,39,44,5,2,1,1,142,163,1353.5,6.9
"E33020473","E01009216","E02001957",2011,477,80,40,32,25,2,1,0,3,134,160,1232.9,6.7
"E33020473","E01009168","E02001957",2011,477,80,40,32,25,2,1,0,3,134,160,1232.9,6.7
"E33020473","E01009166","E02001957",2011,477,80,40,32,25,2,1,0,3,134,160,1232.9,6.7
"E33020473","E01009170","E02001957",2011,477,80,40,32,25,2,1,0,3,134,160,1232.9,6.7
"E33020474","E01009217","E02001957",2011,565,160,73,50,55,6,2,1,5,107,106,2404.3,6.8
"E33020474","E01009216","E02001957",2011,565,160,73,50,55,6,2,1,5,107,106,2404.3,6.8
"E33023213","E01009039","E02006807",2011,648,119,104,82,63,17,1,0,6,134,122,3076.6,7.8
"E33023213","E01009041","E02006807",2011,648,119,104,82,63,17,1,0,6,134,122,3076.6,7.8
"E33023213","E01032589","E02006807",2011,648,119,104,82,63,17,1,0,6,134,122,3076.6,7.8
"E33023214","E01009040","E02006807",2011,494,42,21,23,18,5,1,0,1,195,188,850.5,7.7
"E33023214","E01009039","E02006807",2011,494,42,21,23,18,5,1,0,1,195,188,850.5,7.7
"E33023214","E01009042","E02006807",2011,494,42,21,23,18,5,1,0,1,195,188,850.5,7.7
