"wz11cd","lsoa11cd","msoa11cd","date","General Health: All categories: General health; measures: Value","General Health: Very good health; measures: Value","General Health: Good health; measures: Value","General Health: Fair health; measures: Value","General Health: Bad health; measures: Value","General Health: Very bad health; measures: Value"
"E33020234","E01008986","E02001890",2011,335,176,122,32,4,1
"E33020235","E01009326","E02001892",2011,578,229,248,86,13,2
"E33020235","E01008898","E02001892",2011,578,229,248,86,13,2
"E33020236","E01009513","E02001892",2011,294,116,131,40,7,0
"E33020237","E01008896","E02001892",2011,323,154,132,31,5,1
"E33020237","E01009513","E02001892",2011,323,154,132,31,5,1
"E33020237","E01009341","E02001892",2011,323,154,132,31,5,1
"E33020238","E01008882","E02001892",2011,379,145,157,63,10,4
"E33020238","E01008898","E02001892",2011,379,145,157,63,10,4
"E33020239","E01009515","E02001893",2011,253,111,99,35,7,1
"E33020239","E01009518","E02001893",2011,253,111,99,35,7,1
"E33020240","E01008881","E02001893",2011,399,155,192,47,3,2
"E33020240","E01008897","E02001893",2011,399,155,192,47,3,2
"E33020241","E01008881","E02001893",2011,315,140,131,33,10,1
"E33020242","E01009521","E02001893",2011,535,216,256,52,8,3
"E33020242","E01009518","E02001893",2011,535,216,256,52,8,3
"E33020243","E01009323","E02001895",2011,352,170,124,44,7,7
"E33020243","E01009322","E02001895",2011,352,170,124,44,7,7
"E33020243","E01009321","E02001895",2011,352,170,124,44,7,7
"E33020244","E01009302","E02001895",2011,378,150,174,45,9,0
"E33020245","E01009314","E02001895",2011,556,222,240,73,20,1
"E33020245","E01009323","E02001895",2011,556,222,240,73,20,1
"E33020245","E01009322","E02001895",2011,556,222,240,73,20,1
"E33020246","E01009338","E02001896",2011,416,178,173,54,7,4
"E33020246","E01009337","E02001896",2011,416,178,173,54,7,4
"E33020247","E01009380","E02001896",2011,330,127,154,45,4,0
"E33020248","E01009334","E02001896",2011,466,192,183,74,14,3
"E33020248","E01009337","E02001896",2011,466,192,183,74,14,3
"E33020248","E01009329","E02001896",2011,466,192,183,74,14,3
"E33020249","E01009362","E02001897",2011,376,171,162,38,4,1
"E33020250","E01009365","E02001897",2011,638,261,285,78,11,3
"E33020250","E01009364","E02001897",2011,638,261,285,78,11,3
"E33020251","E01009365","E02001897",2011,475,207,199,58,8,3
"E33020252","E01009363","E02001897",2011,472,213,191,62,4,2
"E33020253","E01009379","E02001897",2011,220,93,91,31,5,0
"E33020254","E01009363","E02001897",2011,227,109,95,17,1,5
"E33020254","E01009379","E02001897",2011,227,109,95,17,1,5
"E33020255","E01009362","E02001897",2011,500,207,222,60,8,3
"E33020255","E01009364","E02001897",2011,500,207,222,60,8,3
"E33020256","E01009312","E02001898",2011,333,158,138,32,5,0
"E33020256","E01009324","E02001898",2011,333,158,138,32,5,0
"E33020257","E01009312","E02001898",2011,386,174,166,40,5,1
"E33020257","E01009520","E02001898",2011,386,174,166,40,5,1
"E33020257","E01009519","E02001898",2011,386,174,166,40,5,1
"E33020258","E01009260","E02001899",2011,499,206,217,60,14,2
"E33020258","E01009252","E02001899",2011,499,206,217,60,14,2
"E33020259","E01009066","E02001899",2011,599,311,222,58,7,1
"E33020260","E01009260","E02001899",2011,696,357,265,63,9,2
"E33020260","E01009252","E02001899",2011,696,357,265,63,9,2
"E33020261","E01009261","E02001899",2011,281,141,116,19,5,0
"E33020262","E01009252","E02001899",2011,619,295,254,56,12,2
"E33020262","E01009070","E02001899",2011,619,295,254,56,12,2
"E33020263","E01008994","E02001900",2011,431,234,167,25,4,1
"E33020263","E01008997","E02001900",2011,431,234,167,25,4,1
"E33020264","E01008994","E02001900",2011,671,329,267,68,6,1
"E33020265","E01008996","E02001900",2011,404,188,154,52,9,1
"E33020265","E01008984","E02001900",2011,404,188,154,52,9,1
"E33020266","E01009072","E02001901",2011,401,211,150,33,6,1
"E33020267","E01009068","E02001901",2011,414,209,150,45,9,1
"E33020267","E01009067","E02001901",2011,414,209,150,45,9,1
"E33020268","E01009065","E02001901",2011,415,251,141,23,0,0
"E33020268","E01009067","E02001901",2011,415,251,141,23,0,0
"E33020268","E01009069","E02001901",2011,415,251,141,23,0,0
"E33020269","E01009069","E02001901",2011,316,166,119,29,2,0
"E33020270","E01009068","E02001901",2011,597,295,254,40,6,2
"E33020270","E01009069","E02001901",2011,597,295,254,40,6,2
"E33020271","E01009065","E02001901",2011,284,128,124,30,2,0
"E33020272","E01009068","E02001901",2011,382,177,151,46,6,2
"E33020273","E01008886","E02001902",2011,521,256,210,45,7,3
"E33020273","E01008885","E02001902",2011,521,256,210,45,7,3
"E33020273","E01008888","E02001902",2011,521,256,210,45,7,3
"E33020274","E01008886","E02001902",2011,283,120,117,42,4,0
"E33020274","E01008885","E02001902",2011,283,120,117,42,4,0
"E33020275","E01009313","E02001902",2011,332,154,136,39,3,0
"E33020276","E01009368","E02001903",2011,397,141,182,58,16,0
"E33020276","E01009371","E02001903",2011,397,141,182,58,16,0
"E33020277","E01009368","E02001903",2011,297,115,130,43,8,1
"E33020277","E01033650","E02001903",2011,297,115,130,43,8,1
"E33020278","E01033650","E02001903",2011,413,191,192,24,4,2
"E33020279","E01009397","E02001903",2011,551,211,243,85,11,1
"E33020280","E01009371","E02001903",2011,277,113,116,43,4,1
"E33020281","E01008883","E02001904",2011,281,113,126,34,8,0
"E33020281","E01008884","E02001904",2011,281,113,126,34,8,0
"E33020282","E01008884","E02001904",2011,328,154,143,27,2,2
"E33020283","E01008889","E02001904",2011,407,167,186,46,6,2
"E33020284","E01008883","E02001904",2011,622,264,283,67,4,4
"E33020284","E01008887","E02001904",2011,622,264,283,67,4,4
"E33020285","E01008887","E02001904",2011,369,181,143,35,7,3
"E33020286","E01008992","E02001905",2011,444,212,179,45,7,1
"E33020287","E01009283","E02001905",2011,305,147,131,24,2,1
"E33020288","E01008992","E02001905",2011,436,228,160,42,5,1
"E33020288","E01033631","E02001905",2011,436,228,160,42,5,1
"E33020289","E01033631","E02001905",2011,697,355,264,73,5,0
"E33020290","E01008982","E02001905",2011,1031,525,414,75,13,4
"E33020291","E01009249","E02001906",2011,263,120,112,29,2,0
"E33020291","E01009251","E02001906",2011,263,120,112,29,2,0
"E33020292","E01009250","E02001906",2011,305,151,126,21,5,2
"E33020293","E01009249","E02001906",2011,282,142,110,27,2,1
"E33020293","E01009257","E02001906",2011,282,142,110,27,2,1
"E33020294","E01009253","E02001906",2011,423,196,169,52,6,0
"E33020294","E01009250","E02001906",2011,423,196,169,52,6,0
"E33020295","E01009253","E02001906",2011,364,169,152,35,7,1
"E33020295","E01009251","E02001906",2011,364,169,152,35,7,1
"E33020296","E01009255","E02001906",2011,288,135,104,44,5,0
"E33020296","E01009257","E02001906",2011,288,135,104,44,5,0
"E33020297","E01009315","E02001907",2011,645,260,275,92,16,2
"E33020297","E01009317","E02001907",2011,645,260,275,92,16,2
"E33020297","E01009318","E02001907",2011,645,260,275,92,16,2
"E33020298","E01009316","E02001907",2011,575,294,217,56,6,2
"E33020298","E01009315","E02001907",2011,575,294,217,56,6,2
"E33020299","E01009319","E02001907",2011,393,185,175,27,6,0
"E33020299","E01009320","E02001907",2011,393,185,175,27,6,0
"E33020299","E01009315","E02001907",2011,393,185,175,27,6,0
"E33020300","E01009319","E02001907",2011,359,167,164,25,3,0
"E33020300","E01009320","E02001907",2011,359,167,164,25,3,0
"E33020300","E01009318","E02001907",2011,359,167,164,25,3,0
"E33020301","E01033643","E02001908",2011,368,150,170,39,6,3
"E33020302","E01009373","E02001908",2011,431,171,183,59,13,5
"E33020302","E01009372","E02001908",2011,431,171,183,59,13,5
"E33020302","E01033643","E02001908",2011,431,171,183,59,13,5
"E33020303","E01009396","E02001908",2011,229,94,101,27,5,2
"E33020304","E01009396","E02001908",2011,444,215,165,54,5,5
"E33020305","E01009383","E02001909",2011,474,197,203,60,12,2
"E33020305","E01009399","E02001909",2011,474,197,203,60,12,2
"E33020306","E01009377","E02001909",2011,310,132,140,31,5,2
"E33020306","E01009375","E02001909",2011,310,132,140,31,5,2
"E33020307","E01009367","E02001909",2011,386,153,172,55,6,0
"E33020307","E01009375","E02001909",2011,386,153,172,55,6,0
"E33020308","E01009377","E02001909",2011,456,176,210,60,7,3
"E33020308","E01009375","E02001909",2011,456,176,210,60,7,3
"E33020309","E01033648","E02001910",2011,528,207,216,91,13,1
"E33020309","E01009376","E02001910",2011,528,207,216,91,13,1
"E33020310","E01009374","E02001910",2011,575,263,235,60,12,5
"E33020310","E01009366","E02001910",2011,575,263,235,60,12,5
"E33020310","E01009376","E02001910",2011,575,263,235,60,12,5
"E33020311","E01009376","E02001910",2011,262,108,119,28,6,1
"E33020312","E01009254","E02001911",2011,294,143,117,31,3,0
"E33020312","E01009256","E02001911",2011,294,143,117,31,3,0
"E33020313","E01009256","E02001911",2011,318,129,144,38,4,3
"E33020313","E01009254","E02001911",2011,318,129,144,38,4,3
"E33020313","E01009258","E02001911",2011,318,129,144,38,4,3
"E33020314","E01009073","E02001911",2011,371,158,149,52,10,2
"E33020314","E01009074","E02001911",2011,371,158,149,52,10,2
"E33020314","E01009258","E02001911",2011,371,158,149,52,10,2
"E33020315","E01033562","E02001913",2011,351,162,137,43,9,0
"E33020315","E01009078","E02001913",2011,351,162,137,43,9,0
"E33020316","E01009071","E02001913",2011,331,163,133,29,6,0
"E33020317","E01033562","E02001913",2011,287,148,112,24,3,0
"E33020317","E01009071","E02001913",2011,287,148,112,24,3,0
"E33020317","E01009075","E02001913",2011,287,148,112,24,3,0
"E33020318","E01009186","E02001914",2011,259,128,111,19,1,0
"E33020318","E01009183","E02001914",2011,259,128,111,19,1,0
"E33020319","E01033645","E02001914",2011,495,226,193,63,8,5
"E33020319","E01009183","E02001914",2011,495,226,193,63,8,5
"E33020320","E01009183","E02001914",2011,282,125,128,25,3,1
"E33020320","E01009186","E02001914",2011,282,125,128,25,3,1
"E33020321","E01033645","E02001914",2011,434,190,180,58,4,2
"E33020322","E01008893","E02001915",2011,387,191,143,43,8,2
"E33020322","E01008894","E02001915",2011,387,191,143,43,8,2
"E33020323","E01008890","E02001915",2011,314,111,138,54,9,2
"E33020323","E01008892","E02001915",2011,314,111,138,54,9,2
"E33020324","E01008892","E02001915",2011,428,186,194,39,7,2
"E33020324","E01008890","E02001915",2011,428,186,194,39,7,2
"E33020324","E01008893","E02001915",2011,428,186,194,39,7,2
"E33020325","E01008891","E02001915",2011,381,173,158,43,6,1
"E33020325","E01008895","E02001915",2011,381,173,158,43,6,1
"E33020326","E01008891","E02001915",2011,310,128,138,40,4,0
"E33020326","E01008893","E02001915",2011,310,128,138,40,4,0
"E33020326","E01008890","E02001915",2011,310,128,138,40,4,0
"E33020327","E01008894","E02001915",2011,751,307,339,85,19,1
"E33020327","E01009015","E02001915",2011,751,307,339,85,19,1
"E33020328","E01008894","E02001915",2011,382,153,169,49,9,2
"E33020328","E01008895","E02001915",2011,382,153,169,49,9,2
"E33020328","E01009015","E02001915",2011,382,153,169,49,9,2
"E33020329","E01008894","E02001915",2011,539,223,247,60,8,1
"E33020330","E01009029","E02001916",2011,452,199,191,53,6,3
"E33020330","E01009018","E02001916",2011,452,199,191,53,6,3
"E33020331","E01009014","E02001916",2011,512,205,233,58,10,6
"E33020332","E01009018","E02001916",2011,244,107,101,31,5,0
"E33020333","E01009026","E02001916",2011,343,143,158,38,3,1
"E33020333","E01009028","E02001916",2011,343,143,158,38,3,1
"E33020334","E01009028","E02001916",2011,540,198,265,65,10,2
"E33020334","E01009029","E02001916",2011,540,198,265,65,10,2
"E33020335","E01009385","E02001918",2011,231,98,99,29,3,2
"E33020336","E01009182","E02001918",2011,429,206,168,44,11,0
"E33020336","E01009184","E02001918",2011,429,206,168,44,11,0
"E33020337","E01009187","E02001918",2011,293,149,114,28,2,0
"E33020337","E01009188","E02001918",2011,293,149,114,28,2,0
"E33020338","E01009384","E02001918",2011,266,132,96,30,8,0
"E33020339","E01009182","E02001918",2011,264,124,108,28,3,1
"E33020340","E01009384","E02001918",2011,420,221,153,40,4,2
"E33020340","E01009385","E02001918",2011,420,221,153,40,4,2
"E33020341","E01009188","E02001918",2011,490,210,219,52,9,0
"E33020341","E01009184","E02001918",2011,490,210,219,52,9,0
"E33020341","E01009187","E02001918",2011,490,210,219,52,9,0
"E33020342","E01009184","E02001918",2011,234,110,98,21,5,0
"E33020342","E01009187","E02001918",2011,234,110,98,21,5,0
"E33020343","E01009389","E02001919",2011,341,164,123,48,5,1
"E33020343","E01009394","E02001919",2011,341,164,123,48,5,1
"E33020343","E01009390","E02001919",2011,341,164,123,48,5,1
"E33020343","E01009185","E02001919",2011,341,164,123,48,5,1
"E33020344","E01009185","E02001919",2011,466,210,200,48,6,2
"E33020344","E01009390","E02001919",2011,466,210,200,48,6,2
"E33020345","E01008920","E02001920",2011,346,159,143,37,4,3
"E33020345","E01008918","E02001920",2011,346,159,143,37,4,3
"E33020346","E01008920","E02001920",2011,823,398,350,64,7,4
"E33020346","E01008931","E02001920",2011,823,398,350,64,7,4
"E33020346","E01008918","E02001920",2011,823,398,350,64,7,4
"E33020347","E01008921","E02001920",2011,465,198,203,52,12,0
"E33020348","E01009259","E02001920",2011,277,125,115,31,6,0
"E33020348","E01008918","E02001920",2011,277,125,115,31,6,0
"E33020348","E01008931","E02001920",2011,277,125,115,31,6,0
"E33020349","E01009259","E02001920",2011,1030,555,383,81,10,1
"E33020350","E01009500","E02001921",2011,240,92,110,33,5,0
"E33020350","E01009064","E02001921",2011,240,92,110,33,5,0
"E33020351","E01008919","E02001921",2011,435,217,166,39,13,0
"E33020352","E01009077","E02001921",2011,409,203,161,31,12,2
"E33020352","E01009064","E02001921",2011,409,203,161,31,12,2
"E33020352","E01009291","E02001921",2011,409,203,161,31,12,2
"E33020353","E01009290","E02001922",2011,395,210,154,25,5,1
"E33020353","E01009286","E02001922",2011,395,210,154,25,5,1
"E33020354","E01033634","E02001922",2011,359,185,153,14,6,1
"E33020354","E01009286","E02001922",2011,359,185,153,14,6,1
"E33020355","E01009289","E02001922",2011,256,119,108,24,5,0
"E33020355","E01033634","E02001922",2011,256,119,108,24,5,0
"E33020356","E01009284","E02001922",2011,729,368,290,60,9,2
"E33020356","E01009290","E02001922",2011,729,368,290,60,9,2
"E33020356","E01009289","E02001922",2011,729,368,290,60,9,2
"E33020357","E01009284","E02001922",2011,876,417,372,68,18,1
"E33020358","E01033634","E02001922",2011,326,179,124,19,3,1
"E33020358","E01009289","E02001922",2011,326,179,124,19,3,1
"E33020359","E01009044","E02001923",2011,296,114,155,23,3,1
"E33020359","E01009045","E02001923",2011,296,114,155,23,3,1
"E33020360","E01009017","E02001923",2011,434,180,191,53,10,0
"E33020360","E01009043","E02001923",2011,434,180,191,53,10,0
"E33020361","E01009045","E02001923",2011,593,286,242,59,6,0
"E33020361","E01009043","E02001923",2011,593,286,242,59,6,0
"E33020362","E01009046","E02001923",2011,570,270,245,46,8,1
"E33020362","E01009045","E02001923",2011,570,270,245,46,8,1
"E33020362","E01009043","E02001923",2011,570,270,245,46,8,1
"E33020363","E01009395","E02001923",2011,501,219,211,60,10,1
"E33020363","E01009045","E02001923",2011,501,219,211,60,10,1
"E33020364","E01009046","E02001923",2011,395,170,169,48,7,1
"E33020365","E01009022","E02001924",2011,412,180,188,38,6,0
"E33020365","E01009030","E02001924",2011,412,180,188,38,6,0
"E33020365","E01009023","E02001924",2011,412,180,188,38,6,0
"E33020366","E01009016","E02001924",2011,274,116,135,22,1,0
"E33020366","E01009022","E02001924",2011,274,116,135,22,1,0
"E33020367","E01009016","E02001924",2011,262,116,105,30,8,3
"E33020368","E01009022","E02001924",2011,430,216,168,36,8,2
"E33020368","E01009023","E02001924",2011,430,216,168,36,8,2
"E33020369","E01009294","E02001925",2011,347,153,155,31,7,1
"E33020369","E01009295","E02001925",2011,347,153,155,31,7,1
"E33020369","E01009292","E02001925",2011,347,153,155,31,7,1
"E33020370","E01009281","E02001925",2011,482,210,197,70,4,1
"E33020371","E01009294","E02001925",2011,315,158,134,19,4,0
"E33020372","E01009295","E02001925",2011,270,135,107,24,3,1
"E33020373","E01009280","E02001926",2011,573,300,229,37,6,1
"E33020373","E01009282","E02001926",2011,573,300,229,37,6,1
"E33020374","E01009293","E02001926",2011,282,154,104,21,2,1
"E33020374","E01009282","E02001926",2011,282,154,104,21,2,1
"E33020375","E01009288","E02001926",2011,352,144,166,35,6,1
"E33020376","E01009288","E02001926",2011,431,209,165,50,5,2
"E33020376","E01009296","E02001926",2011,431,209,165,50,5,2
"E33020377","E01009282","E02001926",2011,456,202,188,53,13,0
"E33020378","E01009505","E02001927",2011,419,209,171,37,2,0
"E33020378","E01009501","E02001927",2011,419,209,171,37,2,0
"E33020379","E01009501","E02001927",2011,365,176,143,36,8,2
"E33020379","E01009502","E02001927",2011,365,176,143,36,8,2
"E33020380","E01009501","E02001927",2011,311,133,133,42,2,1
"E33020380","E01009503","E02001927",2011,311,133,133,42,2,1
"E33020380","E01009502","E02001927",2011,311,133,133,42,2,1
"E33020381","E01009502","E02001927",2011,328,136,145,39,8,0
"E33020381","E01008924","E02001927",2011,328,136,145,39,8,0
"E33020382","E01008923","E02001928",2011,279,122,121,31,4,1
"E33020382","E01008928","E02001928",2011,279,122,121,31,4,1
"E33020383","E01008917","E02001928",2011,809,353,357,79,16,4
"E33020383","E01008923","E02001928",2011,809,353,357,79,16,4
"E33020383","E01008925","E02001928",2011,809,353,357,79,16,4
"E33020383","E01008927","E02001928",2011,809,353,357,79,16,4
"E33020384","E01009024","E02001929",2011,506,219,196,81,10,0
"E33020384","E01009025","E02001929",2011,506,219,196,81,10,0
"E33020384","E01009019","E02001929",2011,506,219,196,81,10,0
"E33020384","E01009033","E02001929",2011,506,219,196,81,10,0
"E33020385","E01009021","E02001929",2011,366,151,158,54,2,1
"E33020385","E01009019","E02001929",2011,366,151,158,54,2,1
"E33020385","E01009020","E02001929",2011,366,151,158,54,2,1
"E33020385","E01009025","E02001929",2011,366,151,158,54,2,1
"E33020386","E01009179","E02001930",2011,572,258,255,51,6,2
"E33020387","E01009189","E02001930",2011,301,141,129,24,5,2
"E33020387","E01009175","E02001930",2011,301,141,129,24,5,2
"E33020388","E01009178","E02001930",2011,481,225,198,51,5,2
"E33020388","E01009177","E02001930",2011,481,225,198,51,5,2
"E33020389","E01009175","E02001930",2011,801,397,303,83,15,3
"E33020390","E01009176","E02001931",2011,261,116,113,28,3,1
"E33020391","E01009031","E02001931",2011,407,192,157,49,7,2
"E33020392","E01009037","E02001931",2011,266,127,100,35,3,1
"E33020393","E01008933","E02001931",2011,352,159,149,37,4,3
"E33020393","E01008934","E02001931",2011,352,159,149,37,4,3
"E33020394","E01008929","E02001932",2011,416,203,176,32,4,1
"E33020394","E01008930","E02001932",2011,416,203,176,32,4,1
"E33020394","E01033629","E02001932",2011,416,203,176,32,4,1
"E33020395","E01033629","E02001932",2011,716,337,299,72,6,2
"E33020396","E01009495","E02001932",2011,333,129,154,42,5,3
"E33020396","E01008929","E02001932",2011,333,129,154,42,5,3
"E33020397","E01008966","E02001933",2011,333,147,140,37,6,3
"E33020397","E01008953","E02001933",2011,333,147,140,37,6,3
"E33020398","E01008964","E02001933",2011,366,183,134,44,5,0
"E33020398","E01008963","E02001933",2011,366,183,134,44,5,0
"E33020399","E01008963","E02001933",2011,439,216,170,45,6,2
"E33020399","E01008965","E02001933",2011,439,216,170,45,6,2
"E33020399","E01008964","E02001933",2011,439,216,170,45,6,2
"E33020400","E01008953","E02001933",2011,737,294,349,82,10,2
"E33020400","E01008965","E02001933",2011,737,294,349,82,10,2
"E33020401","E01009035","E02001934",2011,904,426,375,86,16,1
"E33020401","E01009032","E02001934",2011,904,426,375,86,16,1
"E33020402","E01009034","E02001934",2011,629,286,276,59,6,2
"E33020402","E01009036","E02001934",2011,629,286,276,59,6,2
"E33020403","E01009506","E02001935",2011,328,156,131,34,6,1
"E33020403","E01009494","E02001935",2011,328,156,131,34,6,1
"E33020403","E01009496","E02001935",2011,328,156,131,34,6,1
"E33020404","E01009496","E02001935",2011,414,179,185,48,2,0
"E33020404","E01009497","E02001935",2011,414,179,185,48,2,0
"E33020405","E01009504","E02001935",2011,255,103,113,31,8,0
"E33020406","E01009497","E02001935",2011,577,240,258,64,13,2
"E33020407","E01008967","E02001936",2011,345,142,159,34,10,0
"E33020407","E01008970","E02001936",2011,345,142,159,34,10,0
"E33020408","E01008981","E02001936",2011,422,184,190,42,6,0
"E33020408","E01008967","E02001936",2011,422,184,190,42,6,0
"E33020409","E01008981","E02001936",2011,363,184,142,31,5,1
"E33020409","E01008967","E02001936",2011,363,184,142,31,5,1
"E33020409","E01008968","E02001936",2011,363,184,142,31,5,1
"E33020410","E01008968","E02001936",2011,394,192,164,31,7,0
"E33020411","E01008935","E02001937",2011,330,141,140,40,8,1
"E33020411","E01008939","E02001937",2011,330,141,140,40,8,1
"E33020411","E01008938","E02001937",2011,330,141,140,40,8,1
"E33020412","E01008932","E02001937",2011,496,218,185,77,13,3
"E33020412","E01008935","E02001937",2011,496,218,185,77,13,3
"E33020413","E01008935","E02001937",2011,518,209,224,71,12,2
"E33020413","E01008936","E02001937",2011,518,209,224,71,12,2
"E33020414","E01008952","E02001938",2011,500,229,203,57,4,7
"E33020414","E01008955","E02001938",2011,500,229,203,57,4,7
"E33020415","E01008956","E02001938",2011,392,199,162,24,6,1
"E33020416","E01008957","E02001938",2011,398,158,190,42,8,0
"E33020417","E01008956","E02001938",2011,289,131,126,22,8,2
"E33020417","E01008955","E02001938",2011,289,131,126,22,8,2
"E33020417","E01008951","E02001938",2011,289,131,126,22,8,2
"E33020418","E01008957","E02001938",2011,230,96,92,30,7,5
"E33020419","E01008952","E02001938",2011,359,147,170,31,8,3
"E33020419","E01008955","E02001938",2011,359,147,170,31,8,3
"E33020420","E01008951","E02001938",2011,278,139,109,24,6,0
"E33020421","E01008952","E02001938",2011,418,194,165,45,11,3
"E33020422","E01008954","E02001939",2011,1546,747,610,164,18,7
"E33020422","E01008958","E02001939",2011,1546,747,610,164,18,7
"E33020422","E01009493","E02001939",2011,1546,747,610,164,18,7
"E33020423","E01009493","E02001939",2011,594,301,240,48,5,0
"E33020423","E01008950","E02001939",2011,594,301,240,48,5,0
"E33020423","E01008954","E02001939",2011,594,301,240,48,5,0
"E33020424","E01008937","E02001941",2011,328,138,133,54,2,1
"E33020424","E01008940","E02001941",2011,328,138,133,54,2,1
"E33020424","E01008944","E02001941",2011,328,138,133,54,2,1
"E33020425","E01008937","E02001941",2011,572,213,269,76,12,2
"E33020425","E01008941","E02001941",2011,572,213,269,76,12,2
"E33020425","E01008940","E02001941",2011,572,213,269,76,12,2
"E33020426","E01008960","E02001942",2011,307,165,104,33,4,1
"E33020426","E01008959","E02001942",2011,307,165,104,33,4,1
"E33020427","E01008961","E02001942",2011,424,195,163,56,8,2
"E33020427","E01008962","E02001942",2011,424,195,163,56,8,2
"E33020427","E01008959","E02001942",2011,424,195,163,56,8,2
"E33020428","E01008961","E02001942",2011,440,206,172,50,12,0
"E33020428","E01008960","E02001942",2011,440,206,172,50,12,0
"E33020429","E01008942","E02001943",2011,381,167,163,44,4,3
"E33020429","E01008943","E02001943",2011,381,167,163,44,4,3
"E33020430","E01008969","E02001943",2011,523,260,211,49,3,0
"E33020430","E01008943","E02001943",2011,523,260,211,49,3,0
"E33020431","E01008971","E02001943",2011,351,165,144,37,3,2
"E33020432","E01008973","E02001944",2011,900,391,380,111,14,4
"E33020432","E01008975","E02001944",2011,900,391,380,111,14,4
"E33020432","E01008972","E02001944",2011,900,391,380,111,14,4
"E33020433","E01008974","E02001944",2011,327,149,142,26,8,2
"E33020433","E01008973","E02001944",2011,327,149,142,26,8,2
"E33020433","E01008972","E02001944",2011,327,149,142,26,8,2
"E33020434","E01008974","E02001944",2011,346,165,141,31,8,1
"E33020434","E01008973","E02001944",2011,346,165,141,31,8,1
"E33020435","E01009498","E02001945",2011,720,320,302,81,14,3
"E33020435","E01009499","E02001945",2011,720,320,302,81,14,3
"E33020435","E01009172","E02001945",2011,720,320,302,81,14,3
"E33020436","E01009172","E02001945",2011,367,154,149,45,16,3
"E33020436","E01009173","E02001945",2011,367,154,149,45,16,3
"E33020436","E01009174","E02001945",2011,367,154,149,45,16,3
"E33020437","E01009205","E02001946",2011,223,111,91,19,2,0
"E33020438","E01009205","E02001946",2011,331,148,137,41,3,2
"E33020438","E01009211","E02001946",2011,331,148,137,41,3,2
"E33020439","E01009218","E02001946",2011,450,204,196,43,6,1
"E33020440","E01009206","E02001946",2011,521,252,206,56,6,1
"E33020440","E01009219","E02001946",2011,521,252,206,56,6,1
"E33020441","E01008976","E02001947",2011,256,107,110,31,4,4
"E33020441","E01008978","E02001947",2011,256,107,110,31,4,4
"E33020442","E01008980","E02001947",2011,656,304,260,81,9,2
"E33020442","E01008978","E02001947",2011,656,304,260,81,9,2
"E33020443","E01008980","E02001947",2011,283,122,118,36,5,2
"E33020443","E01008979","E02001947",2011,283,122,118,36,5,2
"E33020444","E01008945","E02001948",2011,683,270,309,91,10,3
"E33020445","E01008945","E02001948",2011,345,160,138,36,9,2
"E33020445","E01008946","E02001948",2011,345,160,138,36,9,2
"E33020445","E01008947","E02001948",2011,345,160,138,36,9,2
"E33020445","E01008949","E02001948",2011,345,160,138,36,9,2
"E33020446","E01008947","E02001948",2011,329,135,131,54,8,1
"E33020446","E01008948","E02001948",2011,329,135,131,54,8,1
"E33020447","E01008948","E02001948",2011,466,211,199,46,8,2
"E33020447","E01008949","E02001948",2011,466,211,199,46,8,2
"E33020448","E01008977","E02001949",2011,307,145,133,22,7,0
"E33020448","E01009120","E02001949",2011,307,145,133,22,7,0
"E33020449","E01009119","E02001949",2011,556,274,218,54,6,4
"E33020450","E01009120","E02001949",2011,354,145,161,42,4,2
"E33020450","E01009109","E02001949",2011,354,145,161,42,4,2
"E33020451","E01009209","E02001950",2011,510,268,192,43,7,0
"E33020451","E01009207","E02001950",2011,510,268,192,43,7,0
"E33020452","E01009208","E02001950",2011,367,145,172,43,6,1
"E33020452","E01009162","E02001950",2011,367,145,172,43,6,1
"E33020453","E01009208","E02001950",2011,423,200,189,26,7,1
"E33020453","E01009209","E02001950",2011,423,200,189,26,7,1
"E33020454","E01009213","E02001950",2011,602,296,233,63,10,0
"E33020454","E01009162","E02001950",2011,602,296,233,63,10,0
"E33020455","E01009209","E02001950",2011,390,179,156,47,7,1
"E33020455","E01009213","E02001950",2011,390,179,156,47,7,1
"E33020456","E01033633","E02001951",2011,390,175,162,41,6,6
"E33020456","E01009160","E02001951",2011,390,175,162,41,6,6
"E33020456","E01009161","E02001951",2011,390,175,162,41,6,6
"E33020457","E01033633","E02001951",2011,282,111,132,32,4,3
"E33020457","E01009157","E02001951",2011,282,111,132,32,4,3
"E33020458","E01033633","E02001951",2011,461,187,216,44,14,0
"E33020458","E01009161","E02001951",2011,461,187,216,44,14,0
"E33020458","E01009155","E02001951",2011,461,187,216,44,14,0
"E33020459","E01009215","E02001952",2011,286,138,111,28,9,0
"E33020460","E01009210","E02001952",2011,305,130,119,46,9,1
"E33020460","E01009214","E02001952",2011,305,130,119,46,9,1
"E33020461","E01009212","E02001952",2011,279,105,127,40,7,0
"E33020461","E01009215","E02001952",2011,279,105,127,40,7,0
"E33020462","E01009117","E02001952",2011,546,271,208,58,6,3
"E33020462","E01009214","E02001952",2011,546,271,208,58,6,3
"E33020463","E01009116","E02001953",2011,396,193,165,31,7,0
"E33020463","E01009118","E02001953",2011,396,193,165,31,7,0
"E33020464","E01009108","E02001953",2011,329,155,133,36,3,2
"E33020464","E01009111","E02001953",2011,329,155,133,36,3,2
"E33020464","E01009118","E02001953",2011,329,155,133,36,3,2
"E33020465","E01009112","E02001953",2011,906,374,386,129,13,4
