"wz11cd","lsoa11cd","msoa11cd","date","Area/Population Density: All usual residents; measures: Value","Area/Population Density: Area Hectares; measures: Value","Area/Population Density: Density (number of persons per hectare); measures: Value"
"E33020274","E01008886","E02001902",2011,283,19.45,14.6
"E33020274","E01008885","E02001902",2011,283,19.45,14.6
"E33020275","E01009313","E02001902",2011,332,26.05,12.7
"E33020276","E01009368","E02001903",2011,397,13.13,30.2
"E33020276","E01009371","E02001903",2011,397,13.13,30.2
"E33020277","E01009368","E02001903",2011,297,16.55,17.9
"E33020277","E01033650","E02001903",2011,297,16.55,17.9
"E33020278","E01033650","E02001903",2011,413,10.14,40.7
"E33020279","E01009397","E02001903",2011,551,15.33,35.9
"E33020280","E01009371","E02001903",2011,277,7.09,39.1
"E33020281","E01008883","E02001904",2011,281,33.47,8.4
"E33020281","E01008884","E02001904",2011,281,33.47,8.4
"E33020282","E01008884","E02001904",2011,328,9.75,33.6
"E33020283","E01008889","E02001904",2011,407,28.86,14.1
"E33020284","E01008883","E02001904",2011,622,16.52,37.7
"E33020284","E01008887","E02001904",2011,622,16.52,37.7
"E33020285","E01008887","E02001904",2011,369,25.88,14.3
"E33020286","E01008992","E02001905",2011,444,41.75,10.6
"E33020287","E01009283","E02001905",2011,305,35.97,8.5
"E33020288","E01008992","E02001905",2011,436,56.66,7.7
"E33020288","E01033631","E02001905",2011,436,56.66,7.7
"E33020289","E01033631","E02001905",2011,697,65.44,10.7
"E33020290","E01008982","E02001905",2011,1031,42.45,24.3
"E33020291","E01009249","E02001906",2011,263,22.83,11.5
"E33020291","E01009251","E02001906",2011,263,22.83,11.5
"E33020292","E01009250","E02001906",2011,305,29.13,10.5
"E33020293","E01009249","E02001906",2011,282,37.57,7.5
"E33020293","E01009257","E02001906",2011,282,37.57,7.5
"E33020294","E01009253","E02001906",2011,423,32.68,12.9
"E33020294","E01009250","E02001906",2011,423,32.68,12.9
"E33020295","E01009253","E02001906",2011,364,33.53,10.9
"E33020295","E01009251","E02001906",2011,364,33.53,10.9
"E33020296","E01009255","E02001906",2011,288,28.98,9.9
"E33020296","E01009257","E02001906",2011,288,28.98,9.9
"E33020297","E01009315","E02001907",2011,645,58.7,11
"E33020297","E01009317","E02001907",2011,645,58.7,11
"E33020297","E01009318","E02001907",2011,645,58.7,11
"E33020298","E01009316","E02001907",2011,575,46.2,12.4
"E33020298","E01009315","E02001907",2011,575,46.2,12.4
"E33020299","E01009319","E02001907",2011,393,43.92,8.9
"E33020299","E01009320","E02001907",2011,393,43.92,8.9
"E33020299","E01009315","E02001907",2011,393,43.92,8.9
"E33020300","E01009319","E02001907",2011,359,75.56,4.8
"E33020300","E01009320","E02001907",2011,359,75.56,4.8
"E33020300","E01009318","E02001907",2011,359,75.56,4.8
"E33020301","E01033643","E02001908",2011,368,16.99,21.7
"E33020302","E01009373","E02001908",2011,431,21.94,19.6
"E33020302","E01009372","E02001908",2011,431,21.94,19.6
"E33020302","E01033643","E02001908",2011,431,21.94,19.6
"E33020303","E01009396","E02001908",2011,229,5.21,44
"E33020304","E01009396","E02001908",2011,444,8.9,49.9
"E33020305","E01009383","E02001909",2011,474,20.2,23.5
"E33020305","E01009399","E02001909",2011,474,20.2,23.5
"E33020306","E01009377","E02001909",2011,310,12.19,25.4
"E33020306","E01009375","E02001909",2011,310,12.19,25.4
"E33020307","E01009367","E02001909",2011,386,21.47,18
"E33020307","E01009375","E02001909",2011,386,21.47,18
"E33020308","E01009377","E02001909",2011,456,14.8,30.8
"E33020308","E01009375","E02001909",2011,456,14.8,30.8
"E33020309","E01033648","E02001910",2011,528,28.66,18.4
"E33020309","E01009376","E02001910",2011,528,28.66,18.4
"E33020310","E01009374","E02001910",2011,575,49.2,11.7
"E33020310","E01009366","E02001910",2011,575,49.2,11.7
"E33020310","E01009376","E02001910",2011,575,49.2,11.7
"E33020311","E01009376","E02001910",2011,262,10.09,26
"E33020312","E01009254","E02001911",2011,294,24.61,11.9
"E33020312","E01009256","E02001911",2011,294,24.61,11.9
"E33020313","E01009256","E02001911",2011,318,43.05,7.4
"E33020313","E01009254","E02001911",2011,318,43.05,7.4
"E33020313","E01009258","E02001911",2011,318,43.05,7.4
"E33020314","E01009073","E02001911",2011,371,70.96,5.2
"E33020314","E01009074","E02001911",2011,371,70.96,5.2
"E33020314","E01009258","E02001911",2011,371,70.96,5.2
"E33020315","E01033562","E02001913",2011,351,52.85,6.6
"E33020315","E01009078","E02001913",2011,351,52.85,6.6
"E33020316","E01009071","E02001913",2011,331,70.91,4.7
"E33020317","E01033562","E02001913",2011,287,65.86,4.4
"E33020317","E01009071","E02001913",2011,287,65.86,4.4
"E33020317","E01009075","E02001913",2011,287,65.86,4.4
"E33020318","E01009186","E02001914",2011,259,103.35,2.5
"E33020318","E01009183","E02001914",2011,259,103.35,2.5
"E33020319","E01033645","E02001914",2011,495,49.6,10
"E33020319","E01009183","E02001914",2011,495,49.6,10
"E33020320","E01009183","E02001914",2011,282,60.12,4.7
"E33020320","E01009186","E02001914",2011,282,60.12,4.7
"E33020321","E01033645","E02001914",2011,434,21.63,20.1
"E33020322","E01008893","E02001915",2011,387,19.34,20
"E33020322","E01008894","E02001915",2011,387,19.34,20
"E33020323","E01008890","E02001915",2011,314,22.55,13.9
"E33020323","E01008892","E02001915",2011,314,22.55,13.9
"E33020324","E01008892","E02001915",2011,428,23.37,18.3
"E33020324","E01008890","E02001915",2011,428,23.37,18.3
"E33020324","E01008893","E02001915",2011,428,23.37,18.3
"E33020325","E01008891","E02001915",2011,381,41.81,9.1
"E33020325","E01008895","E02001915",2011,381,41.81,9.1
"E33020326","E01008891","E02001915",2011,310,26.04,11.9
"E33020326","E01008893","E02001915",2011,310,26.04,11.9
"E33020326","E01008890","E02001915",2011,310,26.04,11.9
"E33020327","E01008894","E02001915",2011,751,14.11,53.2
"E33020327","E01009015","E02001915",2011,751,14.11,53.2
"E33020328","E01008894","E02001915",2011,382,28.6,13.4
"E33020328","E01008895","E02001915",2011,382,28.6,13.4
"E33020328","E01009015","E02001915",2011,382,28.6,13.4
"E33020329","E01008894","E02001915",2011,539,9.47,56.9
"E33020330","E01009029","E02001916",2011,452,17.94,25.2
"E33020330","E01009018","E02001916",2011,452,17.94,25.2
"E33020331","E01009014","E02001916",2011,512,19.61,26.1
"E33020332","E01009018","E02001916",2011,244,24.75,9.9
"E33020333","E01009026","E02001916",2011,343,28.14,12.2
"E33020333","E01009028","E02001916",2011,343,28.14,12.2
"E33020334","E01009028","E02001916",2011,540,24.55,22
"E33020334","E01009029","E02001916",2011,540,24.55,22
"E33020335","E01009385","E02001918",2011,231,15.43,15
"E33020336","E01009182","E02001918",2011,429,27.45,15.6
"E33020336","E01009184","E02001918",2011,429,27.45,15.6
"E33020337","E01009187","E02001918",2011,293,33.28,8.8
"E33020337","E01009188","E02001918",2011,293,33.28,8.8
"E33020338","E01009384","E02001918",2011,266,15.68,17
"E33020339","E01009182","E02001918",2011,264,15.16,17.4
"E33020340","E01009384","E02001918",2011,420,9.25,45.4
"E33020340","E01009385","E02001918",2011,420,9.25,45.4
"E33020341","E01009188","E02001918",2011,490,23.41,20.9
"E33020341","E01009184","E02001918",2011,490,23.41,20.9
"E33020341","E01009187","E02001918",2011,490,23.41,20.9
"E33020342","E01009184","E02001918",2011,234,9.91,23.6
"E33020342","E01009187","E02001918",2011,234,9.91,23.6
"E33020343","E01009389","E02001919",2011,341,55.34,6.2
"E33020343","E01009394","E02001919",2011,341,55.34,6.2
"E33020343","E01009390","E02001919",2011,341,55.34,6.2
"E33020343","E01009185","E02001919",2011,341,55.34,6.2
"E33020344","E01009185","E02001919",2011,466,54.3,8.6
"E33020344","E01009390","E02001919",2011,466,54.3,8.6
"E33020345","E01008920","E02001920",2011,346,36.41,9.5
"E33020345","E01008918","E02001920",2011,346,36.41,9.5
"E33020346","E01008920","E02001920",2011,823,63.94,12.9
"E33020346","E01008931","E02001920",2011,823,63.94,12.9
"E33020346","E01008918","E02001920",2011,823,63.94,12.9
"E33020347","E01008921","E02001920",2011,465,61.99,7.5
"E33020348","E01009259","E02001920",2011,277,61.24,4.5
"E33020348","E01008918","E02001920",2011,277,61.24,4.5
"E33020348","E01008931","E02001920",2011,277,61.24,4.5
"E33020349","E01009259","E02001920",2011,1030,54.27,19
"E33020350","E01009500","E02001921",2011,240,42.47,5.7
"E33020350","E01009064","E02001921",2011,240,42.47,5.7
"E33020351","E01008919","E02001921",2011,435,64.05,6.8
"E33020352","E01009077","E02001921",2011,409,92.65,4.4
"E33020352","E01009064","E02001921",2011,409,92.65,4.4
"E33020352","E01009291","E02001921",2011,409,92.65,4.4
"E33020353","E01009290","E02001922",2011,395,27.12,14.6
"E33020353","E01009286","E02001922",2011,395,27.12,14.6
"E33020354","E01033634","E02001922",2011,359,13.98,25.7
"E33020354","E01009286","E02001922",2011,359,13.98,25.7
"E33020355","E01009289","E02001922",2011,256,10.77,23.8
"E33020355","E01033634","E02001922",2011,256,10.77,23.8
"E33020356","E01009284","E02001922",2011,729,31.98,22.8
"E33020356","E01009290","E02001922",2011,729,31.98,22.8
"E33020356","E01009289","E02001922",2011,729,31.98,22.8
"E33020357","E01009284","E02001922",2011,876,42.39,20.7
"E33020358","E01033634","E02001922",2011,326,10.92,29.9
"E33020358","E01009289","E02001922",2011,326,10.92,29.9
"E33020359","E01009044","E02001923",2011,296,19.99,14.8
"E33020359","E01009045","E02001923",2011,296,19.99,14.8
"E33020360","E01009017","E02001923",2011,434,38.2,11.4
"E33020360","E01009043","E02001923",2011,434,38.2,11.4
"E33020361","E01009045","E02001923",2011,593,10.54,56.3
"E33020361","E01009043","E02001923",2011,593,10.54,56.3
"E33020362","E01009046","E02001923",2011,570,20.56,27.7
"E33020362","E01009045","E02001923",2011,570,20.56,27.7
"E33020362","E01009043","E02001923",2011,570,20.56,27.7
"E33020363","E01009395","E02001923",2011,501,37.11,13.5
"E33020363","E01009045","E02001923",2011,501,37.11,13.5
"E33020364","E01009046","E02001923",2011,395,33.17,11.9
"E33020365","E01009022","E02001924",2011,412,45.34,9.1
"E33020365","E01009030","E02001924",2011,412,45.34,9.1
"E33020365","E01009023","E02001924",2011,412,45.34,9.1
"E33020366","E01009016","E02001924",2011,274,18.78,14.6
"E33020366","E01009022","E02001924",2011,274,18.78,14.6
"E33020367","E01009016","E02001924",2011,262,18.23,14.4
"E33020368","E01009022","E02001924",2011,430,33.43,12.9
"E33020368","E01009023","E02001924",2011,430,33.43,12.9
"E33020369","E01009294","E02001925",2011,347,85.81,4
"E33020369","E01009295","E02001925",2011,347,85.81,4
"E33020369","E01009292","E02001925",2011,347,85.81,4
"E33020370","E01009281","E02001925",2011,482,31.4,15.4
"E33020371","E01009294","E02001925",2011,315,46.78,6.7
"E33020372","E01009295","E02001925",2011,270,19.7,13.7
"E33020373","E01009280","E02001926",2011,573,35.27,16.2
"E33020373","E01009282","E02001926",2011,573,35.27,16.2
"E33020374","E01009293","E02001926",2011,282,28.42,9.9
"E33020374","E01009282","E02001926",2011,282,28.42,9.9
"E33020375","E01009288","E02001926",2011,352,39,9
"E33020376","E01009288","E02001926",2011,431,31.7,13.6
"E33020376","E01009296","E02001926",2011,431,31.7,13.6
"E33020377","E01009282","E02001926",2011,456,22.33,20.4
"E33020378","E01009505","E02001927",2011,419,37.88,11.1
"E33020378","E01009501","E02001927",2011,419,37.88,11.1
"E33020379","E01009501","E02001927",2011,365,22.64,16.1
"E33020379","E01009502","E02001927",2011,365,22.64,16.1
"E33020380","E01009501","E02001927",2011,311,35.58,8.7
"E33020380","E01009503","E02001927",2011,311,35.58,8.7
"E33020380","E01009502","E02001927",2011,311,35.58,8.7
"E33020381","E01009502","E02001927",2011,328,55.96,5.9
"E33020381","E01008924","E02001927",2011,328,55.96,5.9
"E33020382","E01008923","E02001928",2011,279,54.21,5.1
"E33020382","E01008928","E02001928",2011,279,54.21,5.1
"E33020383","E01008917","E02001928",2011,809,89.21,9.1
"E33020383","E01008923","E02001928",2011,809,89.21,9.1
"E33020383","E01008925","E02001928",2011,809,89.21,9.1
"E33020383","E01008927","E02001928",2011,809,89.21,9.1
"E33020384","E01009024","E02001929",2011,506,73.66,6.9
"E33020384","E01009025","E02001929",2011,506,73.66,6.9
"E33020384","E01009019","E02001929",2011,506,73.66,6.9
"E33020384","E01009033","E02001929",2011,506,73.66,6.9
"E33020385","E01009021","E02001929",2011,366,66.01,5.5
"E33020385","E01009019","E02001929",2011,366,66.01,5.5
"E33020385","E01009020","E02001929",2011,366,66.01,5.5
"E33020385","E01009025","E02001929",2011,366,66.01,5.5
"E33020386","E01009179","E02001930",2011,572,35.45,16.1
"E33020387","E01009189","E02001930",2011,301,38.85,7.7
"E33020387","E01009175","E02001930",2011,301,38.85,7.7
"E33020388","E01009178","E02001930",2011,481,27.22,17.7
"E33020388","E01009177","E02001930",2011,481,27.22,17.7
"E33020389","E01009175","E02001930",2011,801,11.61,69
"E33020390","E01009176","E02001931",2011,261,86.09,3
"E33020391","E01009031","E02001931",2011,407,44.01,9.2
"E33020392","E01009037","E02001931",2011,266,49.22,5.4
"E33020393","E01008933","E02001931",2011,352,72.1,4.9
"E33020393","E01008934","E02001931",2011,352,72.1,4.9
"E33020394","E01008929","E02001932",2011,416,205.97,2
"E33020394","E01008930","E02001932",2011,416,205.97,2
"E33020394","E01033629","E02001932",2011,416,205.97,2
"E33020395","E01033629","E02001932",2011,716,72.28,9.9
"E33020396","E01009495","E02001932",2011,333,54.71,6.1
"E33020396","E01008929","E02001932",2011,333,54.71,6.1
"E33020397","E01008966","E02001933",2011,333,36.51,9.1
"E33020397","E01008953","E02001933",2011,333,36.51,9.1
"E33020398","E01008964","E02001933",2011,366,31.85,11.5
"E33020398","E01008963","E02001933",2011,366,31.85,11.5
"E33020399","E01008963","E02001933",2011,439,62.93,7
"E33020399","E01008965","E02001933",2011,439,62.93,7
"E33020399","E01008964","E02001933",2011,439,62.93,7
"E33020400","E01008953","E02001933",2011,737,34.69,21.2
"E33020400","E01008965","E02001933",2011,737,34.69,21.2
"E33020401","E01009035","E02001934",2011,904,61.4,14.7
"E33020401","E01009032","E02001934",2011,904,61.4,14.7
"E33020402","E01009034","E02001934",2011,629,58.94,10.7
"E33020402","E01009036","E02001934",2011,629,58.94,10.7
"E33020403","E01009506","E02001935",2011,328,85.68,3.8
"E33020403","E01009494","E02001935",2011,328,85.68,3.8
"E33020403","E01009496","E02001935",2011,328,85.68,3.8
"E33020404","E01009496","E02001935",2011,414,45.63,9.1
"E33020404","E01009497","E02001935",2011,414,45.63,9.1
"E33020405","E01009504","E02001935",2011,255,46.15,5.5
"E33020406","E01009497","E02001935",2011,577,19.37,29.8
"E33020407","E01008967","E02001936",2011,345,29.64,11.6
"E33020407","E01008970","E02001936",2011,345,29.64,11.6
"E33020408","E01008981","E02001936",2011,422,29.39,14.4
"E33020408","E01008967","E02001936",2011,422,29.39,14.4
"E33020409","E01008981","E02001936",2011,363,35.75,10.2
"E33020409","E01008967","E02001936",2011,363,35.75,10.2
"E33020409","E01008968","E02001936",2011,363,35.75,10.2
"E33020410","E01008968","E02001936",2011,394,28.56,13.8
"E33020411","E01008935","E02001937",2011,330,61.72,5.3
"E33020411","E01008939","E02001937",2011,330,61.72,5.3
"E33020411","E01008938","E02001937",2011,330,61.72,5.3
"E33020412","E01008932","E02001937",2011,496,77.01,6.4
"E33020412","E01008935","E02001937",2011,496,77.01,6.4
"E33020413","E01008935","E02001937",2011,518,44.83,11.6
"E33020413","E01008936","E02001937",2011,518,44.83,11.6
"E33020414","E01008952","E02001938",2011,500,15.91,31.4
"E33020414","E01008955","E02001938",2011,500,15.91,31.4
"E33020415","E01008956","E02001938",2011,392,29.85,13.1
"E33020416","E01008957","E02001938",2011,398,15.77,25.2
"E33020417","E01008956","E02001938",2011,289,39.42,7.3
"E33020417","E01008955","E02001938",2011,289,39.42,7.3
"E33020417","E01008951","E02001938",2011,289,39.42,7.3
"E33020418","E01008957","E02001938",2011,230,7.74,29.7
"E33020419","E01008952","E02001938",2011,359,25.05,14.3
"E33020419","E01008955","E02001938",2011,359,25.05,14.3
"E33020420","E01008951","E02001938",2011,278,33.23,8.4
"E33020421","E01008952","E02001938",2011,418,18.22,22.9
"E33020422","E01008954","E02001939",2011,1546,85.63,18.1
"E33020422","E01008958","E02001939",2011,1546,85.63,18.1
"E33020422","E01009493","E02001939",2011,1546,85.63,18.1
"E33020423","E01009493","E02001939",2011,594,75.84,7.8
"E33020423","E01008950","E02001939",2011,594,75.84,7.8
"E33020423","E01008954","E02001939",2011,594,75.84,7.8
"E33020424","E01008937","E02001941",2011,328,80.69,4.1
"E33020424","E01008940","E02001941",2011,328,80.69,4.1
"E33020424","E01008944","E02001941",2011,328,80.69,4.1
"E33020425","E01008937","E02001941",2011,572,59.33,9.6
"E33020425","E01008941","E02001941",2011,572,59.33,9.6
"E33020425","E01008940","E02001941",2011,572,59.33,9.6
"E33020426","E01008960","E02001942",2011,307,38.97,7.9
"E33020426","E01008959","E02001942",2011,307,38.97,7.9
"E33020427","E01008961","E02001942",2011,424,52.32,8.1
"E33020427","E01008962","E02001942",2011,424,52.32,8.1
"E33020427","E01008959","E02001942",2011,424,52.32,8.1
"E33020428","E01008961","E02001942",2011,440,17.65,24.9
"E33020428","E01008960","E02001942",2011,440,17.65,24.9
"E33020429","E01008942","E02001943",2011,381,38.45,9.9
"E33020429","E01008943","E02001943",2011,381,38.45,9.9
"E33020430","E01008969","E02001943",2011,523,78.95,6.6
"E33020430","E01008943","E02001943",2011,523,78.95,6.6
"E33020431","E01008971","E02001943",2011,351,50.57,6.9
"E33020432","E01008973","E02001944",2011,900,84.86,10.6
"E33020432","E01008975","E02001944",2011,900,84.86,10.6
"E33020432","E01008972","E02001944",2011,900,84.86,10.6
"E33020433","E01008974","E02001944",2011,327,58.53,5.6
"E33020433","E01008973","E02001944",2011,327,58.53,5.6
"E33020433","E01008972","E02001944",2011,327,58.53,5.6
"E33020434","E01008974","E02001944",2011,346,43.54,7.9
"E33020434","E01008973","E02001944",2011,346,43.54,7.9
"E33020435","E01009498","E02001945",2011,720,77.48,9.3
"E33020435","E01009499","E02001945",2011,720,77.48,9.3
"E33020435","E01009172","E02001945",2011,720,77.48,9.3
"E33020436","E01009172","E02001945",2011,367,83.25,4.4
"E33020436","E01009173","E02001945",2011,367,83.25,4.4
"E33020436","E01009174","E02001945",2011,367,83.25,4.4
"E33020437","E01009205","E02001946",2011,223,13.56,16.4
"E33020438","E01009205","E02001946",2011,331,54.98,6
"E33020438","E01009211","E02001946",2011,331,54.98,6
"E33020439","E01009218","E02001946",2011,450,50.33,8.9
"E33020440","E01009206","E02001946",2011,521,54.44,9.6
"E33020440","E01009219","E02001946",2011,521,54.44,9.6
"E33020441","E01008976","E02001947",2011,256,38.45,6.7
"E33020441","E01008978","E02001947",2011,256,38.45,6.7
"E33020442","E01008980","E02001947",2011,656,47.34,13.9
"E33020442","E01008978","E02001947",2011,656,47.34,13.9
"E33020443","E01008980","E02001947",2011,283,36.96,7.7
"E33020443","E01008979","E02001947",2011,283,36.96,7.7
"E33020444","E01008945","E02001948",2011,683,16.36,41.7
"E33020445","E01008945","E02001948",2011,345,60.7,5.7
"E33020445","E01008946","E02001948",2011,345,60.7,5.7
"E33020445","E01008947","E02001948",2011,345,60.7,5.7
"E33020445","E01008949","E02001948",2011,345,60.7,5.7
"E33020446","E01008947","E02001948",2011,329,24.3,13.5
"E33020446","E01008948","E02001948",2011,329,24.3,13.5
"E33020447","E01008948","E02001948",2011,466,23.68,19.7
"E33020447","E01008949","E02001948",2011,466,23.68,19.7
"E33020448","E01008977","E02001949",2011,307,42.62,7.2
"E33020448","E01009120","E02001949",2011,307,42.62,7.2
"E33020449","E01009119","E02001949",2011,556,34.01,16.3
"E33020450","E01009120","E02001949",2011,354,48.02,7.4
"E33020450","E01009109","E02001949",2011,354,48.02,7.4
"E33020451","E01009209","E02001950",2011,510,36.98,13.8
"E33020451","E01009207","E02001950",2011,510,36.98,13.8
"E33020452","E01009208","E02001950",2011,367,43.75,8.4
"E33020452","E01009162","E02001950",2011,367,43.75,8.4
"E33020453","E01009208","E02001950",2011,423,22.53,18.8
"E33020453","E01009209","E02001950",2011,423,22.53,18.8
"E33020454","E01009213","E02001950",2011,602,48.14,12.5
"E33020454","E01009162","E02001950",2011,602,48.14,12.5
"E33020455","E01009209","E02001950",2011,390,37.84,10.3
"E33020455","E01009213","E02001950",2011,390,37.84,10.3
"E33020456","E01033633","E02001951",2011,390,41.67,9.4
"E33020456","E01009160","E02001951",2011,390,41.67,9.4
"E33020456","E01009161","E02001951",2011,390,41.67,9.4
"E33020457","E01033633","E02001951",2011,282,63.66,4.4
"E33020457","E01009157","E02001951",2011,282,63.66,4.4
"E33020458","E01033633","E02001951",2011,461,56.53,8.2
"E33020458","E01009161","E02001951",2011,461,56.53,8.2
"E33020458","E01009155","E02001951",2011,461,56.53,8.2
"E33020459","E01009215","E02001952",2011,286,26.94,10.6
"E33020460","E01009210","E02001952",2011,305,34.16,8.9
"E33020460","E01009214","E02001952",2011,305,34.16,8.9
"E33020461","E01009212","E02001952",2011,279,41.52,6.7
"E33020461","E01009215","E02001952",2011,279,41.52,6.7
"E33020462","E01009117","E02001952",2011,546,64.04,8.5
"E33020462","E01009214","E02001952",2011,546,64.04,8.5
"E33020463","E01009116","E02001953",2011,396,67.28,5.9
"E33020463","E01009118","E02001953",2011,396,67.28,5.9
"E33020464","E01009108","E02001953",2011,329,64.48,5.1
"E33020464","E01009111","E02001953",2011,329,64.48,5.1
"E33020464","E01009118","E02001953",2011,329,64.48,5.1
"E33020465","E01009112","E02001953",2011,906,43.5,20.8
"E33020465","E01009111","E02001953",2011,906,43.5,20.8
"E33020466","E01009114","E02001954",2011,552,110.54,5
"E33020466","E01009113","E02001954",2011,552,110.54,5
"E33020466","E01009115","E02001954",2011,552,110.54,5
"E33020467","E01009110","E02001954",2011,488,73.81,6.6
"E33020467","E01009107","E02001954",2011,488,73.81,6.6
"E33020468","E01009163","E02001955",2011,502,154.21,3.3
"E33020469","E01009165","E02001955",2011,690,59.18,11.7
"E33020469","E01009169","E02001955",2011,690,59.18,11.7
"E33020470","E01009158","E02001955",2011,577,71.25,8.1
"E33020471","E01009159","E02001956",2011,548,38.97,14.1
"E33020472","E01009171","E02001956",2011,502,81.52,6.2
"E33020472","E01009164","E02001956",2011,502,81.52,6.2
"E33020472","E01009167","E02001956",2011,502,81.52,6.2
"E33020473","E01009216","E02001957",2011,477,78.86,6
"E33020473","E01009168","E02001957",2011,477,78.86,6
"E33020473","E01009166","E02001957",2011,477,78.86,6
"E33020473","E01009170","E02001957",2011,477,78.86,6
"E33020474","E01009217","E02001957",2011,565,55.33,10.2
"E33020474","E01009216","E02001957",2011,565,55.33,10.2
"E33023213","E01009039","E02006807",2011,648,56.28,11.5
"E33023213","E01009041","E02006807",2011,648,56.28,11.5
"E33023213","E01032589","E02006807",2011,648,56.28,11.5
"E33023214","E01009040","E02006807",2011,494,88.26,5.6
"E33023214","E01009039","E02006807",2011,494,88.26,5.6
"E33023214","E01009042","E02006807",2011,494,88.26,5.6
"E33023218","E01009279","E02006809",2011,290,39.99,7.3
"E33023218","E01009267","E02006809",2011,290,39.99,7.3
"E33023218","E01032591","E02006809",2011,290,39.99,7.3
"E33023219","E01009278","E02006809",2011,685,48.53,14.1
"E33023219","E01009279","E02006809",2011,685,48.53,14.1
"E33023220","E01009267","E02006809",2011,268,71.29,3.8
"E33023220","E01009262","E02006809",2011,268,71.29,3.8
"E33023220","E01032591","E02006809",2011,268,71.29,3.8
"E33023221","E01009262","E02006809",2011,319,37.14,8.6
"E33023221","E01009278","E02006809",2011,319,37.14,8.6
"E33023222","E01009276","E02006809",2011,352,175.26,2
"E33023222","E01032591","E02006809",2011,352,175.26,2
"E33023236","E01033557","E02006895",2011,437,4.73,92.4
"E33023237","E01033557","E02006895",2011,844,5.91,142.8
"E33023238","E01033557","E02006895",2011,639,1.51,423.2
"E33023239","E01033640","E02006895",2011,640,19.53,32.8
"E33023240","E01033624","E02006895",2011,487,22.77,21.4
"E33023240","E01033640","E02006895",2011,487,22.77,21.4
"E33023240","E01008995","E02006895",2011,487,22.77,21.4
"E33023241","E01008995","E02006895",2011,359,15.29,23.5
"E33023242","E01033624","E02006895",2011,871,15.01,58
"E33023242","E01033626","E02006895",2011,871,15.01,58
"E33023243","E01033616","E02006896",2011,318,3.47,91.6
"E33023243","E01033615","E02006896",2011,318,3.47,91.6
"E33023244","E01033615","E02006896",2011,264,1.57,168.2
"E33023244","E01033616","E02006896",2011,264,1.57,168.2
"E33023245","E01033615","E02006896",2011,319,5.89,54.2
"E33023246","E01033615","E02006896",2011,734,3.03,242.2
"E33023246","E01033567","E02006896",2011,734,3.03,242.2
"E33023247","E01009378","E02006896",2011,227,6.96,32.6
"E33023248","E01009378","E02006896",2011,349,13.37,26.1
"E33023249","E01033615","E02006896",2011,501,1.99,251.8
"E33023249","E01033567","E02006896",2011,501,1.99,251.8
"E33023250","E01033616","E02006896",2011,376,8.06,46.7
"E33023250","E01033567","E02006896",2011,376,8.06,46.7
"E33023251","E01009378","E02006896",2011,306,2.92,104.8
"E33023252","E01033639","E02006897",2011,416,11.81,35.2
"E33023252","E01033564","E02006897",2011,416,11.81,35.2
"E33023253","E01009146","E02006897",2011,476,17.09,27.9
"E33023254","E01009143","E02006897",2011,452,20.98,21.5
"E33023254","E01033639","E02006897",2011,452,20.98,21.5
"E33023255","E01009141","E02006898",2011,477,14.53,32.8
"E33023256","E01009141","E02006898",2011,1106,6.22,177.8
"E33023256","E01033619","E02006898",2011,1106,6.22,177.8
"E33023257","E01033565","E02006898",2011,478,7.6,62.9
"E33023258","E01033565","E02006898",2011,417,5.88,70.9
"E33023259","E01009141","E02006898",2011,345,8.95,38.5
"E33023260","E01033619","E02006898",2011,462,4.93,93.7
"E33023261","E01033618","E02006898",2011,279,8.88,31.4
"E33023261","E01009141","E02006898",2011,279,8.88,31.4
"E33023262","E01033627","E02006898",2011,322,17.45,18.5
"E33023262","E01033619","E02006898",2011,322,17.45,18.5
"E33023263","E01033623","E02006899",2011,510,5.87,86.9
"E33023264","E01033623","E02006899",2011,474,3.13,151.4
"E33023264","E01033622","E02006899",2011,474,3.13,151.4
"E33023265","E01033622","E02006899",2011,247,1.51,163.6
"E33023266","E01009327","E02006900",2011,264,16.83,15.7
"E33023266","E01009331","E02006900",2011,264,16.83,15.7
"E33023267","E01009200","E02006900",2011,466,14.04,33.2
"E33023268","E01009328","E02006900",2011,311,18.02,17.3
"E33023268","E01009344","E02006900",2011,311,18.02,17.3
"E33023268","E01009333","E02006900",2011,311,18.02,17.3
"E33023269","E01009344","E02006900",2011,414,18.29,22.6
"E33023269","E01009332","E02006900",2011,414,18.29,22.6
"E33023270","E01009200","E02006900",2011,306,16.96,18
"E33023271","E01009328","E02006900",2011,371,25.48,14.6
"E33023271","E01009335","E02006900",2011,371,25.48,14.6
"E33023271","E01009327","E02006900",2011,371,25.48,14.6
"E33023271","E01009331","E02006900",2011,371,25.48,14.6
"E33023272","E01009335","E02006900",2011,614,18.25,33.6
"E33023273","E01009340","E02006901",2011,325,15.89,20.5
"E33023274","E01009393","E02006901",2011,385,9.24,41.7
"E33023275","E01009391","E02006901",2011,301,28.03,10.7
"E33023275","E01009393","E02006901",2011,301,28.03,10.7
"E33023275","E01033641","E02006901",2011,301,28.03,10.7
"E33023276","E01009339","E02006901",2011,378,12.84,29.4
"E33023277","E01009382","E02006901",2011,252,13.12,19.2
"E33023278","E01033641","E02006901",2011,304,9.43,32.2
"E33023279","E01009382","E02006901",2011,310,26.07,11.9
"E33023279","E01009392","E02006901",2011,310,26.07,11.9
